Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),323.32,0.00,743.40,,,,,,323.95,,371.07,379.90,441.91,42.16
Active Decode Throughput Per User (tokens/sec/user),323.32,0.00,743.40,,,,,,323.95,,371.07,379.90,441.91,42.16
Active Prefill Throughput (tokens/sec),546.84,293.45,794.56,,,,,,571.07,,749.73,794.56,794.56,159.45
Active Prefill Throughput Per User (tokens/sec/user),546.84,293.45,794.56,,,,,,571.07,,749.73,794.56,794.56,159.45
Active Total Throughput (tokens/sec),352.20,265.73,794.56,,,,,,320.22,,397.57,659.38,749.73,99.65
Credit-to-Start Latency (ms),0.86,0.67,1.36,8.58,0.67,0.69,0.70,0.72,0.82,0.84,1.09,1.23,1.34,0.20
Decode Duration (ms),788.69,673.38,959.64,7886.93,676.97,691.34,709.30,714.37,796.75,810.88,907.08,933.36,954.38,85.31
E2E Output Token Throughput (tokens/sec/user),285.48,241.57,332.90,2854.76,242.93,248.35,255.13,259.16,288.80,309.56,317.45,325.18,331.36,28.45
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.05
Effective Decode Concurrency,0.87,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.34
Effective Decode Throughput (tokens/sec),280.95,0.00,743.40,,,,,,319.91,,368.96,378.20,427.05,115.96
Effective Decode Throughput Per User (tokens/sec/user),280.95,0.00,743.40,,,,,,319.91,,368.96,378.20,427.05,115.96
Effective Latency (CO-aware) (ms),906.59,769.81,1061.09,9065.87,773.59,788.73,807.66,828.54,887.30,988.80,1004.54,1032.82,1055.44,90.56
Effective Prefill Concurrency,0.13,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.34
Effective Prefill Throughput (tokens/sec),70.51,0.00,794.56,,,,,,0.00,,397.57,659.38,749.73,192.00
Effective Prefill Throughput Per User (tokens/sec/user),70.51,0.00,794.56,,,,,,0.00,,397.57,659.38,749.73,192.00
Effective Total Throughput (tokens/sec),351.46,0.00,794.56,,,,,,320.22,,397.57,659.38,749.73,100.84
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,39.30,34.00,48.00,393.00,34.18,34.90,35.80,36.00,39.00,40.00,45.30,46.65,47.73,4.12
HTTP Chunks Sent,1.00,1.00,1.00,10.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.20,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,1.10,1.82,0.60
HTTP Connection Overhead (ms),0.20,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,1.10,1.82,0.60
HTTP Connection Reused (ratio),0.90,0.00,1.00,9.00,0.09,0.45,0.90,1.00,1.00,1.00,1.00,1.00,1.00,0.30
HTTP Data Received (KB),10.22,8.91,12.27,102.23,8.96,9.14,9.36,9.47,10.11,10.47,11.63,11.95,12.21,0.98
HTTP Data Sent (KB),0.37,0.24,0.59,3.75,0.24,0.24,0.25,0.31,0.34,0.41,0.54,0.57,0.59,0.11
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),905.64,768.92,1059.48,9056.39,772.68,787.73,806.54,827.79,886.39,987.92,1003.65,1031.57,1053.89,90.46
HTTP Receiving (ms),788.71,673.39,959.68,7887.06,676.98,691.36,709.32,714.37,796.75,810.89,907.10,933.39,954.43,85.31
HTTP Sending (ms),0.39,0.14,2.48,3.94,0.14,0.14,0.14,0.14,0.15,0.17,0.47,1.48,2.28,0.70
HTTP Total Time (ms),905.84,768.92,1061.47,9058.39,772.68,787.73,806.54,827.79,886.39,987.92,1003.85,1032.66,1055.71,90.80
HTTP Waiting (TTFB) (ms),116.54,77.81,283.98,1165.40,78.49,81.19,84.57,89.47,95.24,97.72,163.72,223.85,271.95,58.81
Input Sequence Length (tokens),64.00,28.00,113.00,640.00,28.81,32.05,36.10,45.50,60.50,69.75,106.70,109.85,112.37,26.12
Inter Chunk Latency (ms),20.59,15.83,34.18,7886.93,16.14,17.55,19.97,20.42,20.61,20.78,21.08,21.78,27.87,1.70
Inter Token Latency (ms),3.09,2.64,3.76,30.93,2.65,2.71,2.78,2.80,3.12,3.18,3.56,3.66,3.74,0.33
Output Sequence Length (tokens),256.00,256.00,256.00,2560.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),326.96,265.73,378.69,3269.57,267.28,273.47,281.22,314.48,320.05,356.96,359.62,369.15,376.78,33.83
Prefill Throughput Per User (tokens/sec/user),571.14,293.45,794.56,5711.37,302.82,340.30,387.15,434.06,615.22,695.48,754.22,774.39,790.53,161.53
Reasoning Token Count (tokens),256.00,256.00,256.00,2560.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Request Latency (ms),905.73,768.99,1059.73,9057.29,772.75,787.81,806.62,827.86,886.46,987.98,1003.74,1031.74,1054.13,90.49
Time to First Token (ms),117.04,78.03,284.23,1170.36,78.71,81.43,84.83,89.71,95.52,99.59,163.94,224.09,272.20,58.74
Time to Second Token (ms),18.61,15.83,34.18,186.09,15.84,15.88,15.92,16.09,16.29,17.17,22.74,28.46,33.04,5.43
Tokens In Flight (tokens),175.00,0.00,369.00,,,,,,170.52,,288.86,308.32,347.14,83.17

Metric,Value
Benchmark Duration (sec),9.07
Input Token Throughput (tokens/sec),70.51
Output Token Throughput (tokens/sec),282.05
Request Count,10.00
Request Throughput (requests/sec),1.10
Total Input Sequence Length (tokens),640.00
Total Output Sequence Length (tokens),2560.00
Total Reasoning Tokens (tokens),2560.00
Total Token Throughput (tokens/sec),352.57
