Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1303.29,0.00,2741.28,,,,,,1337.82,,1992.38,2036.01,2124.42,587.37
Active Decode Throughput Per User (tokens/sec/user),110.63,0.00,360.93,,,,,,128.85,,147.42,162.19,287.11,45.55
Active Prefill Throughput (tokens/sec),367.50,21.84,3234.23,,,,,,318.23,,386.42,386.42,3234.23,486.01
Active Prefill Throughput Per User (tokens/sec/user),20.04,14.99,204.17,,,,,,17.08,,21.47,21.47,101.07,13.75
Active Total Throughput (tokens/sec),1587.12,81.66,3234.23,,,,,,1612.62,,2052.62,2052.62,3234.23,458.99
Credit-to-Start Latency (ms),0.99,0.71,1.56,63.66,0.74,0.79,0.81,0.84,0.98,1.07,1.22,1.33,1.49,0.17
Decode Duration (ms),2368.48,1248.31,3527.15,151582.87,1391.46,1582.57,1785.39,2039.49,2351.78,2623.34,3084.72,3151.37,3447.34,491.23
E2E Output Token Throughput (tokens/sec/user),57.51,33.62,165.94,3680.43,35.21,37.08,38.29,41.43,45.16,56.44,100.02,121.53,147.71,27.91
Effective Concurrency,25.78,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,9.45
Effective Decode Concurrency,11.87,0.00,14.00,,,,,,13.00,,14.00,14.00,14.00,3.35
Effective Decode Throughput (tokens/sec),1278.37,0.00,2741.28,,,,,,1293.45,,1992.26,2036.01,2124.42,608.49
Effective Decode Throughput Per User (tokens/sec/user),108.52,0.00,360.93,,,,,,128.04,,147.19,162.19,281.11,47.59
Effective Latency (CO-aware) (ms),5144.10,1543.67,7615.18,329222.34,1749.02,2109.21,2561.56,4539.05,5670.20,6180.56,6686.71,6906.12,7280.47,1519.98
Effective Prefill Concurrency,13.91,0.00,32.00,,,,,,18.00,,20.00,20.00,32.00,7.87
Effective Prefill Throughput (tokens/sec),308.39,0.00,3234.23,,,,,,302.75,,386.42,386.42,3234.23,465.24
Effective Prefill Throughput Per User (tokens/sec/user),16.82,0.00,204.17,,,,,,16.83,,21.47,21.47,101.07,14.59
Effective Total Throughput (tokens/sec),1586.76,0.00,3234.23,,,,,,1612.62,,2052.62,2052.62,3234.23,459.56
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,38.97,26.00,78.00,2494.00,26.00,29.15,30.00,34.00,37.50,42.25,47.00,50.00,64.14,8.00
HTTP Chunks Sent,1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.96,0.00,14.52,61.20,0.00,0.00,0.00,0.00,0.67,1.48,1.63,1.73,6.49,1.87
HTTP Connection Overhead (ms),0.96,0.00,14.52,61.20,0.00,0.00,0.00,0.00,0.67,1.48,1.63,1.73,6.49,1.87
HTTP Connection Reused (ratio),0.50,0.00,1.00,32.00,0.00,0.00,0.00,0.00,0.50,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),10.13,7.07,19.23,648.11,7.09,7.82,8.08,8.98,9.77,10.94,12.03,12.68,15.99,1.87
HTTP Data Sent (KB),0.36,0.24,0.67,23.10,0.24,0.25,0.26,0.29,0.35,0.40,0.49,0.56,0.62,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),5142.96,1542.53,7613.99,329149.51,1747.82,2108.00,2560.32,4537.78,5669.03,6179.64,6685.26,6904.37,7279.35,1520.04
