Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),369.12,0.00,61022.45,,,,,,344.83,,425.39,502.44,517.10,230.29
Active Decode Throughput Per User (tokens/sec/user),369.12,0.00,61022.45,,,,,,344.83,,425.39,502.44,517.10,230.29
Active Prefill Throughput (tokens/sec),941.45,422.04,1890.30,,,,,,956.10,,1858.90,1890.30,1890.30,505.55
Active Prefill Throughput Per User (tokens/sec/user),941.45,422.04,1890.30,,,,,,956.10,,1858.90,1890.30,1890.30,505.55
Active Total Throughput (tokens/sec),420.39,314.09,1890.30,,,,,,343.55,,508.74,754.91,1858.90,227.98
Credit-to-Start Latency (ms),0.75,0.66,1.08,7.52,0.66,0.66,0.67,0.68,0.70,0.75,0.91,0.99,1.06,0.13
Decode Duration (ms),690.84,501.24,811.88,6908.43,510.52,547.62,593.99,630.87,725.54,753.22,766.26,789.07,807.32,88.88
E2E Output Token Throughput (tokens/sec/user),343.93,280.49,456.31,3439.32,281.62,286.14,291.79,313.01,327.10,373.07,394.52,425.42,450.13,49.90
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.05
Effective Decode Concurrency,0.91,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.29
Effective Decode Throughput (tokens/sec),335.26,0.00,61022.45,,,,,,341.96,,423.86,500.66,514.72,243.97
Effective Decode Throughput Per User (tokens/sec/user),335.26,0.00,61022.45,,,,,,341.96,,423.86,500.66,514.72,243.97
Effective Latency (CO-aware) (ms),759.57,561.72,913.77,7595.75,570.66,606.43,651.13,687.16,783.73,818.82,878.22,895.99,910.21,101.15
Effective Prefill Concurrency,0.09,0.00,1.00,,,,,,0.00,,0.00,1.00,1.00,0.29
Effective Prefill Throughput (tokens/sec),84.14,0.00,1890.30,,,,,,0.00,,0.00,754.91,1858.90,308.19
Effective Prefill Throughput Per User (tokens/sec/user),84.14,0.00,1890.30,,,,,,0.00,,0.00,754.91,1858.90,308.19
Effective Total Throughput (tokens/sec),419.40,0.00,1890.30,,,,,,343.55,,508.74,754.91,1858.90,228.62
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,41.10,30.00,48.00,411.00,30.54,32.70,35.40,37.50,43.00,44.75,46.20,47.10,47.82,5.24
HTTP Chunks Sent,1.00,1.00,1.00,10.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.14,0.00,1.44,1.44,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.79,1.31,0.43
HTTP Connection Overhead (ms),0.14,0.00,1.44,1.44,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.79,1.31,0.43
HTTP Connection Reused (ratio),0.90,0.00,1.00,9.00,0.09,0.45,0.90,1.00,1.00,1.00,1.00,1.00,1.00,0.30
HTTP Data Received (KB),11.31,8.57,12.97,113.11,8.71,9.27,9.96,10.43,11.75,12.20,12.59,12.78,12.93,1.28
