Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),6927.21,0.00,132680.50,,,,,,7779.71,,8732.56,9062.01,9671.73,4088.58
Active Decode Throughput Per User (tokens/sec/user),243.49,0.00,10528.01,,,,,,263.25,,292.23,300.05,422.13,187.43
Active Prefill Throughput (tokens/sec),1896.08,69.74,22255.11,,,,,,1265.70,,4029.79,4890.09,7089.30,2101.55
Active Prefill Throughput Per User (tokens/sec/user),483.43,69.74,1963.28,,,,,,485.52,,796.50,887.77,1052.65,237.73
Active Total Throughput (tokens/sec),8546.78,253.17,30630.34,,,,,,8256.76,,10325.33,11168.05,13390.28,1966.61
Credit-to-Start Latency (ms),0.75,0.56,1.50,483.14,0.58,0.60,0.61,0.65,0.74,0.83,0.91,0.98,1.14,0.13
Decode Duration (ms),1052.65,61.28,2138.99,673693.39,475.53,655.55,706.98,810.83,974.39,1254.29,1536.96,1676.38,1905.53,331.01
E2E Output Token Throughput (tokens/sec/user),236.51,112.39,402.76,151364.34,125.69,142.75,155.66,186.51,236.99,278.13,321.65,343.01,367.98,61.09
Effective Concurrency,31.50,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,2.96
Effective Decode Concurrency,28.52,0.00,32.00,,,,,,29.00,,31.00,32.00,32.00,3.68
Effective Decode Throughput (tokens/sec),6908.78,0.00,132680.50,,,,,,7772.75,,8732.56,9051.14,9671.73,4098.70
Effective Decode Throughput Per User (tokens/sec/user),242.84,0.00,10528.01,,,,,,263.19,,292.23,300.05,422.13,187.60
Effective Latency (CO-aware) (ms),1163.29,636.51,2278.80,744506.49,696.67,747.12,796.74,921.21,1081.12,1373.17,1645.24,1794.08,2037.67,324.65
Effective Prefill Concurrency,2.98,0.00,32.00,,,,,,3.00,,6.00,7.00,8.00,2.73
Effective Prefill Throughput (tokens/sec),1637.12,0.00,22255.11,,,,,,996.90,,3842.38,4613.36,7070.96,2058.46
Effective Prefill Throughput Per User (tokens/sec/user),417.40,0.00,1963.28,,,,,,416.37,,779.74,865.30,1048.90,276.33
Effective Total Throughput (tokens/sec),8545.89,0.00,30630.34,,,,,,8256.76,,10325.33,11168.05,13390.28,1968.43
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,48.20,27.00,94.00,30847.00,27.39,31.00,33.00,38.00,45.00,57.00,69.10,75.05,86.61,13.97
HTTP Chunks Sent,1.00,1.00,1.00,640.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,640.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),12.97,7.71,24.19,8302.61,7.88,8.77,9.28,10.39,12.11,15.08,18.18,19.56,22.38,3.43
HTTP Data Sent (KB),0.33,0.17,0.70,210.24,0.18,0.21,0.23,0.26,0.31,0.38,0.45,0.49,0.62,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1162.47,635.54,2277.76,743980.75,695.63,746.25,795.84,920.36,1080.14,1372.51,1644.53,1793.27,2036.68,324.65
HTTP Receiving (ms),1052.65,61.29,2138.99,673693.11,475.53,655.55,706.98,810.83,974.39,1254.29,1536.96,1676.38,1905.53,331.01
HTTP Sending (ms),0.14,0.11,0.25,89.46,0.12,0.12,0.12,0.13,0.13,0.15,0.17,0.17,0.19,0.02
HTTP Total Time (ms),1162.47,635.54,2277.76,743980.75,695.63,746.25,795.84,920.36,1080.14,1372.51,1644.53,1793.27,2036.68,324.65
HTTP Waiting (TTFB) (ms),109.68,32.47,786.58,70198.18,49.71,58.95,59.37,61.16,82.62,122.32,181.33,237.32,575.47,83.55
Input Sequence Length (tokens),60.42,23.00,141.00,38670.00,26.00,32.00,36.00,44.00,57.00,73.00,91.00,101.00,122.22,21.35
Inter Chunk Latency (ms),22.30,0.41,666.48,673693.39,1.27,16.32,18.89,19.46,19.98,21.00,38.06,38.99,41.45,19.91
Inter Token Latency (ms),4.13,0.24,8.39,2642.10,1.86,2.57,2.77,3.18,3.82,4.92,6.03,6.57,7.47,1.30
Output Sequence Length (tokens),255.99,254.00,256.00,163831.00,255.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.13
Output Token Count (tokens),255.99,254.00,256.00,163831.00,255.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.13
Output Token Throughput Per User (tokens/sec/user),278.07,119.22,4161.17,177965.51,133.83,152.11,165.91,203.30,261.62,314.50,360.69,388.98,543.81,231.27
Prefill Throughput Per User (tokens/sec/user),706.25,66.68,3010.43,451997.57,100.16,204.19,266.71,419.71,636.20,929.33,1205.11,1376.83,1962.21,389.09
Request Latency (ms),1162.54,635.61,2277.84,744023.35,695.69,746.34,795.90,920.42,1080.21,1372.57,1644.60,1793.34,2036.76,324.65
Time to First Output Token (ms),109.89,32.64,786.77,70329.96,49.89,59.14,59.58,61.36,82.84,122.51,181.51,237.55,575.70,83.55
Time to First Token (ms),109.89,32.64,786.77,70329.96,49.89,59.14,59.58,61.36,82.84,122.51,181.51,237.55,575.70,83.55
Time to Second Token (ms),19.26,0.76,49.08,12325.23,8.28,16.20,16.99,18.17,18.69,19.34,20.64,22.83,38.77,4.48
Tokens In Flight (tokens),5527.13,0.00,7208.82,,,,,,5620.48,,6251.32,6467.73,6913.13,751.71

Metric,Value
Benchmark Duration (sec),23.62
Input Token Throughput (tokens/sec),1637.12
Output Token Throughput (tokens/sec),6935.87
Request Count,640.00
Request Throughput (requests/sec),27.09
Total Input Sequence Length (tokens),38670.00
Total Output Sequence Length (tokens),163831.00
Total Output Tokens (tokens),163831.00
Total Token Throughput (tokens/sec),8572.99


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
