Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),878.33,0.00,9881.28,,,,,,857.55,,1197.98,1314.40,1582.45,250.32
Active Decode Throughput Per User (tokens/sec/user),878.33,0.00,9881.28,,,,,,857.55,,1197.98,1314.40,1582.45,250.32
Active Prefill Throughput (tokens/sec),1355.03,488.65,2742.78,,,,,,1237.22,,2098.61,2253.09,2318.79,473.79
Active Prefill Throughput Per User (tokens/sec/user),1355.03,488.65,2742.78,,,,,,1237.22,,2098.61,2253.09,2318.79,473.79
Active Total Throughput (tokens/sec),941.08,488.65,2742.78,,,,,,899.98,,1303.17,1491.20,2208.79,317.42
Credit-to-Start Latency (ms),0.85,0.63,1.19,84.99,0.64,0.66,0.70,0.78,0.83,0.91,0.99,1.03,1.17,0.12
Decode Duration (ms),290.32,149.10,512.72,29032.30,173.95,181.72,202.16,238.42,276.85,327.86,398.68,455.52,487.66,76.50
E2E Output Token Throughput (tokens/sec/user),803.73,462.20,1332.35,80373.37,481.97,515.07,578.89,688.17,794.37,900.22,1043.38,1084.85,1191.47,173.59
Effective Concurrency,0.99,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.07
Effective Decode Concurrency,0.86,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.34
Effective Decode Throughput (tokens/sec),758.83,0.00,9881.28,,,,,,808.69,,1155.90,1285.25,1549.03,380.54
Effective Decode Throughput Per User (tokens/sec/user),758.83,0.00,9881.28,,,,,,808.69,,1155.90,1285.25,1549.03,380.54
Effective Latency (CO-aware) (ms),335.18,193.00,554.79,33517.93,215.55,236.82,246.30,285.18,323.25,372.90,443.05,497.90,532.13,76.13
Effective Prefill Concurrency,0.13,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.34
Effective Prefill Throughput (tokens/sec),177.45,0.00,2742.78,,,,,,0.00,,1006.18,1403.49,2208.79,488.22
Effective Prefill Throughput Per User (tokens/sec/user),177.45,0.00,2742.78,,,,,,0.00,,1006.18,1403.49,2208.79,488.22
Effective Total Throughput (tokens/sec),936.28,0.00,2742.78,,,,,,899.98,,1303.17,1491.20,2208.79,323.63
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,46.87,25.00,82.00,4687.00,28.96,30.00,33.00,39.00,45.00,53.00,64.10,73.05,78.04,12.09
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),11.93,6.98,20.08,1192.57,7.77,8.08,8.68,10.05,11.51,13.37,15.96,17.91,19.21,2.81
HTTP Data Sent (KB),0.33,0.18,0.63,32.64,0.20,0.22,0.23,0.25,0.31,0.39,0.46,0.49,0.56,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),334.26,192.07,553.81,33425.65,214.83,235.93,245.29,284.30,322.20,371.92,442.19,496.94,531.09,76.13
HTTP Receiving (ms),290.33,149.11,512.72,29032.99,173.96,181.72,202.17,238.43,276.86,327.86,398.68,455.53,487.67,76.50
HTTP Sending (ms),0.16,0.12,0.19,15.66,0.12,0.12,0.13,0.15,0.16,0.17,0.18,0.18,0.19,0.02
HTTP Total Time (ms),334.26,192.07,553.81,33425.65,214.83,235.93,245.29,284.30,322.20,371.92,442.19,496.94,531.09,76.13
HTTP Waiting (TTFB) (ms),43.77,39.42,55.99,4377.00,39.77,40.10,40.35,41.17,42.34,45.29,49.42,52.85,55.66,3.86
Input Sequence Length (tokens),59.63,24.00,127.00,5963.00,28.95,31.95,36.90,44.00,54.50,70.00,88.50,95.05,123.04,21.34
Inter Chunk Latency (ms),6.33,0.49,17.09,29032.30,4.53,5.46,5.96,6.27,6.36,6.44,6.56,6.72,9.04,0.66
Inter Token Latency (ms),1.14,0.58,2.01,113.85,0.68,0.71,0.79,0.93,1.09,1.29,1.56,1.79,1.91,0.30
Output Sequence Length (tokens),256.00,255.00,257.00,25600.00,255.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,257.00,0.20
Output Token Throughput Per User (tokens/sec/user),937.64,497.35,1710.26,93763.70,522.92,559.80,639.63,777.67,921.08,1069.53,1261.37,1403.26,1466.28,237.38
Prefill Throughput Per User (tokens/sec/user),1358.13,488.64,2742.80,135813.30,621.69,728.06,828.45,1015.44,1253.38,1657.30,2080.55,2225.67,2323.02,471.28
Reasoning Token Count (tokens),256.00,255.00,257.00,25600.00,255.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,257.00,0.20
Request Latency (ms),334.33,192.14,553.88,33432.94,214.89,236.00,245.36,284.38,322.27,372.00,442.26,497.01,531.16,76.13
Time to First Token (ms),44.01,39.61,56.24,4400.64,39.97,40.28,40.58,41.39,42.59,45.52,49.71,53.12,55.95,3.87
Time to Second Token (ms),5.36,4.11,17.09,535.59,4.23,4.38,4.43,4.75,5.05,5.41,5.76,6.49,13.03,1.64
Tokens In Flight (tokens),170.41,0.00,383.00,,,,,,168.17,,285.29,303.50,334.60,84.29

Metric,Value
Benchmark Duration (sec),33.60
Input Token Throughput (tokens/sec),177.45
Output Token Throughput (tokens/sec),761.81
Request Count,100.00
Request Throughput (requests/sec),2.98
Total Input Sequence Length (tokens),5963.00
Total Output Sequence Length (tokens),25600.00
Total Reasoning Tokens (tokens),25600.00
Total Token Throughput (tokens/sec),939.26


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
