Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),3320.64,0.00,19634.95,,,,,,4217.95,,5164.84,5201.70,7761.67,2054.85
Active Decode Throughput Per User (tokens/sec/user),531.95,0.00,2454.37,,,,,,603.13,,646.76,652.08,970.21,202.06
Active Prefill Throughput (tokens/sec),3064.35,742.79,6151.98,,,,,,2799.26,,6151.98,6151.98,6151.98,1707.70
Active Prefill Throughput Per User (tokens/sec/user),1456.75,520.79,2636.89,,,,,,1451.95,,2636.89,2636.89,2636.89,538.17
Active Total Throughput (tokens/sec),3964.42,478.57,6464.19,,,,,,4504.06,,6151.98,6168.10,6370.60,1698.04
Credit-to-Start Latency (ms),0.98,0.73,1.26,15.65,0.73,0.73,0.77,0.87,1.00,1.10,1.17,1.20,1.25,0.15
Decode Duration (ms),476.83,293.59,663.82,7629.27,295.46,302.92,320.49,401.28,477.44,545.43,624.84,637.76,658.61,112.53
E2E Output Token Throughput (tokens/sec/user),498.70,361.58,726.43,7979.21,361.89,363.11,364.73,426.68,476.15,557.90,671.76,696.36,720.42,112.07
Effective Concurrency,6.64,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,2.52
Effective Decode Concurrency,5.89,0.00,8.00,,,,,,7.00,,8.00,8.00,8.00,2.81
Effective Decode Throughput (tokens/sec),3148.49,0.00,19634.95,,,,,,3919.80,,5164.84,5201.70,7761.67,2132.02
Effective Decode Throughput Per User (tokens/sec/user),504.37,0.00,2454.37,,,,,,600.73,,646.76,651.00,970.21,229.39
Effective Latency (CO-aware) (ms),538.86,353.14,709.16,8621.78,356.28,368.86,382.23,460.95,538.80,601.15,702.87,706.00,708.53,111.69
Effective Prefill Concurrency,0.75,0.00,8.00,,,,,,0.00,,2.00,7.00,8.00,1.90
Effective Prefill Throughput (tokens/sec),807.19,0.00,6151.98,,,,,,0.00,,2799.26,5125.04,6151.98,1609.39
Effective Prefill Throughput Per User (tokens/sec/user),383.73,0.00,2636.89,,,,,,0.00,,1524.01,1635.48,2636.89,698.60
Effective Total Throughput (tokens/sec),3955.68,0.00,6464.19,,,,,,4504.06,,6151.98,6168.10,6370.60,1706.32
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,51.69,30.00,79.00,827.00,31.05,35.25,38.50,45.75,51.00,58.00,63.50,68.50,76.90,11.48
HTTP Chunks Sent,1.00,1.00,1.00,16.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.81,0.00,1.96,13.03,0.00,0.00,0.00,0.00,0.73,1.60,1.70,1.81,1.93,0.82
HTTP Connection Overhead (ms),0.81,0.00,1.96,13.03,0.00,0.00,0.00,0.00,0.73,1.60,1.70,1.81,1.93,0.82
HTTP Connection Reused (ratio),0.50,0.00,1.00,8.00,0.00,0.00,0.00,0.00,0.50,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),13.87,8.49,20.56,221.88,8.76,9.86,10.64,12.40,13.73,15.39,16.79,17.96,20.04,2.82
HTTP Data Sent (KB),0.38,0.24,0.59,6.13,0.24,0.25,0.28,0.33,0.37,0.41,0.53,0.55,0.58,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),537.75,352.34,707.82,8604.03,355.41,367.68,381.13,459.91,537.46,600.10,701.78,704.92,707.24,111.64
HTTP Receiving (ms),476.84,293.61,663.82,7629.43,295.48,302.92,320.49,401.30,477.45,545.43,624.86,637.78,658.61,112.53
HTTP Sending (ms),1.10,0.15,2.38,17.61,0.16,0.16,0.17,0.18,1.03,1.98,2.09,2.21,2.35,0.93
HTTP Total Time (ms),538.57,352.34,709.28,8617.06,355.67,369.00,382.02,460.31,539.02,600.47,702.60,705.29,708.48,111.69
