Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),399.70,0.00,1171.15,,,,,,404.46,,506.20,552.82,578.83,82.38
Active Decode Throughput Per User (tokens/sec/user),399.70,0.00,1171.15,,,,,,404.46,,506.20,552.82,578.83,82.38
Active Prefill Throughput (tokens/sec),1056.52,425.51,2132.60,,,,,,990.80,,1583.47,1704.59,2064.44,384.73
Active Prefill Throughput Per User (tokens/sec/user),1056.52,425.51,2132.60,,,,,,990.80,,1583.47,1704.59,2064.44,384.73
Active Total Throughput (tokens/sec),453.08,204.10,2132.60,,,,,,415.36,,565.50,855.29,1503.47,224.01
Credit-to-Start Latency (ms),0.71,0.50,1.02,70.53,0.51,0.56,0.58,0.63,0.71,0.76,0.83,0.87,1.01,0.10
Decode Duration (ms),637.99,433.19,1249.40,63798.51,449.88,451.40,487.57,559.66,596.52,709.70,795.96,888.19,1016.86,137.42
E2E Output Token Throughput (tokens/sec/user),381.29,196.05,522.04,38129.13,238.42,273.89,299.95,333.16,391.40,414.91,471.67,503.12,516.80,66.46
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.05
Effective Decode Concurrency,0.92,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.28
Effective Decode Throughput (tokens/sec),366.44,0.00,1171.15,,,,,,395.35,,491.35,547.98,577.77,135.68
Effective Decode Throughput Per User (tokens/sec/user),366.44,0.00,1171.15,,,,,,395.35,,491.35,547.98,577.77,135.68
Effective Latency (CO-aware) (ms),695.13,490.97,1306.38,69513.04,496.08,509.51,543.49,617.77,654.84,769.16,854.13,935.39,1074.90,137.20
Effective Prefill Concurrency,0.08,0.00,1.00,,,,,,0.00,,0.00,1.00,1.00,0.27
Effective Prefill Throughput (tokens/sec),85.69,0.00,2132.60,,,,,,0.00,,0.00,855.29,1503.47,308.54
Effective Prefill Throughput Per User (tokens/sec/user),85.69,0.00,2132.60,,,,,,0.00,,0.00,855.29,1503.47,308.54
Effective Total Throughput (tokens/sec),452.13,0.00,2132.60,,,,,,415.36,,565.50,855.29,1503.47,224.73
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,36.30,25.00,70.00,3630.00,25.99,26.00,28.00,32.00,34.00,40.25,45.00,50.10,57.13,7.57
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),9.48,6.86,17.30,948.41,7.02,7.10,7.56,8.35,9.01,10.45,11.53,12.74,14.46,1.77
HTTP Data Sent (KB),0.33,0.18,0.63,32.64,0.20,0.22,0.23,0.25,0.31,0.39,0.46,0.49,0.56,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),694.36,490.33,1305.75,69436.49,495.29,508.76,542.71,616.93,653.99,768.40,853.41,934.74,1074.11,137.21
HTTP Receiving (ms),637.99,433.20,1249.40,63798.72,449.88,451.40,487.57,559.66,596.52,709.70,795.97,888.19,1016.86,137.42
HTTP Sending (ms),0.13,0.09,0.17,12.66,0.09,0.10,0.10,0.12,0.13,0.14,0.14,0.14,0.16,0.01
HTTP Total Time (ms),694.36,490.33,1305.75,69436.49,495.29,508.76,542.71,616.93,653.99,768.40,853.41,934.74,1074.11,137.21
HTTP Waiting (TTFB) (ms),56.25,44.04,75.32,5625.12,44.27,45.68,46.14,56.35,57.01,57.59,58.66,59.72,72.00,5.15
Input Sequence Length (tokens),59.63,24.00,127.00,5963.00,28.95,31.95,36.90,44.00,54.50,70.00,88.50,95.05,123.04,21.34
Inter Chunk Latency (ms),18.07,12.86,21.87,63798.51,14.48,17.61,17.80,17.98,18.17,18.35,18.51,18.62,18.97,0.71
Inter Token Latency (ms),2.50,1.70,4.90,250.19,1.76,1.77,1.91,2.19,2.34,2.78,3.12,3.48,3.99,0.54
Output Sequence Length (tokens),256.00,256.00,256.00,25600.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),415.86,204.10,588.65,41586.19,250.88,287.12,320.37,359.35,427.48,455.64,523.00,564.91,566.83,78.43
Prefill Throughput Per User (tokens/sec/user),1065.55,425.51,2132.60,106555.24,485.28,547.12,642.00,774.37,992.90,1368.09,1590.91,1709.87,2065.13,389.57
Reasoning Token Count (tokens),256.00,256.00,256.00,25600.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Request Latency (ms),694.43,490.38,1305.80,69442.51,495.35,508.82,542.77,616.99,654.06,768.46,853.49,934.80,1074.17,137.21
Time to First Token (ms),56.44,44.22,75.53,5644.00,44.47,45.87,46.33,56.55,57.19,57.75,58.84,59.92,72.19,5.16
Time to Second Token (ms),14.51,12.86,15.21,1451.26,13.31,13.78,14.14,14.37,14.61,14.72,14.85,14.92,15.10,0.37
Tokens In Flight (tokens),175.00,0.00,383.00,,,,,,173.80,,285.00,302.64,332.78,81.51

Metric,Value
Benchmark Duration (sec),69.59
Input Token Throughput (tokens/sec),85.69
Output Token Throughput (tokens/sec),367.88
Request Count,100.00
Request Throughput (requests/sec),1.44
Total Input Sequence Length (tokens),5963.00
Total Output Sequence Length (tokens),25600.00
Total Reasoning Tokens (tokens),25600.00
Total Token Throughput (tokens/sec),453.57
