Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),3591.21,0.00,31831.85,,,,,,4341.99,,5751.94,6063.91,6372.62,1978.25
Active Decode Throughput Per User (tokens/sec/user),486.28,0.00,5177.51,,,,,,571.10,,751.08,784.05,889.15,249.56
Active Prefill Throughput (tokens/sec),1832.94,625.82,6491.18,,,,,,1659.34,,2994.31,3492.30,6491.18,917.24
Active Prefill Throughput Per User (tokens/sec/user),1522.33,625.82,3529.33,,,,,,1373.95,,2314.46,2602.20,3324.89,601.51
Active Total Throughput (tokens/sec),4426.52,720.11,7801.31,,,,,,4314.15,,5722.47,6169.79,6926.01,975.70
Credit-to-Start Latency (ms),0.69,0.52,1.21,110.29,0.52,0.55,0.57,0.61,0.67,0.74,0.83,0.95,1.07,0.12
Decode Duration (ms),515.72,247.44,941.15,82515.44,251.45,298.76,324.05,389.29,476.99,625.73,774.76,826.76,895.32,165.11
E2E Output Token Throughput (tokens/sec/user),499.02,261.40,890.29,79843.97,274.56,296.15,309.04,381.03,495.19,587.51,692.10,754.74,842.53,143.47
Effective Concurrency,7.82,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,0.97
Effective Decode Concurrency,7.22,0.00,8.00,,,,,,7.00,,8.00,8.00,8.00,1.22
Effective Decode Throughput (tokens/sec),3571.81,0.00,31831.85,,,,,,4333.86,,5751.94,6060.11,6372.62,1990.38
Effective Decode Throughput Per User (tokens/sec/user),483.65,0.00,5177.51,,,,,,570.34,,750.59,784.05,889.15,251.43
Effective Latency (CO-aware) (ms),559.03,288.53,979.97,89444.59,304.83,339.98,370.52,436.80,517.71,672.49,828.94,865.13,933.60,165.49
Effective Prefill Concurrency,0.60,0.00,8.00,,,,,,0.00,,1.00,2.00,3.00,0.87
Effective Prefill Throughput (tokens/sec),853.88,0.00,6491.18,,,,,,0.00,,2263.81,2895.69,4288.46,1108.12
Effective Prefill Throughput Per User (tokens/sec/user),709.18,0.00,3529.33,,,,,,0.00,,2010.72,2289.36,3026.00,863.26
Effective Total Throughput (tokens/sec),4425.69,0.00,7801.31,,,,,,4314.15,,5722.47,6169.79,6926.01,977.48
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,48.08,25.00,85.00,7692.00,26.59,29.00,32.00,37.00,45.00,58.25,70.10,77.00,82.00,14.59
HTTP Chunks Sent,1.00,1.00,1.00,160.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,160.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),12.95,7.25,21.98,2071.89,7.77,8.34,8.95,10.20,12.11,15.46,18.36,19.98,21.20,3.58
HTTP Data Sent (KB),0.33,0.18,0.70,53.20,0.19,0.21,0.22,0.25,0.31,0.39,0.46,0.52,0.60,0.10
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),558.28,287.49,979.28,89325.16,304.04,339.13,369.85,435.69,516.94,671.81,828.32,864.38,932.84,165.50
HTTP Receiving (ms),515.72,247.44,941.15,82515.68,251.45,298.76,324.06,389.29,476.99,625.73,774.76,826.76,895.32,165.11
