Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1507.90,150.44,5122.85,,,,,,1750.61,,2260.40,2302.90,2527.16,748.96
Active Decode Throughput Per User (tokens/sec/user),134.40,48.83,1619.76,,,,,,146.71,,167.12,259.87,562.02,93.92
Active Prefill Throughput (tokens/sec),413.81,82.25,3482.18,,,,,,190.11,,548.95,2978.82,3482.18,758.27
Active Prefill Throughput Per User (tokens/sec/user),85.70,41.13,503.35,,,,,,63.37,,149.13,198.59,217.64,48.36
Active Total Throughput (tokens/sec),1790.81,196.49,3482.18,,,,,,1786.31,,1918.86,2039.50,3482.18,447.44
Credit-to-Start Latency (ms),1.06,0.82,1.46,33.95,0.82,0.85,0.87,0.96,1.03,1.15,1.30,1.38,1.45,0.16
Decode Duration (ms),2034.79,962.04,3012.28,65113.35,962.86,1122.23,1298.64,1664.51,2015.17,2422.49,2855.26,2889.02,2978.83,552.48
E2E Output Token Throughput (tokens/sec/user),107.72,60.72,180.65,3447.19,61.26,69.52,80.54,90.17,102.32,117.63,145.88,167.01,178.18,28.63
Effective Concurrency,14.41,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,3.51
Effective Decode Concurrency,11.55,0.00,14.00,,,,,,13.00,,14.00,14.00,14.00,3.70
Effective Decode Throughput (tokens/sec),1447.09,0.00,5122.85,,,,,,1579.72,,2256.20,2287.87,2527.16,791.40
Effective Decode Throughput Per User (tokens/sec/user),128.98,0.00,1619.76,,,,,,145.66,,166.24,259.87,562.02,95.73
Effective Latency (CO-aware) (ms),2539.50,1418.14,4217.43,81264.02,1438.37,1535.26,1756.23,2177.54,2503.05,2841.42,3179.32,3715.13,4180.59,648.06
Effective Prefill Concurrency,2.86,0.00,16.00,,,,,,2.00,,4.00,5.00,16.00,3.18
Effective Prefill Throughput (tokens/sec),342.80,0.00,3482.18,,,,,,100.10,,475.74,700.94,3482.18,707.56
Effective Prefill Throughput Per User (tokens/sec/user),71.00,0.00,503.35,,,,,,50.05,,143.69,160.37,217.64,54.61
Effective Total Throughput (tokens/sec),1789.88,0.00,3482.18,,,,,,1786.31,,1918.86,2039.50,3482.18,449.18
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,37.50,26.00,52.00,1200.00,27.24,30.00,31.00,32.75,35.00,42.25,48.00,49.00,51.07,6.59
HTTP Chunks Sent,1.00,1.00,1.00,32.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.79,0.00,1.78,25.12,0.00,0.00,0.00,0.00,0.68,1.59,1.64,1.75,1.77,0.79
HTTP Connection Overhead (ms),0.79,0.00,1.78,25.12,0.00,0.00,0.00,0.00,0.68,1.59,1.64,1.75,1.77,0.79
HTTP Connection Reused (ratio),0.50,0.00,1.00,16.00,0.00,0.00,0.00,0.00,0.50,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),9.81,7.19,13.24,313.97,7.42,8.03,8.23,8.70,9.25,10.92,12.30,12.50,13.02,1.55
HTTP Data Sent (KB),0.36,0.24,0.59,11.43,0.24,0.25,0.25,0.31,0.35,0.38,0.44,0.53,0.57,0.08
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),2538.29,1417.00,4216.09,81225.40,1437.27,1534.14,1755.04,2176.42,2502.08,2839.83,3178.34,3713.93,4179.23,648.02
