Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),549.37,0.00,1508.13,,,,,,564.57,,706.83,724.89,751.75,122.95
Active Decode Throughput Per User (tokens/sec/user),549.37,0.00,1508.13,,,,,,564.57,,706.83,724.89,751.75,122.95
Active Prefill Throughput (tokens/sec),536.02,108.44,2344.53,,,,,,108.44,,1418.01,1639.94,2344.53,581.91
Active Prefill Throughput Per User (tokens/sec/user),536.02,108.44,2344.53,,,,,,108.44,,1418.01,1639.94,2344.53,581.91
Active Total Throughput (tokens/sec),546.64,108.44,2344.53,,,,,,536.38,,720.87,751.79,1639.94,282.85
Credit-to-Start Latency (ms),0.78,0.67,1.20,7.83,0.67,0.67,0.67,0.69,0.70,0.85,0.92,1.06,1.17,0.16
Decode Duration (ms),463.99,353.74,723.87,4639.87,355.91,364.58,375.41,395.11,423.58,485.35,596.94,660.40,711.18,107.21
E2E Output Token Throughput (tokens/sec/user),472.91,254.99,642.56,4729.11,262.00,290.03,325.08,403.13,486.13,565.85,610.82,626.69,639.38,117.60
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.05
Effective Decode Concurrency,0.79,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.41
Effective Decode Throughput (tokens/sec),435.65,0.00,1508.13,,,,,,527.82,,696.67,720.04,749.63,248.05
Effective Decode Throughput Per User (tokens/sec/user),435.65,0.00,1508.13,,,,,,527.82,,696.67,720.04,749.63,248.05
Effective Latency (CO-aware) (ms),584.17,399.11,1005.15,5841.69,401.20,409.60,420.10,453.58,527.35,634.01,793.35,899.25,983.97,177.13
Effective Prefill Concurrency,0.20,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.40
Effective Prefill Throughput (tokens/sec),109.38,0.00,2344.53,,,,,,0.00,,519.80,751.79,1639.94,340.25
Effective Prefill Throughput Per User (tokens/sec/user),109.38,0.00,2344.53,,,,,,0.00,,519.80,751.79,1639.94,340.25
Effective Total Throughput (tokens/sec),545.04,0.00,2344.53,,,,,,536.38,,720.87,751.79,1639.94,283.98
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,52.60,41.00,83.00,526.00,41.09,41.45,41.90,44.00,49.50,54.75,65.90,74.45,81.29,12.17
HTTP Chunks Sent,1.00,1.00,1.00,10.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.18,0.00,1.78,1.78,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.98,1.62,0.53
HTTP Connection Overhead (ms),0.18,0.00,1.78,1.78,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.98,1.62,0.53
HTTP Connection Reused (ratio),0.90,0.00,1.00,9.00,0.09,0.45,0.90,1.00,1.00,1.00,1.00,1.00,1.00,0.30
HTTP Data Received (KB),13.27,10.62,20.30,132.67,10.64,10.71,10.79,11.29,12.52,13.78,16.34,18.32,19.91,2.81
HTTP Data Sent (KB),0.37,0.24,0.59,3.75,0.24,0.24,0.25,0.31,0.34,0.41,0.54,0.57,0.59,0.11
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),583.31,398.35,1003.75,5833.10,400.43,408.76,419.17,452.83,526.60,633.11,792.49,898.12,982.63,176.98
HTTP Receiving (ms),464.00,353.74,723.88,4639.96,355.91,364.58,375.42,395.13,423.59,485.35,596.94,660.41,711.18,107.21
HTTP Sending (ms),0.34,0.12,2.13,3.42,0.12,0.12,0.12,0.13,0.14,0.17,0.38,1.26,1.96,0.60
HTTP Total Time (ms),583.49,398.35,1005.53,5834.88,400.43,408.76,419.17,452.83,526.60,633.11,792.67,899.10,984.25,177.40
HTTP Waiting (TTFB) (ms),118.97,43.08,606.23,1189.72,43.12,43.27,43.47,44.46,45.36,50.52,256.10,431.17,571.22,170.29
Input Sequence Length (tokens),64.00,28.00,113.00,640.00,28.81,32.05,36.10,45.50,60.50,69.75,106.70,109.85,112.37,26.12
Inter Chunk Latency (ms),8.99,3.13,12.72,4639.87,8.09,8.36,8.45,8.58,8.82,9.17,9.91,10.14,12.38,0.78
Inter Token Latency (ms),1.82,1.39,2.84,18.20,1.40,1.43,1.47,1.55,1.66,1.90,2.35,2.59,2.79,0.42
Output Sequence Length (tokens),255.90,255.00,256.00,2559.00,255.09,255.45,255.90,256.00,256.00,256.00,256.00,256.00,256.00,0.30
Output Token Throughput Per User (tokens/sec/user),573.74,352.27,720.87,5737.39,359.79,389.86,427.45,525.47,602.39,645.39,679.52,700.19,716.73,107.88
Prefill Throughput Per User (tokens/sec/user),1080.72,108.44,2344.54,10807.15,145.46,293.55,478.67,597.49,1097.35,1384.48,1710.40,2027.47,2281.12,613.92
Reasoning Token Count (tokens),255.90,255.00,256.00,2559.00,255.09,255.45,255.90,256.00,256.00,256.00,256.00,256.00,256.00,0.30
Request Latency (ms),583.39,398.41,1003.96,5833.87,400.49,408.82,419.23,452.89,526.66,633.18,792.57,898.26,982.82,177.01
Time to First Token (ms),119.40,43.29,608.62,1194.00,43.33,43.49,43.68,44.65,45.58,50.76,256.51,432.57,573.41,170.91
Time to Second Token (ms),8.70,7.91,9.40,86.97,7.93,7.99,8.06,8.33,8.77,8.99,9.36,9.38,9.39,0.48
Tokens In Flight (tokens),167.17,0.00,369.00,,,,,,158.02,,287.37,309.32,347.30,86.12

Metric,Value
Benchmark Duration (sec),5.85
Input Token Throughput (tokens/sec),109.38
Output Token Throughput (tokens/sec),437.36
Request Count,10.00
Request Throughput (requests/sec),1.71
Total Input Sequence Length (tokens),640.00
Total Output Sequence Length (tokens),2559.00
Total Reasoning Tokens (tokens),2559.00
Total Token Throughput (tokens/sec),546.74
