Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1457.99,136.05,3486.98,,,,,,1059.49,,2210.03,2280.20,2383.23,617.40
Active Decode Throughput Per User (tokens/sec/user),111.42,49.01,472.51,,,,,,102.34,,160.90,164.48,173.49,44.66
Active Prefill Throughput (tokens/sec),347.62,17.96,3181.86,,,,,,339.77,,392.29,411.96,451.38,151.73
Active Prefill Throughput Per User (tokens/sec/user),18.45,14.50,197.66,,,,,,18.05,,20.65,21.65,23.36,4.50
Active Total Throughput (tokens/sec),1799.57,194.43,3181.86,,,,,,1797.34,,1969.35,2014.36,2397.37,174.11
Credit-to-Start Latency (ms),0.79,0.59,1.33,507.08,0.61,0.64,0.65,0.70,0.79,0.86,0.96,1.00,1.11,0.12
Decode Duration (ms),2265.50,936.01,4442.05,1449919.74,1368.63,1591.59,1695.77,1922.59,2191.93,2489.74,2942.94,3287.43,3831.95,507.97
E2E Output Token Throughput (tokens/sec/user),47.94,32.18,168.40,30680.45,34.77,38.28,40.57,43.21,46.36,49.59,52.75,55.13,122.48,12.69
Effective Concurrency,31.50,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,2.95
Effective Decode Concurrency,12.93,0.00,14.00,,,,,,13.00,,14.00,14.00,14.00,1.29
Effective Decode Throughput (tokens/sec),1454.82,0.00,3486.98,,,,,,1045.45,,2210.03,2280.20,2383.23,620.46
Effective Decode Throughput Per User (tokens/sec/user),111.18,0.00,472.51,,,,,,81.56,,160.90,164.46,173.49,44.91
Effective Latency (CO-aware) (ms),5521.87,1521.12,7955.75,3533996.11,2090.86,4644.28,4853.73,5163.03,5523.15,5925.84,6311.45,6688.20,7363.86,778.46
Effective Prefill Concurrency,18.57,0.00,32.00,,,,,,19.00,,20.00,21.00,22.00,2.77
Effective Prefill Throughput (tokens/sec),344.72,0.00,3181.86,,,,,,339.32,,392.29,411.43,451.38,154.37
Effective Prefill Throughput Per User (tokens/sec/user),18.30,0.00,197.66,,,,,,18.03,,20.65,21.65,23.36,4.79
Effective Total Throughput (tokens/sec),1799.53,0.00,3181.86,,,,,,1797.34,,1969.35,2014.36,2397.37,174.28
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,35.11,22.00,69.00,22470.00,25.00,26.00,27.00,30.00,34.00,38.00,45.00,50.00,56.61,7.15
HTTP Chunks Sent,1.00,1.00,1.00,640.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.38,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
HTTP Connection Overhead (ms),0.00,0.00,0.38,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
HTTP Connection Reused (ratio),1.00,0.00,1.00,639.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.04
HTTP Data Received (KB),9.21,6.12,17.13,5896.22,6.80,7.09,7.34,8.02,8.92,9.90,11.56,12.65,14.27,1.67
HTTP Data Sent (KB),0.33,0.17,0.70,210.24,0.18,0.21,0.23,0.26,0.31,0.38,0.45,0.49,0.62,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),5521.01,1520.08,7954.81,3533443.39,2090.01,4643.21,4853.02,5162.05,5522.28,5925.03,6310.48,6687.36,7362.96,778.48
HTTP Receiving (ms),2265.51,936.02,4442.06,1449925.74,1368.64,1591.59,1695.78,1922.60,2191.94,2489.75,2942.95,3287.45,3831.96,507.97
HTTP Sending (ms),0.15,0.11,0.58,97.95,0.12,0.12,0.13,0.13,0.15,0.17,0.18,0.19,0.21,0.03
HTTP Total Time (ms),5521.01,1520.08,7954.81,3533443.76,2090.01,4643.21,4853.02,5162.05,5522.28,5925.03,6310.48,6687.36,7362.96,778.48
HTTP Waiting (TTFB) (ms),3255.34,241.49,4211.29,2083419.70,294.54,2760.19,2940.00,3115.28,3306.16,3517.49,3725.49,3811.04,4024.16,545.70
Input Sequence Length (tokens),60.42,23.00,141.00,38670.00,26.00,32.00,36.00,44.00,57.00,73.00,91.00,101.00,122.22,21.35
Inter Chunk Latency (ms),66.42,16.37,125.37,1449919.74,45.70,46.73,47.25,48.28,50.14,103.44,108.21,110.78,116.21,26.78
Inter Token Latency (ms),8.88,3.67,17.42,5685.96,5.37,6.24,6.65,7.54,8.60,9.76,11.54,12.89,15.03,1.99
Output Sequence Length (tokens),256.00,256.00,256.00,163840.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
