Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),542.96,0.00,1480.98,,,,,,543.09,,697.17,719.32,761.35,115.13
Active Decode Throughput Per User (tokens/sec/user),542.96,0.00,1480.98,,,,,,543.09,,697.17,719.32,761.35,115.13
Active Prefill Throughput (tokens/sec),1270.31,544.23,2354.03,,,,,,1141.10,,2274.08,2354.03,2354.03,588.29
Active Prefill Throughput Per User (tokens/sec/user),1270.31,544.23,2354.03,,,,,,1141.10,,2274.08,2354.03,2354.03,588.29
Active Total Throughput (tokens/sec),613.45,361.79,2354.03,,,,,,551.87,,715.84,1141.10,2274.08,300.71
Credit-to-Start Latency (ms),0.83,0.61,1.25,8.30,0.61,0.64,0.67,0.70,0.81,0.87,1.01,1.13,1.22,0.18
Decode Duration (ms),469.46,356.22,704.83,4694.62,357.98,365.00,373.78,387.38,458.46,510.11,566.55,635.69,691.00,99.15
E2E Output Token Throughput (tokens/sec/user),507.57,341.40,643.30,5075.66,348.75,378.18,414.97,460.44,506.58,563.89,601.84,622.57,639.15,84.06
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.06
Effective Decode Concurrency,0.90,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.30
Effective Decode Throughput (tokens/sec),488.80,0.00,1480.98,,,,,,525.66,,693.95,718.37,761.35,195.98
Effective Decode Throughput Per User (tokens/sec/user),488.80,0.00,1480.98,,,,,,525.66,,693.95,718.37,761.35,195.98
Effective Latency (CO-aware) (ms),520.67,398.72,750.70,5206.73,401.47,412.49,426.26,455.12,506.30,557.12,618.23,684.47,737.45,96.80
Effective Prefill Concurrency,0.10,0.00,1.00,,,,,,0.00,,0.00,1.00,1.00,0.30
Effective Prefill Throughput (tokens/sec),122.73,0.00,2354.03,,,,,,0.00,,0.00,1141.10,2274.08,417.46
Effective Prefill Throughput Per User (tokens/sec/user),122.73,0.00,2354.03,,,,,,0.00,,0.00,1141.10,2274.08,417.46
Effective Total Throughput (tokens/sec),611.52,0.00,2354.03,,,,,,551.87,,715.84,1141.10,2274.08,302.20
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,52.60,41.00,83.00,526.00,41.09,41.45,41.90,44.00,49.50,54.75,65.90,74.45,81.29,12.17
HTTP Chunks Sent,1.00,1.00,1.00,10.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.16,0.00,1.57,1.57,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.86,1.43,0.47
HTTP Connection Overhead (ms),0.16,0.00,1.57,1.57,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.86,1.43,0.47
HTTP Connection Reused (ratio),0.90,0.00,1.00,9.00,0.09,0.45,0.90,1.00,1.00,1.00,1.00,1.00,1.00,0.30
HTTP Data Received (KB),13.27,10.62,20.30,132.67,10.64,10.71,10.79,11.29,12.52,13.78,16.34,18.32,19.91,2.81
HTTP Data Sent (KB),0.37,0.24,0.59,3.75,0.24,0.24,0.25,0.31,0.34,0.41,0.54,0.57,0.59,0.11
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),519.77,397.89,749.79,5197.68,400.65,411.71,425.52,453.86,505.38,556.33,617.30,683.55,736.54,96.80
HTTP Receiving (ms),469.47,356.23,704.84,4694.70,357.99,365.02,373.81,387.38,458.47,510.11,566.56,635.70,691.01,99.15
HTTP Sending (ms),0.31,0.10,1.97,3.14,0.11,0.11,0.12,0.12,0.13,0.14,0.35,1.16,1.80,0.55
HTTP Total Time (ms),519.93,397.89,749.79,5199.25,400.65,411.71,425.52,455.03,505.38,556.33,617.30,683.55,736.54,96.69
HTTP Waiting (TTFB) (ms),49.98,41.53,73.72,499.84,41.75,42.67,43.81,44.91,48.41,50.79,55.09,64.40,71.85,8.58
Input Sequence Length (tokens),64.00,28.00,113.00,640.00,28.81,32.05,36.10,45.50,60.50,69.75,106.70,109.85,112.37,26.12
Inter Chunk Latency (ms),9.10,3.47,14.15,4694.62,7.39,8.38,8.45,8.59,8.91,9.52,10.02,10.32,11.64,0.82
