Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),374.10,0.00,1104.68,,,,,,378.23,,474.53,519.40,576.43,80.71
Active Decode Throughput Per User (tokens/sec/user),374.10,0.00,1104.68,,,,,,378.23,,474.53,519.40,576.43,80.71
Active Prefill Throughput (tokens/sec),777.31,309.25,1490.15,,,,,,713.62,,1155.69,1311.15,1490.15,277.52
Active Prefill Throughput Per User (tokens/sec/user),777.31,309.25,1490.15,,,,,,713.62,,1155.69,1311.15,1490.15,277.52
Active Total Throughput (tokens/sec),414.89,191.04,1490.15,,,,,,389.60,,531.30,730.97,1199.64,166.40
Credit-to-Start Latency (ms),0.82,0.61,1.11,82.00,0.61,0.65,0.67,0.76,0.82,0.89,0.95,0.97,1.04,0.10
Decode Duration (ms),681.63,459.82,1334.79,68162.78,479.23,481.91,520.84,595.86,637.12,758.42,851.44,947.89,1086.91,147.07
E2E Output Token Throughput (tokens/sec/user),348.69,181.25,474.70,34869.43,219.91,252.64,275.71,305.25,358.61,380.24,428.98,455.30,469.70,59.63
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.05
Effective Decode Concurrency,0.90,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.30
Effective Decode Throughput (tokens/sec),335.54,0.00,1104.68,,,,,,365.80,,457.95,517.07,568.28,137.05
Effective Decode Throughput Per User (tokens/sec/user),335.54,0.00,1104.68,,,,,,365.80,,457.95,517.07,568.28,137.05
Effective Latency (CO-aware) (ms),759.16,540.14,1413.51,75916.10,545.81,563.15,597.58,674.08,714.69,839.68,929.40,1014.38,1165.23,146.69
Effective Prefill Concurrency,0.10,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.30
Effective Prefill Throughput (tokens/sec),78.46,0.00,1490.15,,,,,,0.00,,309.25,713.62,1199.64,250.22
Effective Prefill Throughput Per User (tokens/sec/user),78.46,0.00,1490.15,,,,,,0.00,,309.25,713.62,1199.64,250.22
Effective Total Throughput (tokens/sec),414.00,0.00,1490.15,,,,,,388.72,,531.30,713.62,1199.64,167.33
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,36.30,25.00,70.00,3630.00,25.99,26.00,28.00,32.00,34.00,40.25,45.00,50.10,57.13,7.57
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),9.49,6.86,17.30,948.80,7.03,7.10,7.57,8.35,9.02,10.45,11.53,12.75,14.47,1.77
HTTP Data Sent (KB),0.33,0.18,0.63,32.64,0.20,0.22,0.23,0.25,0.31,0.39,0.46,0.49,0.56,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),758.28,539.22,1412.31,75827.64,544.96,562.20,596.70,673.18,713.80,838.64,928.46,1013.35,1164.49,146.69
HTTP Receiving (ms),681.63,459.82,1334.80,68163.09,479.23,481.91,520.84,595.86,637.12,758.42,851.44,947.89,1086.91,147.08
HTTP Sending (ms),0.14,0.09,0.19,14.18,0.10,0.11,0.12,0.12,0.14,0.16,0.17,0.18,0.19,0.02
HTTP Total Time (ms),758.28,539.22,1412.31,75827.64,544.96,562.20,596.70,673.18,713.80,838.64,928.46,1013.35,1164.49,146.69
HTTP Waiting (TTFB) (ms),76.50,63.36,93.86,7650.37,63.99,64.90,65.89,76.26,76.95,78.86,80.75,83.56,93.63,5.38
Input Sequence Length (tokens),59.63,24.00,127.00,5963.00,28.95,31.95,36.90,44.00,54.50,70.00,88.50,95.05,123.04,21.34
Inter Chunk Latency (ms),19.31,11.47,34.70,68162.78,12.93,18.99,19.16,19.32,19.48,19.64,19.78,19.88,20.31,1.22
Inter Token Latency (ms),2.67,1.80,5.23,267.31,1.88,1.89,2.04,2.34,2.50,2.97,3.34,3.72,4.26,0.58
Output Sequence Length (tokens),256.00,256.00,256.00,25600.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),389.32,191.04,554.56,38931.81,234.71,269.04,299.49,336.27,400.24,427.95,489.60,529.15,532.12,73.69
Prefill Throughput Per User (tokens/sec/user),780.42,309.25,1490.15,78041.59,364.72,397.69,477.88,571.72,722.30,997.72,1160.09,1313.08,1465.15,277.82
