Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1466.17,115.24,2641.29,,,,,,1375.56,,2215.10,2276.92,2349.01,616.86
Active Decode Throughput Per User (tokens/sec/user),113.63,52.42,646.36,,,,,,124.34,,161.47,164.97,266.56,46.89
Active Prefill Throughput (tokens/sec),354.11,58.32,3058.59,,,,,,308.45,,610.02,753.17,1210.02,281.11
Active Prefill Throughput Per User (tokens/sec/user),108.05,34.09,299.89,,,,,,107.12,,162.93,177.86,218.10,39.55
Active Total Throughput (tokens/sec),1807.21,178.67,3058.59,,,,,,1794.39,,2002.54,2062.32,2419.86,212.28
Credit-to-Start Latency (ms),0.81,0.58,1.32,260.43,0.60,0.63,0.66,0.72,0.80,0.90,0.98,1.04,1.21,0.13
Decode Duration (ms),2240.13,1047.55,4385.31,716841.15,1359.06,1558.18,1685.89,1933.82,2178.62,2486.79,2855.31,3254.07,3720.28,492.55
E2E Output Token Throughput (tokens/sec/user),96.15,54.80,161.34,30768.92,57.63,67.62,73.95,82.12,95.36,106.51,119.83,126.79,141.30,18.31
Effective Concurrency,15.81,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,1.41
Effective Decode Concurrency,12.83,0.00,14.00,,,,,,13.00,,14.00,14.00,14.00,1.69
Effective Decode Throughput (tokens/sec),1459.93,0.00,2641.29,,,,,,1355.29,,2214.46,2272.31,2349.01,622.90
Effective Decode Throughput Per User (tokens/sec/user),113.15,0.00,646.36,,,,,,123.92,,161.47,164.97,266.56,47.37
Effective Latency (CO-aware) (ms),2762.99,1587.88,4672.62,884157.02,1812.48,2019.94,2137.12,2404.34,2685.27,3118.33,3462.56,3786.25,4443.24,543.07
Effective Prefill Concurrency,2.99,0.00,16.00,,,,,,3.00,,4.00,5.00,7.00,1.39
Effective Prefill Throughput (tokens/sec),347.20,0.00,3058.59,,,,,,305.97,,603.72,736.94,1210.02,282.63
Effective Prefill Throughput Per User (tokens/sec/user),105.95,0.00,299.89,,,,,,105.95,,161.22,177.17,218.10,41.91
Effective Total Throughput (tokens/sec),1807.13,0.00,3058.59,,,,,,1794.39,,2002.54,2062.32,2419.86,212.63
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
