Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),551.59,15.05,3284.81,,,,,,19.14,,1856.55,2043.83,2532.08,815.59
Active Decode Throughput Per User (tokens/sec/user),77.58,2.15,873.62,,,,,,4.79,,248.97,261.30,396.30,110.93
Active Prefill Throughput (tokens/sec),257.44,34.65,1954.25,,,,,,34.65,,854.86,1771.64,1954.25,489.69
Active Prefill Throughput Per User (tokens/sec/user),116.75,34.65,609.41,,,,,,34.65,,398.92,455.94,475.60,149.16
Active Total Throughput (tokens/sec),674.51,89.71,2212.27,,,,,,449.00,,1168.59,1831.59,1954.25,420.19
Credit-to-Start Latency (ms),0.99,0.77,1.28,15.89,0.77,0.78,0.79,0.86,1.03,1.05,1.20,1.23,1.27,0.15
Decode Duration (ms),2942.49,899.36,4622.04,47079.83,933.17,1068.41,1220.12,1538.79,2777.27,4279.96,4556.70,4621.88,4622.01,1342.63
E2E Output Token Throughput (tokens/sec/user),98.69,52.59,223.62,1579.06,52.59,52.59,53.32,55.40,73.19,115.60,184.22,204.64,219.82,56.23
Effective Concurrency,7.00,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.75
Effective Decode Concurrency,6.19,0.00,8.00,,,,,,7.00,,8.00,8.00,8.00,1.86
Effective Decode Throughput (tokens/sec),536.69,0.00,3284.81,,,,,,19.14,,1856.35,2043.55,2532.08,809.46
Effective Decode Throughput Per User (tokens/sec/user),75.49,0.00,873.62,,,,,,4.79,,248.97,259.55,396.30,110.14
Effective Latency (CO-aware) (ms),3327.22,1145.84,4868.91,53235.53,1167.72,1255.23,1398.75,2347.55,3600.81,4621.74,4803.54,4868.73,4868.87,1364.48
Effective Prefill Concurrency,0.81,0.00,8.00,,,,,,1.00,,1.00,2.00,8.00,1.41
Effective Prefill Throughput (tokens/sec),137.59,0.00,1954.25,,,,,,34.65,,398.92,951.21,1954.25,380.33
Effective Prefill Throughput Per User (tokens/sec/user),62.40,0.00,609.41,,,,,,34.65,,253.09,398.92,475.60,123.62
Effective Total Throughput (tokens/sec),674.28,0.00,2212.27,,,,,,449.00,,1168.59,1831.59,1954.25,420.30
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,37.50,31.00,46.00,600.00,31.00,31.00,31.50,34.25,35.50,41.25,45.00,46.00,46.00,5.02
HTTP Chunks Sent,1.00,1.00,1.00,16.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.78,0.00,1.92,12.52,0.00,0.00,0.00,0.00,0.67,1.48,1.74,1.87,1.91,0.80
HTTP Connection Overhead (ms),0.78,0.00,1.92,12.52,0.00,0.00,0.00,0.00,0.67,1.48,1.74,1.87,1.91,0.80
HTTP Connection Reused (ratio),0.50,0.00,1.00,8.00,0.00,0.00,0.00,0.00,0.50,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),9.80,8.25,11.76,156.80,8.26,8.29,8.36,9.03,9.35,10.73,11.53,11.75,11.76,1.18
HTTP Data Sent (KB),0.38,0.24,0.59,6.13,0.24,0.25,0.28,0.33,0.37,0.41,0.53,0.55,0.58,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),3326.09,1144.62,4867.50,53217.52,1166.55,1254.28,1397.77,2346.68,3599.77,4620.59,4802.10,4867.32,4867.46,1364.35
HTTP Receiving (ms),2942.52,899.40,4622.09,47080.25,933.20,1068.42,1220.12,1538.79,2777.28,4280.00,4556.75,4621.93,4622.06,1342.64
HTTP Sending (ms),1.08,0.19,2.32,17.28,0.19,0.20,0.20,0.21,0.97,1.86,2.15,2.29,2.32,0.89
HTTP Total Time (ms),3326.88,1146.03,4869.11,53230.04,1167.75,1254.63,1397.77,2346.68,3600.44,4621.80,4803.96,4869.08,4869.10,1364.85
HTTP Waiting (TTFB) (ms),382.50,147.60,3058.69,6119.98,148.12,150.19,154.13,163.83,221.79,243.44,243.54,947.36,2636.42,692.03
Input Sequence Length (tokens),65.38,28.00,113.00,1046.00,29.35,34.75,39.50,55.50,62.00,69.50,101.00,107.75,111.95,22.32
Inter Chunk Latency (ms),80.62,15.98,2979.81,47079.83,16.19,19.13,21.57,29.28,29.73,30.39,51.23,117.23,2979.56,345.52
Inter Token Latency (ms),11.54,3.53,18.13,184.63,3.66,4.19,4.78,6.03,10.89,16.78,17.87,18.13,18.13,5.27
Output Sequence Length (tokens),256.00,256.00,256.00,4096.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),116.16,55.17,283.54,1858.55,55.17,55.17,55.97,59.59,91.87,167.01,210.28,240.92,275.01,70.02
Prefill Throughput Per User (tokens/sec/user),302.96,34.65,609.41,4847.44,46.55,94.16,142.56,216.70,308.32,397.66,458.17,497.65,587.06,139.95
Reasoning Token Count (tokens),256.00,256.00,256.00,4096.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Request Latency (ms),3326.23,1144.80,4867.71,53219.64,1166.71,1254.38,1397.85,2346.75,3599.90,4620.75,4802.29,4867.53,4867.68,1364.39
Time to First Token (ms),383.74,147.90,3058.96,6139.81,148.41,150.48,154.43,164.11,224.03,245.55,245.65,949.00,2636.97,691.83
Time to Second Token (ms),40.09,15.98,123.23,641.41,15.98,16.01,16.06,16.17,20.93,45.65,111.58,115.19,121.62,37.73
Tokens In Flight (tokens),1509.04,0.00,2313.42,,,,,,1597.95,,1913.83,1913.83,2144.96,445.11

Metric,Value
Benchmark Duration (sec),7.60
Input Token Throughput (tokens/sec),137.59
Output Token Throughput (tokens/sec),538.80
Request Count,16.00
Request Throughput (requests/sec),2.10
Total Input Sequence Length (tokens),1046.00
Total Output Sequence Length (tokens),4096.00
Total Reasoning Tokens (tokens),4096.00
Total Token Throughput (tokens/sec),676.39
