Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),789.45,0.00,7451.99,,,,,,782.96,,1013.99,1029.25,1380.55,225.18
Active Decode Throughput Per User (tokens/sec/user),789.45,0.00,7451.99,,,,,,782.96,,1013.99,1029.25,1380.55,225.18
Active Prefill Throughput (tokens/sec),582.52,110.53,3238.84,,,,,,110.53,,1667.56,2162.91,3238.84,734.77
Active Prefill Throughput Per User (tokens/sec/user),582.52,110.53,3238.84,,,,,,110.53,,1667.56,2162.91,3238.84,734.77
Active Total Throughput (tokens/sec),736.91,110.53,3238.84,,,,,,779.76,,1036.66,1036.66,2162.91,406.77
Credit-to-Start Latency (ms),0.80,0.58,1.23,8.05,0.58,0.60,0.61,0.67,0.77,0.84,1.03,1.13,1.21,0.19
Decode Duration (ms),322.88,245.98,507.62,3228.84,246.50,248.58,251.17,271.68,308.41,331.74,400.90,454.26,496.95,73.71
E2E Output Token Throughput (tokens/sec/user),665.73,282.53,910.59,6657.32,299.74,368.59,454.64,524.10,702.80,824.13,896.95,903.77,909.22,192.82
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.06
Effective Decode Concurrency,0.74,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.44
Effective Decode Throughput (tokens/sec),586.81,0.00,7451.99,,,,,,740.22,,1000.95,1024.81,1343.08,395.73
Effective Decode Throughput Per User (tokens/sec/user),586.81,0.00,7451.99,,,,,,740.22,,1000.95,1024.81,1343.08,395.73
Effective Latency (CO-aware) (ms),433.56,281.75,907.34,4335.57,282.19,283.95,286.15,312.55,364.96,491.73,577.57,742.45,874.36,179.29
Effective Prefill Concurrency,0.25,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.43
Effective Prefill Throughput (tokens/sec),147.33,0.00,3238.84,,,,,,0.00,,515.58,1029.65,2162.91,447.96
Effective Prefill Throughput Per User (tokens/sec/user),147.33,0.00,3238.84,,,,,,0.00,,515.58,1029.65,2162.91,447.96
Effective Total Throughput (tokens/sec),734.14,0.00,3238.84,,,,,,779.76,,1036.66,1036.66,2162.91,408.50
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,52.60,41.00,83.00,526.00,41.09,41.45,41.90,44.00,49.50,54.75,65.90,74.45,81.29,12.17
HTTP Chunks Sent,1.00,1.00,1.00,10.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.15,0.00,1.46,1.46,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.80,1.33,0.44
HTTP Connection Overhead (ms),0.15,0.00,1.46,1.46,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.80,1.33,0.44
HTTP Connection Reused (ratio),0.90,0.00,1.00,9.00,0.09,0.45,0.90,1.00,1.00,1.00,1.00,1.00,1.00,0.30
HTTP Data Received (KB),13.27,10.62,20.30,132.67,10.64,10.71,10.79,11.29,12.52,13.78,16.34,18.32,19.91,2.81
HTTP Data Sent (KB),0.37,0.24,0.59,3.75,0.24,0.24,0.25,0.31,0.34,0.41,0.54,0.57,0.59,0.11
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),432.68,281.08,905.88,4326.80,281.51,283.23,285.37,311.68,364.22,490.78,576.86,741.37,872.98,179.12
HTTP Receiving (ms),322.90,245.99,507.62,3228.95,246.51,248.58,251.18,271.68,308.43,331.74,400.91,454.27,496.95,73.70
HTTP Sending (ms),0.31,0.09,1.90,3.07,0.09,0.10,0.11,0.12,0.13,0.14,0.36,1.13,1.75,0.53
HTTP Total Time (ms),432.83,281.08,907.34,4328.26,281.51,283.23,285.37,311.68,364.22,490.78,577.01,742.18,874.31,179.50
HTTP Waiting (TTFB) (ms),109.48,32.59,594.94,1094.78,32.60,32.62,32.65,34.20,35.47,38.29,256.58,425.76,561.10,170.86
Input Sequence Length (tokens),64.00,28.00,113.00,640.00,28.81,32.05,36.10,45.50,60.50,69.75,106.70,109.85,112.37,26.12
Inter Chunk Latency (ms),6.26,0.80,17.45,3228.84,3.59,5.32,6.04,6.15,6.23,6.30,6.39,6.47,10.84,1.04
Inter Token Latency (ms),1.27,0.96,1.99,12.67,0.97,0.97,0.98,1.07,1.21,1.30,1.58,1.78,1.95,0.29
Output Sequence Length (tokens),255.90,255.00,256.00,2559.00,255.09,255.45,255.90,256.00,256.00,256.00,256.00,256.00,256.00,0.30
Output Token Throughput Per User (tokens/sec/user),823.81,502.34,1036.66,8238.13,515.89,570.09,637.83,768.74,826.83,940.39,1015.29,1025.97,1034.52,155.17
Prefill Throughput Per User (tokens/sec/user),1395.72,110.53,3238.83,13957.23,146.99,292.80,475.07,796.11,1349.11,1778.64,2270.51,2754.67,3142.00,854.82
Reasoning Token Count (tokens),255.90,255.00,256.00,2559.00,255.09,255.45,255.90,256.00,256.00,256.00,256.00,256.00,256.00,0.30
Request Latency (ms),432.75,281.14,906.11,4327.53,281.57,283.28,285.42,311.74,364.27,490.84,576.92,741.51,873.19,179.16
Time to First Token (ms),109.87,32.73,597.11,1098.68,32.74,32.77,32.82,34.40,35.66,38.55,256.97,427.04,563.10,171.43
Time to Second Token (ms),3.94,3.53,4.26,39.40,3.53,3.54,3.55,3.72,4.03,4.14,4.20,4.23,4.25,0.26
Tokens In Flight (tokens),163.09,0.00,369.00,,,,,,151.37,,286.13,309.13,349.56,86.69

Metric,Value
Benchmark Duration (sec),4.34
Input Token Throughput (tokens/sec),147.34
Output Token Throughput (tokens/sec),589.11
Request Count,10.00
Request Throughput (requests/sec),2.30
Total Input Sequence Length (tokens),640.00
Total Output Sequence Length (tokens),2559.00
Total Reasoning Tokens (tokens),2559.00
Total Token Throughput (tokens/sec),736.44
