Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),2434.34,117.90,32198.26,,,,,,2941.30,,3219.71,3257.24,3577.22,1400.79
Active Decode Throughput Per User (tokens/sec/user),202.03,77.26,2012.39,,,,,,196.57,,277.57,357.84,385.34,95.45
Active Prefill Throughput (tokens/sec),1191.12,114.99,5542.85,,,,,,320.41,,5142.49,5542.85,5542.85,1666.01
Active Prefill Throughput Per User (tokens/sec/user),257.09,114.99,587.89,,,,,,301.63,,389.57,392.28,565.37,128.25
Active Total Throughput (tokens/sec),2884.07,130.46,5542.85,,,,,,2974.37,,3687.59,5285.09,5542.85,1029.86
Credit-to-Start Latency (ms),0.99,0.66,1.38,31.71,0.67,0.70,0.71,0.84,1.04,1.13,1.24,1.30,1.37,0.20
Decode Duration (ms),1337.68,641.30,2063.61,42805.74,705.54,960.98,1087.61,1126.16,1312.01,1472.96,1781.45,1876.74,2029.81,303.32
E2E Output Token Throughput (tokens/sec/user),174.29,113.51,276.28,5577.38,116.01,124.94,132.49,155.37,174.63,194.20,206.93,213.21,257.12,32.69
Effective Concurrency,13.90,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,4.31
Effective Decode Concurrency,12.22,0.00,16.00,,,,,,15.00,,16.00,16.00,16.00,4.99
Effective Decode Throughput (tokens/sec),2329.89,0.00,32198.26,,,,,,2914.20,,3219.71,3257.24,3577.22,1456.49
Effective Decode Throughput Per User (tokens/sec/user),193.36,0.00,2012.39,,,,,,192.39,,277.57,357.84,385.34,101.96
Effective Latency (CO-aware) (ms),1522.02,927.33,2256.49,48704.62,1010.10,1201.54,1237.93,1319.31,1467.49,1649.03,1933.57,2051.17,2209.90,289.03
Effective Prefill Concurrency,1.68,0.00,16.00,,,,,,0.00,,4.00,15.00,16.00,3.62
Effective Prefill Throughput (tokens/sec),551.92,0.00,5542.85,,,,,,0.00,,1696.12,5142.49,5542.85,1280.19
Effective Prefill Throughput Per User (tokens/sec/user),119.13,0.00,587.89,,,,,,0.00,,353.75,389.57,565.37,155.10
Effective Total Throughput (tokens/sec),2881.81,0.00,5542.85,,,,,,2974.37,,3687.59,5285.09,5542.85,1032.62
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,37.44,24.00,62.00,1198.00,25.24,28.55,29.10,32.75,35.50,41.00,46.90,50.70,59.52,7.71
HTTP Chunks Sent,1.00,1.00,1.00,32.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.89,0.00,1.94,28.64,0.00,0.00,0.00,0.00,0.82,1.80,1.84,1.89,1.93,0.90
HTTP Connection Overhead (ms),0.89,0.00,1.94,28.64,0.00,0.00,0.00,0.00,0.82,1.80,1.84,1.89,1.93,0.90
HTTP Connection Reused (ratio),0.50,0.00,1.00,16.00,0.00,0.00,0.00,0.00,0.50,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),10.39,7.18,16.53,332.61,7.45,8.15,8.38,9.16,9.97,11.22,12.74,13.65,15.89,1.90
HTTP Data Sent (KB),0.36,0.24,0.59,11.43,0.24,0.25,0.25,0.31,0.35,0.38,0.44,0.53,0.57,0.08
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1520.89,926.53,2255.16,48668.64,1009.31,1200.64,1237.05,1318.01,1466.50,1647.54,1932.15,2050.09,2208.71,288.94
HTTP Receiving (ms),1337.69,641.30,2063.63,42806.00,705.54,960.99,1087.61,1126.18,1312.01,1472.97,1781.46,1876.75,2029.83,303.33
HTTP Sending (ms),1.18,0.17,2.35,37.86,0.17,0.17,0.18,0.18,1.11,2.18,2.24,2.27,2.34,1.00
HTTP Total Time (ms),1521.79,926.53,2256.88,48697.27,1009.31,1200.64,1237.05,1319.92,1467.37,1649.20,1933.70,2051.09,2209.89,289.21
HTTP Waiting (TTFB) (ms),182.02,77.82,564.96,5824.77,86.32,105.50,108.46,145.42,189.32,189.61,189.76,264.33,488.72,81.58
Input Sequence Length (tokens),60.41,28.00,113.00,1933.00,28.62,33.85,41.00,50.75,59.00,67.50,70.90,100.50,110.83,18.55
Inter Chunk Latency (ms),36.71,3.17,75.57,42805.74,3.32,19.16,31.32,34.65,35.86,36.38,41.35,69.35,73.35,11.73
Inter Token Latency (ms),5.25,2.51,8.09,167.87,2.77,3.77,4.27,4.42,5.15,5.78,6.99,7.36,7.96,1.19
Output Sequence Length (tokens),256.00,256.00,256.00,8192.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Count (tokens),256.00,256.00,256.00,8192.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),201.45,123.57,397.63,6446.40,125.71,136.06,143.16,173.19,194.44,226.43,234.46,268.43,367.53,51.57
