Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),3068.42,0.00,188452.22,,,,,,3712.41,,4672.62,4892.08,5873.47,1806.14
Active Decode Throughput Per User (tokens/sec/user),414.45,0.00,23556.53,,,,,,493.88,,599.58,642.00,746.15,222.62
Active Prefill Throughput (tokens/sec),1692.94,508.45,5839.79,,,,,,1472.69,,2662.80,3011.23,5839.79,813.87
Active Prefill Throughput Per User (tokens/sec/user),1316.30,508.45,2649.41,,,,,,1195.41,,1986.06,2189.87,2646.37,473.61
Active Total Throughput (tokens/sec),3783.21,316.47,6681.10,,,,,,3659.66,,4838.35,5234.31,5774.28,854.74
Credit-to-Start Latency (ms),0.76,0.57,1.15,121.24,0.59,0.61,0.64,0.68,0.74,0.82,0.90,0.94,1.07,0.11
Decode Duration (ms),599.77,300.09,1190.81,95962.87,320.77,360.18,396.39,455.68,569.50,723.09,863.53,966.91,1084.74,186.04
E2E Output Token Throughput (tokens/sec/user),425.91,204.74,750.82,68146.36,225.88,250.06,278.10,332.32,418.76,505.07,583.56,621.53,688.56,115.71
Effective Concurrency,7.78,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.03
Effective Decode Concurrency,7.18,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.28
Effective Decode Throughput (tokens/sec),3052.88,0.00,188452.22,,,,,,3699.84,,4671.39,4886.82,5867.86,1814.68
Effective Decode Throughput Per User (tokens/sec/user),412.35,0.00,23556.53,,,,,,492.54,,599.37,642.00,746.09,224.00
Effective Latency (CO-aware) (ms),650.26,341.82,1251.19,104041.19,372.89,412.56,439.58,507.62,612.05,771.04,921.30,1024.49,1134.15,187.12
Effective Prefill Concurrency,0.60,0.00,8.00,,,,,,0.00,,2.00,2.00,3.00,0.91
Effective Prefill Throughput (tokens/sec),729.72,0.00,5839.79,,,,,,0.00,,2059.09,2646.37,3382.34,994.18
Effective Prefill Throughput Per User (tokens/sec/user),567.37,0.00,2649.41,,,,,,0.00,,1647.94,1973.04,2299.44,722.22
Effective Total Throughput (tokens/sec),3782.61,0.00,6681.10,,,,,,3659.66,,4838.35,5234.31,5774.28,856.02
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,49.44,28.00,98.00,7911.00,28.59,30.95,33.90,38.00,46.00,60.00,69.30,79.05,91.05,14.85
HTTP Chunks Sent,1.00,1.00,1.00,160.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,160.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),13.28,7.99,25.11,2125.27,8.15,8.71,9.42,10.48,12.46,15.84,18.12,20.44,23.44,3.64
HTTP Data Sent (KB),0.33,0.18,0.70,53.20,0.19,0.21,0.22,0.25,0.31,0.39,0.46,0.52,0.60,0.10
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),649.43,340.89,1250.32,103909.03,372.04,411.84,438.62,506.80,611.26,770.26,920.49,1023.69,1133.30,187.12
HTTP Receiving (ms),599.77,300.09,1190.81,95963.06,320.77,360.18,396.39,455.68,569.51,723.09,863.53,966.91,1084.74,186.04
HTTP Sending (ms),0.15,0.12,0.23,23.80,0.12,0.13,0.13,0.13,0.15,0.16,0.18,0.18,0.20,0.02
HTTP Total Time (ms),649.43,340.89,1250.32,103909.03,372.04,411.84,438.62,506.80,611.26,770.26,920.49,1023.69,1133.30,187.12
HTTP Waiting (TTFB) (ms),49.51,32.42,82.74,7922.18,35.05,39.01,39.26,41.04,43.75,58.68,65.50,70.65,81.98,11.46
