Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),775.52,0.00,2160.00,,,,,,786.62,,986.78,1018.28,1056.57,171.50
Active Decode Throughput Per User (tokens/sec/user),775.52,0.00,2160.00,,,,,,786.62,,986.78,1018.28,1056.57,171.50
Active Prefill Throughput (tokens/sec),531.61,101.93,2688.47,,,,,,101.93,,1447.09,1852.52,2688.47,640.38
Active Prefill Throughput Per User (tokens/sec/user),531.61,101.93,2688.47,,,,,,101.93,,1447.09,1852.52,2688.47,640.38
Active Total Throughput (tokens/sec),710.13,101.93,2688.47,,,,,,754.19,,1008.34,1067.16,1852.52,376.25
Credit-to-Start Latency (ms),0.99,0.77,1.27,9.94,0.78,0.83,0.89,0.93,0.95,1.00,1.25,1.26,1.26,0.14
Decode Duration (ms),328.68,252.89,521.96,3286.84,253.45,255.67,258.44,275.39,307.77,341.35,412.17,467.07,510.98,77.10
E2E Output Token Throughput (tokens/sec/user),640.10,274.67,875.97,6401.00,290.99,356.27,437.88,504.03,674.01,791.35,859.10,867.54,874.28,184.17
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.07
Effective Decode Concurrency,0.73,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.44
Effective Decode Throughput (tokens/sec),565.03,0.00,2160.00,,,,,,721.87,,970.56,1005.56,1045.29,374.65
Effective Decode Throughput Per User (tokens/sec/user),565.03,0.00,2160.00,,,,,,721.87,,970.56,1005.56,1045.29,374.65
Effective Latency (CO-aware) (ms),450.07,293.17,933.30,4500.67,293.75,296.06,298.94,325.45,380.69,511.55,599.44,766.37,899.92,183.55
Effective Prefill Concurrency,0.27,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.44
Effective Prefill Throughput (tokens/sec),141.87,0.00,2688.47,,,,,,0.00,,483.85,1067.16,1852.52,405.87
Effective Prefill Throughput Per User (tokens/sec/user),141.87,0.00,2688.47,,,,,,0.00,,483.85,1067.16,1852.52,405.87
Effective Total Throughput (tokens/sec),706.89,0.00,2688.47,,,,,,754.19,,1008.34,1067.16,1852.52,378.42
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,52.60,41.00,83.00,526.00,41.09,41.45,41.90,44.00,49.50,54.75,65.90,74.45,81.29,12.17
HTTP Chunks Sent,1.00,1.00,1.00,10.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.16,0.00,1.59,1.59,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.87,1.44,0.48
HTTP Connection Overhead (ms),0.16,0.00,1.59,1.59,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.87,1.44,0.48
HTTP Connection Reused (ratio),0.90,0.00,1.00,9.00,0.09,0.45,0.90,1.00,1.00,1.00,1.00,1.00,1.00,0.30
HTTP Data Received (KB),13.27,10.62,20.30,132.67,10.64,10.71,10.79,11.29,12.52,13.78,16.34,18.32,19.91,2.81
HTTP Data Sent (KB),0.37,0.24,0.59,3.75,0.24,0.24,0.25,0.31,0.34,0.41,0.54,0.57,0.59,0.11
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),448.99,292.18,931.83,4489.87,292.75,295.06,297.93,324.42,379.75,510.48,598.37,765.10,898.48,183.43
HTTP Receiving (ms),328.70,252.90,521.97,3286.99,253.45,255.67,258.45,275.42,307.78,341.36,412.18,467.07,510.99,77.10
HTTP Sending (ms),0.36,0.15,1.98,3.56,0.15,0.16,0.16,0.16,0.17,0.18,0.41,1.20,1.82,0.54
HTTP Total Time (ms),449.15,292.18,933.41,4491.46,292.75,295.06,297.93,324.42,379.75,510.48,598.53,765.97,899.93,183.85
HTTP Waiting (TTFB) (ms),119.93,38.10,645.26,1199.33,38.19,38.56,39.02,39.22,40.32,42.71,274.47,459.87,608.18,184.34
Input Sequence Length (tokens),64.00,28.00,113.00,640.00,28.81,32.05,36.10,45.50,60.50,69.75,106.70,109.85,112.37,26.12
Inter Chunk Latency (ms),6.37,4.02,10.36,3286.84,5.67,5.98,6.08,6.20,6.37,6.49,6.63,6.71,8.00,0.40
Inter Token Latency (ms),1.29,0.99,2.05,12.90,0.99,1.00,1.01,1.08,1.21,1.34,1.62,1.83,2.00,0.30
Output Sequence Length (tokens),255.90,255.00,256.00,2559.00,255.09,255.45,255.90,256.00,256.00,256.00,256.00,256.00,256.00,0.30
Output Token Throughput Per User (tokens/sec/user),810.60,488.54,1008.34,8105.96,501.73,554.47,620.39,747.05,829.16,926.28,986.74,997.54,1006.18,153.69
Prefill Throughput Per User (tokens/sec/user),1213.01,101.93,2688.47,12130.15,136.30,273.79,445.66,705.36,1227.12,1536.65,1936.11,2312.29,2613.23,707.89
Reasoning Token Count (tokens),255.90,255.00,256.00,2559.00,255.09,255.45,255.90,256.00,256.00,256.00,256.00,256.00,256.00,0.30
Request Latency (ms),449.07,292.25,932.04,4490.74,292.82,295.12,298.00,324.49,379.82,510.56,598.45,765.25,898.68,183.47
Time to First Token (ms),120.39,38.33,647.52,1203.89,38.42,38.79,39.25,39.47,40.57,43.03,274.94,461.23,610.26,184.91
Time to Second Token (ms),5.97,5.00,7.87,59.74,5.06,5.31,5.61,5.73,5.85,5.97,6.28,7.08,7.71,0.69
Tokens In Flight (tokens),159.97,0.00,369.00,,,,,,145.00,,286.42,309.13,349.56,87.09

Metric,Value
Benchmark Duration (sec),4.51
Input Token Throughput (tokens/sec),141.87
Output Token Throughput (tokens/sec),567.24
Request Count,10.00
Request Throughput (requests/sec),2.22
Total Input Sequence Length (tokens),640.00
Total Output Sequence Length (tokens),2559.00
Total Reasoning Tokens (tokens),2559.00
Total Token Throughput (tokens/sec),709.11
