Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),311.45,0.00,6252.09,,,,,,313.59,,322.29,329.27,346.92,46.20
Active Decode Throughput Per User (tokens/sec/user),311.45,0.00,6252.09,,,,,,313.59,,322.29,329.27,346.92,46.20
Active Prefill Throughput (tokens/sec),2069.98,937.86,3816.84,,,,,,1979.57,,3651.60,3816.84,3816.84,930.67
Active Prefill Throughput Per User (tokens/sec/user),2069.98,937.86,3816.84,,,,,,1979.57,,3651.60,3816.84,3816.84,930.67
Active Total Throughput (tokens/sec),375.44,302.29,3816.84,,,,,,317.13,,317.43,317.43,2506.29,374.17
Credit-to-Start Latency (ms),1.01,0.77,2.00,10.14,0.78,0.78,0.79,0.84,0.91,0.94,1.29,1.64,1.93,0.35
Decode Duration (ms),818.74,803.32,843.57,8187.43,803.33,803.34,803.35,803.38,804.44,840.88,843.45,843.51,843.56,18.53
E2E Output Token Throughput (tokens/sec/user),301.50,286.62,308.11,3015.00,287.23,289.67,292.71,294.27,307.30,307.55,307.80,307.95,308.08,7.77
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.05
Effective Decode Concurrency,0.96,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.19
Effective Decode Throughput (tokens/sec),299.29,0.00,6252.09,,,,,,312.98,,321.96,328.80,340.40,75.44
Effective Decode Throughput Per User (tokens/sec/user),299.29,0.00,6252.09,,,,,,312.98,,321.96,328.80,340.40,75.44
Effective Latency (CO-aware) (ms),850.68,831.73,894.36,8506.76,831.82,832.19,832.65,833.23,833.90,870.80,876.56,885.46,892.58,22.48
Effective Prefill Concurrency,0.04,0.00,1.00,,,,,,0.00,,0.00,0.00,1.00,0.19
Effective Prefill Throughput (tokens/sec),75.12,0.00,3816.84,,,,,,0.00,,0.00,0.00,2506.29,425.77
Effective Prefill Throughput Per User (tokens/sec/user),75.12,0.00,3816.84,,,,,,0.00,,0.00,0.00,2506.29,425.77
Effective Total Throughput (tokens/sec),374.41,0.00,3816.84,,,,,,317.13,,317.43,317.43,2506.29,374.17
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,255.80,255.00,256.00,2558.00,255.00,255.00,255.00,256.00,256.00,256.00,256.00,256.00,256.00,0.40
HTTP Chunks Sent,1.00,1.00,1.00,10.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.14,0.00,1.40,1.40,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.77,1.27,0.42
HTTP Connection Overhead (ms),0.14,0.00,1.40,1.40,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.77,1.27,0.42
HTTP Connection Reused (ratio),0.90,0.00,1.00,9.00,0.09,0.45,0.90,1.00,1.00,1.00,1.00,1.00,1.00,0.30
HTTP Data Received (KB),59.69,59.50,59.90,596.94,59.50,59.52,59.54,59.67,59.70,59.73,59.80,59.85,59.89,0.11
HTTP Data Sent (KB),0.37,0.24,0.59,3.75,0.24,0.24,0.25,0.31,0.34,0.41,0.54,0.57,0.59,0.11
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),849.59,830.82,892.96,8495.92,830.91,831.24,831.66,832.33,833.01,869.89,874.56,883.76,891.12,22.26
HTTP Receiving (ms),818.75,803.36,843.61,8187.55,803.36,803.36,803.36,803.38,804.45,840.89,843.46,843.53,843.59,18.53
HTTP Sending (ms),0.29,0.11,1.75,2.91,0.11,0.11,0.12,0.12,0.12,0.13,0.33,1.04,1.61,0.49
HTTP Total Time (ms),849.73,830.82,894.36,8497.31,830.91,831.24,831.66,832.33,833.01,869.89,874.70,884.53,892.39,22.54
HTTP Waiting (TTFB) (ms),30.55,27.35,47.60,305.46,27.38,27.48,27.60,28.12,28.55,29.57,32.19,39.90,46.06,5.76
Input Sequence Length (tokens),64.00,28.00,113.00,640.00,28.81,32.05,36.10,45.50,60.50,69.75,106.70,109.85,112.37,26.12
Inter Chunk Latency (ms),3.21,0.17,7.71,8187.43,2.11,3.03,3.09,3.14,3.18,3.30,3.35,3.41,3.98,0.33
Inter Token Latency (ms),3.21,3.15,3.31,32.11,3.15,3.15,3.15,3.15,3.15,3.30,3.31,3.31,3.31,0.07
Output Sequence Length (tokens),256.00,256.00,256.00,2560.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),311.61,302.29,317.43,3116.11,302.29,302.31,302.33,303.26,316.99,317.41,317.42,317.43,317.43,6.98
