Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),2665.90,138.57,215099.56,,,,,,2955.71,,3444.49,3550.53,3819.84,2541.99
Active Decode Throughput Per User (tokens/sec/user),190.57,11.55,19520.84,,,,,,206.25,,233.32,241.26,259.41,203.64
Active Prefill Throughput (tokens/sec),781.88,57.05,6161.33,,,,,,519.83,,1609.59,2002.06,3294.03,758.91
Active Prefill Throughput Per User (tokens/sec/user),275.12,57.05,1195.68,,,,,,262.28,,476.48,506.68,565.57,131.03
Active Total Throughput (tokens/sec),3282.97,246.06,6161.33,,,,,,3210.50,,3942.47,4212.35,5056.80,539.65
Credit-to-Start Latency (ms),0.73,0.51,1.29,232.71,0.54,0.57,0.59,0.62,0.71,0.80,0.89,0.96,1.19,0.13
Decode Duration (ms),1329.66,795.49,2327.58,425490.74,888.14,986.97,1038.12,1146.83,1277.44,1480.41,1707.03,1815.06,2119.10,260.37
E2E Output Token Throughput (tokens/sec/user),174.11,84.66,250.92,55715.85,109.79,124.66,136.26,153.19,174.03,198.78,212.67,224.01,239.76,30.41
Effective Concurrency,15.80,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,1.18
Effective Decode Concurrency,13.83,0.00,16.00,,,,,,14.00,,16.00,16.00,16.00,1.93
Effective Decode Throughput (tokens/sec),2652.03,0.00,215099.56,,,,,,2954.58,,3444.49,3550.53,3819.84,2542.61
Effective Decode Throughput Per User (tokens/sec/user),189.57,0.00,19520.84,,,,,,206.03,,233.32,241.26,259.41,203.57
Effective Latency (CO-aware) (ms),1520.36,1020.92,3024.35,486516.35,1068.93,1143.41,1204.32,1288.48,1471.73,1672.12,1879.57,2054.12,2332.57,291.93
Effective Prefill Concurrency,1.98,0.00,16.00,,,,,,2.00,,4.00,4.00,6.00,1.75
Effective Prefill Throughput (tokens/sec),630.70,0.00,6161.33,,,,,,361.27,,1520.03,1930.52,2624.09,748.29
Effective Prefill Throughput Per User (tokens/sec/user),221.92,0.00,1195.68,,,,,,204.17,,441.51,493.52,563.68,160.17
Effective Total Throughput (tokens/sec),3282.73,0.00,6161.33,,,,,,3210.50,,3942.47,4212.35,5056.80,540.36
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,34.62,22.00,59.00,11079.00,24.00,27.00,28.00,30.00,34.00,38.00,43.00,46.05,53.81,6.25
HTTP Chunks Sent,1.00,1.00,1.00,320.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,320.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),9.68,6.63,15.72,3097.43,7.07,7.74,8.03,8.56,9.47,10.46,11.80,12.68,14.32,1.54
HTTP Data Sent (KB),0.33,0.17,0.70,105.68,0.19,0.21,0.23,0.26,0.31,0.39,0.45,0.50,0.62,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1519.57,1020.17,3023.63,486263.11,1067.70,1142.73,1203.67,1287.79,1470.95,1671.02,1878.68,2053.47,2331.73,291.93
HTTP Receiving (ms),1329.66,795.49,2327.58,425490.55,888.13,986.97,1038.12,1146.83,1277.44,1480.41,1707.02,1815.06,2119.10,260.37
HTTP Sending (ms),0.14,0.11,0.19,43.48,0.11,0.11,0.12,0.12,0.13,0.15,0.16,0.17,0.19,0.02
HTTP Total Time (ms),1519.57,1020.17,3023.63,486263.11,1067.70,1142.73,1203.67,1287.79,1470.95,1671.02,1878.68,2053.47,2331.73,291.93
HTTP Waiting (TTFB) (ms),189.78,71.79,894.89,60729.08,93.51,104.72,105.18,107.13,148.06,248.58,316.21,387.41,541.73,106.30
Input Sequence Length (tokens),60.64,24.00,134.00,19406.00,27.19,32.00,36.90,43.75,56.00,75.25,92.00,101.00,124.62,22.18
Inter Chunk Latency (ms),39.55,0.20,589.79,425490.74,0.68,33.46,34.27,34.71,35.53,36.49,68.24,69.84,77.62,23.98
Inter Token Latency (ms),5.21,3.12,9.13,1668.59,3.48,3.87,4.07,4.50,5.01,5.81,6.69,7.12,8.31,1.02
Output Sequence Length (tokens),256.00,256.00,256.00,81920.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Count (tokens),256.00,256.00,256.00,81920.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),198.69,109.56,320.56,63580.55,120.33,140.49,149.38,172.25,199.62,222.35,245.64,258.37,287.13,36.49
Prefill Throughput Per User (tokens/sec/user),395.97,57.05,1195.68,126710.00,89.33,119.88,153.58,229.44,359.87,543.73,709.61,778.64,1008.20,214.16
Request Latency (ms),1519.64,1020.24,3023.69,486283.64,1067.76,1142.79,1203.73,1287.86,1471.01,1671.09,1878.74,2053.52,2331.79,291.93
Time to First Output Token (ms),189.98,71.98,895.08,60792.90,93.70,104.94,105.41,107.32,148.25,248.77,316.38,387.61,541.91,106.30
Time to First Token (ms),189.98,71.98,895.08,60792.90,93.70,104.94,105.41,107.32,148.25,248.77,316.38,387.61,541.91,106.30
Time to Second Token (ms),41.51,0.20,586.01,13283.58,30.45,30.86,31.76,33.25,33.98,34.47,39.75,66.61,70.74,53.82
Tokens In Flight (tokens),2707.32,0.00,4202.58,,,,,,2716.46,,3186.22,3329.41,3668.37,413.95

Metric,Value
Benchmark Duration (sec),30.77
Input Token Throughput (tokens/sec),630.70
Output Token Throughput (tokens/sec),2662.43
Request Count,320.00
Request Throughput (requests/sec),10.40
Total Input Sequence Length (tokens),19406.00
Total Output Sequence Length (tokens),81920.00
Total Output Tokens (tokens),81920.00
Total Token Throughput (tokens/sec),3293.13


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
