Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),3205.42,0.00,5923.55,,,,,,3216.69,,5172.42,5269.40,5439.23,1451.67
Active Decode Throughput Per User (tokens/sec/user),130.46,0.00,1525.73,,,,,,135.38,,165.06,276.65,336.32,63.69
Active Prefill Throughput (tokens/sec),1711.55,139.17,6262.15,,,,,,1061.72,,6262.15,6262.15,6262.15,1856.54
Active Prefill Throughput Per User (tokens/sec/user),324.55,139.17,681.24,,,,,,353.12,,440.93,529.67,530.86,99.52
Active Total Throughput (tokens/sec),3784.06,132.74,6262.15,,,,,,4262.01,,4848.88,6208.69,6262.15,1289.97
Credit-to-Start Latency (ms),1.07,0.74,1.54,68.20,0.76,0.86,0.88,0.95,1.06,1.16,1.28,1.30,1.41,0.16
Decode Duration (ms),2074.27,870.74,3425.57,132753.51,1117.14,1261.97,1402.76,1665.73,2030.46,2421.36,2936.22,3054.22,3357.96,560.99
E2E Output Token Throughput (tokens/sec/user),116.96,68.54,216.80,7485.52,71.08,76.30,79.47,94.03,114.25,134.44,156.13,162.88,183.19,28.74
Effective Concurrency,27.74,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,7.84
Effective Decode Concurrency,24.79,0.00,32.00,,,,,,28.00,,32.00,32.00,32.00,9.53
Effective Decode Throughput (tokens/sec),3047.08,0.00,5923.55,,,,,,2908.10,,5172.42,5268.59,5439.23,1576.61
Effective Decode Throughput Per User (tokens/sec/user),124.02,0.00,1525.73,,,,,,132.40,,164.75,248.85,336.32,68.23
Effective Latency (CO-aware) (ms),2322.79,1181.77,3736.13,148658.38,1424.56,1572.81,1641.38,1905.34,2241.75,2723.78,3222.83,3356.15,3605.13,566.51
Effective Prefill Concurrency,2.96,0.00,32.00,,,,,,0.00,,6.00,31.00,32.00,7.36
Effective Prefill Throughput (tokens/sec),735.07,0.00,6262.15,,,,,,0.00,,1763.72,6120.72,6262.15,1482.59
Effective Prefill Throughput Per User (tokens/sec/user),139.39,0.00,681.24,,,,,,0.00,,389.86,440.93,529.67,173.38
Effective Total Throughput (tokens/sec),3782.16,0.00,6262.15,,,,,,4262.01,,4848.88,6208.69,6262.15,1292.44
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,51.34,26.00,88.00,3286.00,27.89,36.00,36.00,41.00,50.50,58.25,68.70,70.85,85.48,13.10
HTTP Chunks Sent,1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.99,0.00,16.23,63.23,0.00,0.00,0.00,0.00,0.69,1.49,1.63,1.65,7.27,2.06
HTTP Connection Overhead (ms),0.99,0.00,16.23,63.23,0.00,0.00,0.00,0.00,0.69,1.49,1.63,1.65,7.27,2.06
HTTP Connection Reused (ratio),0.50,0.00,1.00,32.00,0.00,0.00,0.00,0.00,0.50,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),12.97,7.09,21.49,830.10,7.50,9.30,9.45,10.57,12.74,14.61,17.00,17.58,20.88,3.05
HTTP Data Sent (KB),0.36,0.24,0.67,23.10,0.24,0.25,0.26,0.29,0.35,0.40,0.49,0.56,0.62,0.09
