Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),926.88,0.00,4550.92,,,,,,908.30,,1257.78,1378.63,1747.93,259.79
Active Decode Throughput Per User (tokens/sec/user),926.88,0.00,4550.92,,,,,,908.30,,1257.78,1378.63,1747.93,259.79
Active Prefill Throughput (tokens/sec),1738.25,712.66,3539.27,,,,,,1634.60,,2589.40,2794.64,2936.17,579.98
Active Prefill Throughput Per User (tokens/sec/user),1738.25,712.66,3539.27,,,,,,1634.60,,2589.40,2794.64,2936.17,579.98
Active Total Throughput (tokens/sec),1016.83,533.35,3539.27,,,,,,959.21,,1435.33,1820.09,2591.78,392.46
Credit-to-Start Latency (ms),0.60,0.43,0.84,60.29,0.43,0.47,0.48,0.51,0.61,0.66,0.74,0.77,0.81,0.10
Decode Duration (ms),275.12,139.49,478.11,27511.66,162.97,177.23,190.13,227.20,264.24,318.49,372.47,425.03,454.71,72.46
E2E Output Token Throughput (tokens/sec/user),871.52,501.30,1482.03,87152.21,522.31,557.78,631.57,727.13,859.38,980.64,1137.03,1210.61,1302.40,195.84
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.06
Effective Decode Concurrency,0.89,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.32
Effective Decode Throughput (tokens/sec),820.89,0.00,4550.92,,,,,,863.60,,1215.73,1353.62,1694.25,383.12
Effective Decode Throughput Per User (tokens/sec/user),820.89,0.00,4550.92,,,,,,863.60,,1215.73,1353.62,1694.25,383.12
Effective Latency (CO-aware) (ms),310.02,173.27,511.17,31002.41,197.09,212.19,225.63,261.68,298.46,352.74,405.87,459.64,490.46,72.78
Effective Prefill Concurrency,0.11,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.31
Effective Prefill Throughput (tokens/sec),191.96,0.00,3539.27,,,,,,0.00,,1057.45,1744.69,2591.78,577.90
Effective Prefill Throughput Per User (tokens/sec/user),191.96,0.00,3539.27,,,,,,0.00,,1057.45,1744.69,2591.78,577.90
Effective Total Throughput (tokens/sec),1012.85,0.00,3539.27,,,,,,942.78,,1435.33,1820.09,2591.78,396.80
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,46.87,25.00,82.00,4687.00,28.96,30.00,33.00,39.00,45.00,53.00,64.10,73.05,78.04,12.09
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),11.92,6.97,20.07,1191.59,7.76,8.07,8.67,10.04,11.50,13.36,15.95,17.90,19.20,2.81
HTTP Data Sent (KB),0.33,0.18,0.63,32.64,0.20,0.22,0.23,0.25,0.31,0.39,0.46,0.49,0.56,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),309.37,172.69,510.63,30936.97,196.54,211.43,225.11,261.01,297.83,352.02,405.32,458.91,489.89,72.77
HTTP Receiving (ms),275.12,139.49,478.12,27512.14,162.98,177.24,190.13,227.20,264.25,318.49,372.47,425.04,454.71,72.46
HTTP Sending (ms),0.11,0.09,0.15,11.23,0.09,0.09,0.09,0.10,0.11,0.12,0.13,0.14,0.14,0.01
HTTP Total Time (ms),309.37,172.69,510.63,30936.97,196.54,211.43,225.11,261.01,297.83,352.02,405.32,458.91,489.89,72.77
HTTP Waiting (TTFB) (ms),34.14,30.75,47.33,3413.59,31.64,32.03,32.40,32.79,33.49,35.06,36.11,36.92,43.85,2.35
Input Sequence Length (tokens),59.63,24.00,127.00,5963.00,28.95,31.95,36.90,44.00,54.50,70.00,88.50,95.05,123.04,21.34
Inter Chunk Latency (ms),6.00,1.25,11.89,27511.66,3.95,5.26,5.79,5.92,6.03,6.21,6.30,6.38,6.69,0.52
Inter Token Latency (ms),1.08,0.55,1.87,107.89,0.64,0.70,0.75,0.89,1.04,1.25,1.46,1.67,1.78,0.28
Output Sequence Length (tokens),256.00,255.00,257.00,25600.00,255.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,257.00,0.20
Output Token Throughput Per User (tokens/sec/user),989.77,533.35,1828.09,98977.15,560.81,599.96,684.69,800.48,965.03,1122.35,1341.18,1438.97,1565.08,252.00
Prefill Throughput Per User (tokens/sec/user),1731.65,712.65,3539.27,173165.33,782.32,888.16,1107.34,1314.04,1632.98,2030.39,2586.39,2739.37,2942.21,577.13
Reasoning Token Count (tokens),256.00,255.00,257.00,25600.00,255.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,257.00,0.20
Request Latency (ms),309.42,172.74,510.67,30942.11,196.59,211.48,225.15,261.06,297.89,352.07,405.37,458.97,489.95,72.77
Time to First Token (ms),34.30,30.89,47.47,3430.45,31.77,32.21,32.55,32.95,33.66,35.24,36.30,37.11,44.03,2.35
Time to Second Token (ms),4.10,1.25,5.79,409.89,3.49,3.69,3.73,3.95,4.12,4.26,4.45,4.54,5.15,0.42
Tokens In Flight (tokens),173.56,0.00,383.00,,,,,,172.00,,286.34,304.00,335.03,83.12

Metric,Value
Benchmark Duration (sec),31.06
Input Token Throughput (tokens/sec),191.96
Output Token Throughput (tokens/sec),824.11
Request Count,100.00
Request Throughput (requests/sec),3.22
Total Input Sequence Length (tokens),5963.00
Total Output Sequence Length (tokens),25600.00
Total Reasoning Tokens (tokens),25600.00
