Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),888.10,0.00,3302.90,,,,,,1006.47,,1223.19,1289.55,1457.32,363.23
Active Decode Throughput Per User (tokens/sec/user),315.36,0.00,1100.97,,,,,,346.34,,413.31,436.42,506.89,105.58
Active Prefill Throughput (tokens/sec),212.16,15.63,1733.28,,,,,,210.30,,245.85,257.29,350.64,64.64
Active Prefill Throughput Per User (tokens/sec/user),16.29,12.24,478.99,,,,,,15.89,,18.15,19.16,26.32,3.91
Active Total Throughput (tokens/sec),1098.08,200.91,1807.68,,,,,,1133.70,,1326.98,1394.81,1588.84,209.34
Credit-to-Start Latency (ms),0.82,0.59,1.40,262.58,0.62,0.66,0.67,0.74,0.81,0.89,0.96,1.02,1.21,0.12
Decode Duration (ms),775.48,429.92,1462.87,248153.60,508.20,569.83,588.50,653.88,754.33,850.78,990.72,1116.73,1201.28,163.07
E2E Output Token Throughput (tokens/sec/user),60.17,44.88,379.93,19253.40,48.68,50.11,51.50,53.61,56.20,59.07,62.23,64.23,173.69,28.79
Effective Concurrency,15.62,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,1.87
Effective Decode Concurrency,2.70,0.00,3.00,,,,,,3.00,,3.00,3.00,3.00,0.52
Effective Decode Throughput (tokens/sec),887.09,0.00,3302.90,,,,,,1005.83,,1223.07,1289.55,1457.32,364.26
Effective Decode Throughput Per User (tokens/sec/user),315.00,0.00,1100.97,,,,,,346.28,,413.31,436.41,506.89,106.06
Effective Latency (CO-aware) (ms),4491.81,674.81,5704.63,1437380.59,1477.25,3986.43,4115.37,4334.57,4555.93,4775.82,4971.42,5109.44,5259.97,588.18
Effective Prefill Concurrency,12.93,0.00,16.00,,,,,,13.00,,14.00,14.00,15.00,1.90
Effective Prefill Throughput (tokens/sec),210.97,0.00,1733.28,,,,,,210.13,,245.79,257.29,350.64,66.39
Effective Prefill Throughput Per User (tokens/sec/user),16.20,0.00,478.99,,,,,,15.88,,18.15,19.16,26.32,4.09
Effective Total Throughput (tokens/sec),1098.05,0.00,1807.68,,,,,,1133.70,,1326.98,1394.81,1588.84,209.41
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,35.33,22.00,64.00,11307.00,24.00,27.00,28.00,30.00,34.00,38.00,45.00,49.05,54.00,6.94
HTTP Chunks Sent,1.00,1.00,1.00,320.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,320.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),9.85,6.65,16.94,3153.13,7.03,7.73,8.01,8.56,9.56,10.57,12.23,13.24,14.47,1.71
HTTP Data Sent (KB),0.33,0.17,0.70,105.68,0.19,0.21,0.23,0.26,0.31,0.39,0.45,0.50,0.62,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),4490.92,673.73,5703.81,1437094.80,1476.26,3985.69,4113.95,4333.81,4554.79,4775.00,4970.48,5108.35,5258.90,588.20
HTTP Receiving (ms),775.48,429.93,1462.87,248154.10,508.20,569.83,588.50,653.88,754.34,850.78,990.72,1116.74,1201.28,163.07
HTTP Sending (ms),0.15,0.11,0.22,49.02,0.12,0.12,0.13,0.14,0.15,0.17,0.18,0.19,0.20,0.02
HTTP Total Time (ms),4490.92,673.73,5703.81,1437094.80,1476.26,3985.69,4113.95,4333.81,4554.79,4775.00,4970.48,5108.35,5258.90,588.20
HTTP Waiting (TTFB) (ms),3715.29,94.47,4472.52,1188891.68,770.46,3269.69,3389.65,3601.44,3788.94,3978.07,4142.71,4195.81,4345.82,563.65
Input Sequence Length (tokens),60.64,24.00,134.00,19406.00,27.19,32.00,36.90,43.75,56.00,75.25,92.00,101.00,124.62,22.18
Inter Chunk Latency (ms),22.59,7.99,75.66,248153.60,15.16,19.14,20.00,20.38,20.63,20.91,21.86,53.67,61.93,8.75
Inter Token Latency (ms),3.04,1.69,5.74,973.15,1.99,2.23,2.31,2.56,2.96,3.34,3.89,4.38,4.71,0.64
Output Sequence Length (tokens),256.00,256.00,256.00,81920.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Count (tokens),256.00,256.00,256.00,81920.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),342.48,174.32,593.13,109594.47,212.28,228.34,257.39,299.72,338.05,389.98,433.31,447.51,501.80,67.38
Prefill Throughput Per User (tokens/sec/user),20.56,6.25,524.95,6578.60,7.01,8.12,9.40,12.13,15.24,20.13,25.35,29.78,81.18,40.89
Request Latency (ms),4490.99,673.81,5703.88,1437118.01,1476.34,3985.75,4114.04,4333.87,4554.88,4775.07,4970.57,5108.43,5258.98,588.20
