Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),2863.24,0.00,8901.67,,,,,,1961.21,,5573.64,5786.45,7543.48,2236.24
Active Decode Throughput Per User (tokens/sec/user),456.04,0.00,1271.67,,,,,,596.53,,717.47,843.69,1077.64,282.29
Active Prefill Throughput (tokens/sec),1442.79,382.87,3111.52,,,,,,1172.90,,3111.52,3111.52,3111.52,871.95
Active Prefill Throughput Per User (tokens/sec/user),713.22,319.81,1197.52,,,,,,665.91,,1197.52,1197.52,1197.52,307.03
Active Total Throughput (tokens/sec),3277.08,382.87,4914.12,,,,,,3434.64,,4433.37,4914.12,4914.12,1126.52
Credit-to-Start Latency (ms),1.06,0.76,1.30,16.92,0.79,0.88,0.92,0.97,1.05,1.14,1.22,1.26,1.29,0.13
Decode Duration (ms),560.18,257.20,938.15,8962.93,267.70,309.70,338.98,376.19,534.00,714.89,815.54,877.52,926.03,201.19
E2E Output Token Throughput (tokens/sec/user),411.30,248.90,622.75,6580.84,249.54,252.11,264.57,295.02,376.17,504.38,604.29,617.98,621.80,129.08
Effective Concurrency,7.00,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,2.17
Effective Decode Concurrency,5.72,0.00,8.00,,,,,,7.00,,8.00,8.00,8.00,2.72
Effective Decode Throughput (tokens/sec),2603.09,0.00,8901.67,,,,,,1665.16,,5571.08,5739.73,7543.48,2285.52
Effective Decode Throughput Per User (tokens/sec/user),414.60,0.00,1271.67,,,,,,571.24,,709.14,843.43,1077.64,299.38
Effective Latency (CO-aware) (ms),686.44,412.27,1029.57,10983.09,412.87,415.24,424.76,512.83,681.87,869.90,970.42,1016.50,1026.96,207.44
Effective Prefill Concurrency,1.28,0.00,8.00,,,,,,0.00,,2.00,8.00,8.00,2.30
Effective Prefill Throughput (tokens/sec),667.36,0.00,3111.52,,,,,,0.00,,1603.03,3111.52,3111.52,932.29
Effective Prefill Throughput Per User (tokens/sec/user),329.90,0.00,1197.52,,,,,,0.00,,1172.90,1197.52,1197.52,412.39
Effective Total Throughput (tokens/sec),3270.46,0.00,4914.12,,,,,,3434.64,,4433.37,4914.12,4914.12,1134.96
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,46.88,30.00,72.00,750.00,30.15,30.75,31.50,36.25,46.50,56.25,63.50,68.25,71.25,12.72
HTTP Chunks Sent,1.00,1.00,1.00,16.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.90,0.00,2.07,14.48,0.00,0.00,0.00,0.00,0.76,1.81,1.97,2.00,2.05,0.91
HTTP Connection Overhead (ms),0.90,0.00,2.07,14.48,0.00,0.00,0.00,0.00,0.76,1.81,1.97,2.00,2.05,0.91
HTTP Connection Reused (ratio),0.50,0.00,1.00,8.00,0.00,0.00,0.00,0.00,0.50,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),11.93,8.04,17.72,190.96,8.08,8.24,8.40,9.40,11.87,14.07,15.88,16.94,17.56,2.95
HTTP Data Sent (KB),0.38,0.24,0.59,6.13,0.24,0.25,0.28,0.33,0.37,0.41,0.53,0.55,0.58,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),685.25,410.87,1028.45,10963.93,411.53,414.16,423.73,511.55,680.44,868.55,969.21,1015.34,1025.83,207.40
HTTP Receiving (ms),560.21,257.26,938.16,8963.38,267.75,309.72,338.99,376.22,534.04,714.94,815.59,877.56,926.04,201.19
HTTP Sending (ms),1.22,0.18,2.47,19.54,0.18,0.18,0.20,0.23,1.12,2.21,2.36,2.41,2.46,1.00
HTTP Total Time (ms),686.15,412.40,1028.45,10978.41,412.82,414.54,423.73,513.01,682.25,870.40,971.00,1016.54,1026.07,207.72
HTTP Waiting (TTFB) (ms),123.81,73.58,151.63,1981.01,74.52,78.28,80.52,89.00,141.72,151.38,151.53,151.62,151.62,31.68
Input Sequence Length (tokens),65.38,28.00,113.00,1046.00,29.35,34.75,39.50,55.50,62.00,69.50,101.00,107.75,111.95,22.32
Inter Chunk Latency (ms),12.21,5.02,67.87,8962.93,5.32,5.93,6.39,8.22,9.04,9.26,9.97,60.51,67.35,13.48
Inter Token Latency (ms),2.20,1.01,3.68,35.15,1.05,1.21,1.33,1.48,2.09,2.80,3.20,3.44,3.63,0.79
Output Sequence Length (tokens),256.00,256.00,256.00,4096.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),523.17,271.81,991.44,8370.75,275.66,291.03,313.50,357.30,477.54,678.55,753.17,832.37,959.63,200.59
Prefill Throughput Per User (tokens/sec/user),584.17,181.75,1197.52,9346.66,190.58,225.88,256.76,378.14,480.02,701.98,1053.21,1179.05,1193.83,298.03
Reasoning Token Count (tokens),256.00,256.00,256.00,4096.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Request Latency (ms),685.39,411.08,1028.53,10966.17,411.72,414.26,423.81,511.71,680.66,868.75,969.39,1015.50,1025.92,207.42
Time to First Token (ms),125.20,73.91,154.10,2003.25,74.85,78.60,80.85,89.29,143.07,153.87,154.01,154.07,154.09,32.57
Time to Second Token (ms),7.05,5.02,17.86,112.84,5.02,5.03,5.04,5.15,5.99,6.55,10.74,15.35,17.36,3.56
Tokens In Flight (tokens),1190.75,0.00,1931.93,,,,,,1329.12,,1705.10,1787.02,1853.17,475.45

Metric,Value
Benchmark Duration (sec),1.56
Input Token Throughput (tokens/sec),667.36
Output Token Throughput (tokens/sec),2613.30
Request Count,16.00
Request Throughput (requests/sec),10.21
Total Input Sequence Length (tokens),1046.00
Total Output Sequence Length (tokens),4096.00
Total Reasoning Tokens (tokens),4096.00
Total Token Throughput (tokens/sec),3280.67
