Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),338.89,0.00,834.83,,,,,,337.85,,381.37,397.61,506.30,42.80
Active Decode Throughput Per User (tokens/sec/user),338.89,0.00,834.83,,,,,,337.85,,381.37,397.61,506.30,42.80
Active Prefill Throughput (tokens/sec),631.35,332.59,953.52,,,,,,698.45,,916.97,953.52,953.52,204.69
Active Prefill Throughput Per User (tokens/sec/user),631.35,332.59,953.52,,,,,,698.45,,916.97,953.52,953.52,204.69
Active Total Throughput (tokens/sec),373.61,272.55,953.52,,,,,,346.90,,440.59,745.27,916.97,122.70
Credit-to-Start Latency (ms),0.82,0.66,1.24,8.16,0.67,0.67,0.68,0.70,0.72,0.87,1.05,1.15,1.22,0.18
Decode Duration (ms),752.46,637.82,935.61,7524.60,642.21,659.79,681.76,696.32,744.87,769.87,859.29,897.45,927.98,82.32
E2E Output Token Throughput (tokens/sec/user),302.89,251.42,357.17,3028.92,253.01,259.36,267.30,281.09,302.25,323.95,336.18,346.68,355.07,30.35
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.05
Effective Decode Concurrency,0.88,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.33
Effective Decode Throughput (tokens/sec),298.02,0.00,834.83,,,,,,333.73,,376.11,397.00,504.36,117.43
Effective Decode Throughput Per User (tokens/sec/user),298.02,0.00,834.83,,,,,,333.73,,376.11,397.00,504.36,117.43
Effective Latency (CO-aware) (ms),854.65,717.45,1019.44,8546.47,721.96,739.98,762.51,791.53,847.83,912.41,958.98,989.21,1013.40,86.88
Effective Prefill Concurrency,0.12,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.32
Effective Prefill Throughput (tokens/sec),74.80,0.00,953.52,,,,,,0.00,,440.59,745.27,916.97,215.85
Effective Prefill Throughput Per User (tokens/sec/user),74.80,0.00,953.52,,,,,,0.00,,440.59,745.27,916.97,215.85
Effective Total Throughput (tokens/sec),372.82,0.00,953.52,,,,,,346.90,,440.59,745.27,916.97,123.77
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,39.30,34.00,48.00,393.00,34.18,34.90,35.80,36.00,39.00,40.00,45.30,46.65,47.73,4.12
HTTP Chunks Sent,1.00,1.00,1.00,10.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.17,0.00,1.67,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.92,1.52,0.50
HTTP Connection Overhead (ms),0.17,0.00,1.67,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.92,1.52,0.50
HTTP Connection Reused (ratio),0.90,0.00,1.00,9.00,0.09,0.45,0.90,1.00,1.00,1.00,1.00,1.00,1.00,0.30
HTTP Data Received (KB),10.23,8.92,12.27,102.26,8.96,9.14,9.36,9.47,10.12,10.48,11.63,11.95,12.21,0.98
HTTP Data Sent (KB),0.37,0.24,0.59,3.75,0.24,0.24,0.25,0.31,0.34,0.41,0.54,0.57,0.59,0.11
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),853.75,716.68,1018.00,8537.51,721.18,739.21,761.75,790.52,847.05,911.62,958.06,988.03,1012.00,86.77
HTTP Receiving (ms),752.47,637.82,935.64,7524.66,642.21,659.79,681.76,696.33,744.88,769.88,859.29,897.47,928.00,82.33
HTTP Sending (ms),0.34,0.13,2.06,3.36,0.13,0.13,0.13,0.13,0.14,0.16,0.36,1.21,1.89,0.58
HTTP Total Time (ms),853.92,716.68,1019.67,8539.19,721.18,739.21,761.75,790.52,847.05,911.62,958.23,988.95,1013.53,87.09
HTTP Waiting (TTFB) (ms),100.95,64.81,255.06,1009.49,65.93,70.40,75.99,78.79,80.14,83.90,139.55,197.30,243.51,53.58
Input Sequence Length (tokens),64.00,28.00,113.00,640.00,28.81,32.05,36.10,45.50,60.50,69.75,106.70,109.85,112.37,26.12
Inter Chunk Latency (ms),19.65,12.78,22.31,7524.60,13.16,18.99,19.26,19.48,19.86,20.11,20.30,20.42,20.91,1.15
Inter Token Latency (ms),2.95,2.50,3.67,29.51,2.52,2.59,2.67,2.73,2.92,3.02,3.37,3.52,3.64,0.32
Output Sequence Length (tokens),256.00,256.00,256.00,2560.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),342.68,272.55,399.80,3426.80,274.99,284.77,297.00,331.26,342.40,366.21,374.22,387.01,397.24,34.93
Prefill Throughput Per User (tokens/sec/user),669.62,332.59,953.52,6696.25,342.31,381.19,429.79,465.04,721.86,825.96,920.63,937.07,950.23,207.09
Reasoning Token Count (tokens),256.00,256.00,256.00,2560.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Request Latency (ms),853.83,716.74,1018.20,8538.31,721.25,739.27,761.81,790.58,847.12,911.69,958.14,988.17,1012.20,86.80
Time to First Token (ms),101.37,65.02,255.27,1013.70,66.14,70.61,76.19,78.98,81.38,84.14,139.79,197.53,243.72,53.51
Time to Second Token (ms),13.19,12.78,13.69,131.87,12.79,12.84,12.90,13.02,13.21,13.30,13.42,13.55,13.67,0.25
Tokens In Flight (tokens),176.15,0.00,369.00,,,,,,174.08,,288.86,308.32,347.14,82.72

Metric,Value
Benchmark Duration (sec),8.55
Input Token Throughput (tokens/sec),74.80
Output Token Throughput (tokens/sec),299.19
Request Count,10.00
Request Throughput (requests/sec),1.17
Total Input Sequence Length (tokens),640.00
Total Output Sequence Length (tokens),2560.00
Total Reasoning Tokens (tokens),2560.00
Total Token Throughput (tokens/sec),373.99
