Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),351.74,0.00,880.14,,,,,,350.05,,398.62,406.46,522.03,46.18
Active Decode Throughput Per User (tokens/sec/user),351.74,0.00,880.14,,,,,,350.05,,398.62,406.46,522.03,46.18
Active Prefill Throughput (tokens/sec),613.05,286.23,1444.27,,,,,,515.99,,859.90,1444.27,1444.27,288.28
Active Prefill Throughput Per User (tokens/sec/user),613.05,286.23,1444.27,,,,,,515.99,,859.90,1444.27,1444.27,288.28
Active Total Throughput (tokens/sec),384.63,286.23,1444.27,,,,,,354.43,,407.97,618.92,859.90,138.42
Credit-to-Start Latency (ms),1.08,0.91,1.46,10.79,0.92,0.94,0.98,1.00,1.05,1.11,1.17,1.32,1.44,0.14
Decode Duration (ms),724.97,625.04,889.04,7249.73,628.04,640.04,655.04,662.56,719.82,739.13,839.61,864.33,884.10,78.39
E2E Output Token Throughput (tokens/sec/user),311.96,257.11,362.38,3119.61,258.55,264.32,271.54,287.15,317.11,333.21,345.11,353.75,360.65,31.45
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.05
Effective Decode Concurrency,0.87,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.33
Effective Decode Throughput (tokens/sec),306.66,0.00,880.14,,,,,,346.59,,395.63,406.26,507.08,125.23
Effective Decode Throughput Per User (tokens/sec/user),306.66,0.00,880.14,,,,,,346.59,,395.63,406.26,507.08,125.23
Effective Latency (CO-aware) (ms),830.45,707.58,997.15,8304.49,711.12,725.29,743.00,769.63,808.25,894.55,944.17,970.66,991.85,87.33
Effective Prefill Concurrency,0.13,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.33
Effective Prefill Throughput (tokens/sec),76.97,0.00,1444.27,,,,,,0.00,,405.20,618.92,859.90,227.36
Effective Prefill Throughput Per User (tokens/sec/user),76.97,0.00,1444.27,,,,,,0.00,,405.20,618.92,859.90,227.36
Effective Total Throughput (tokens/sec),383.63,0.00,1444.27,,,,,,354.43,,407.97,618.92,859.90,139.62
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,39.30,34.00,48.00,393.00,34.18,34.90,35.80,36.00,39.00,40.00,45.30,46.65,47.73,4.12
HTTP Chunks Sent,1.00,1.00,1.00,10.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.20,0.00,1.99,1.99,0.00,0.00,0.00,0.00,0.00,0.00,0.20,1.09,1.81,0.60
HTTP Connection Overhead (ms),0.20,0.00,1.99,1.99,0.00,0.00,0.00,0.00,0.00,0.00,0.20,1.09,1.81,0.60
HTTP Connection Reused (ratio),0.90,0.00,1.00,9.00,0.09,0.45,0.90,1.00,1.00,1.00,1.00,1.00,1.00,0.30
HTTP Data Received (KB),10.23,8.92,12.28,102.32,8.97,9.15,9.37,9.48,10.12,10.48,11.64,11.96,12.22,0.98
HTTP Data Sent (KB),0.37,0.24,0.59,3.75,0.24,0.24,0.25,0.31,0.34,0.41,0.54,0.57,0.59,0.11
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),829.27,706.35,995.43,8292.73,709.91,724.13,741.91,768.46,807.23,893.39,942.99,969.21,990.19,87.23
HTTP Receiving (ms),724.99,625.05,889.10,7249.88,628.05,640.05,655.05,662.58,719.83,739.13,839.63,864.36,884.15,78.40
HTTP Sending (ms),0.42,0.16,2.52,4.16,0.16,0.16,0.17,0.17,0.18,0.18,0.48,1.50,2.31,0.70
HTTP Total Time (ms),829.47,706.35,997.42,8294.72,709.91,724.13,741.91,768.46,807.23,893.39,943.19,970.30,992.00,87.61
HTTP Waiting (TTFB) (ms),103.87,71.85,278.60,1038.69,71.97,72.43,73.01,81.48,83.08,94.11,121.29,199.95,262.87,58.97
Input Sequence Length (tokens),64.00,28.00,113.00,640.00,28.81,32.05,36.10,45.50,60.50,69.75,106.70,109.85,112.37,26.12
Inter Chunk Latency (ms),18.93,9.39,23.64,7249.73,12.85,18.42,18.67,18.86,19.08,19.29,19.50,19.65,21.22,1.23
Inter Token Latency (ms),2.84,2.45,3.49,28.43,2.46,2.51,2.57,2.60,2.82,2.90,3.29,3.39,3.47,0.31
Output Sequence Length (tokens),256.00,256.00,256.00,2560.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),355.60,286.82,407.97,3555.97,288.52,295.32,303.82,345.00,354.26,384.87,389.38,398.68,406.11,35.91
