Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),335.48,0.00,940.11,,,,,,334.94,,380.45,387.63,465.73,40.24
Active Decode Throughput Per User (tokens/sec/user),335.48,0.00,940.11,,,,,,334.94,,380.45,387.63,465.73,40.24
Active Prefill Throughput (tokens/sec),592.90,323.26,1489.17,,,,,,457.13,,880.98,1489.17,1489.17,284.98
Active Prefill Throughput Per User (tokens/sec/user),592.90,323.26,1489.17,,,,,,457.13,,880.98,1489.17,1489.17,284.98
Active Total Throughput (tokens/sec),367.49,273.59,1489.17,,,,,,338.84,,405.95,532.79,880.98,135.56
Credit-to-Start Latency (ms),0.83,0.66,1.20,8.34,0.66,0.66,0.66,0.74,0.76,0.94,1.04,1.12,1.18,0.17
Decode Duration (ms),760.11,653.61,932.05,7601.14,657.14,671.25,688.89,696.22,753.10,773.43,878.93,905.49,926.74,81.43
E2E Output Token Throughput (tokens/sec/user),297.89,247.72,343.40,2978.94,249.15,254.87,262.01,273.15,299.96,320.92,329.19,336.30,341.98,29.33
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.04
Effective Decode Concurrency,0.87,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.33
Effective Decode Throughput (tokens/sec),293.19,0.00,940.11,,,,,,331.53,,375.63,387.22,456.95,117.53
Effective Decode Throughput Per User (tokens/sec/user),293.19,0.00,940.11,,,,,,331.53,,375.63,387.22,456.95,117.53
Effective Latency (CO-aware) (ms),868.89,746.51,1034.61,8688.91,749.72,762.57,778.64,798.91,854.28,940.14,978.21,1006.41,1028.97,88.68
Effective Prefill Concurrency,0.12,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.33
Effective Prefill Throughput (tokens/sec),73.58,0.00,1489.17,,,,,,0.00,,405.95,532.79,880.98,219.76
Effective Prefill Throughput Per User (tokens/sec/user),73.58,0.00,1489.17,,,,,,0.00,,405.95,532.79,880.98,219.76
Effective Total Throughput (tokens/sec),366.77,0.00,1489.17,,,,,,338.84,,405.95,532.79,880.98,136.39
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,39.30,34.00,48.00,393.00,34.18,34.90,35.80,36.00,39.00,40.00,45.30,46.65,47.73,4.12
HTTP Chunks Sent,1.00,1.00,1.00,10.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.18,0.00,1.81,1.81,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.99,1.64,0.54
HTTP Connection Overhead (ms),0.18,0.00,1.81,1.81,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.99,1.64,0.54
HTTP Connection Reused (ratio),0.90,0.00,1.00,9.00,0.09,0.45,0.90,1.00,1.00,1.00,1.00,1.00,1.00,0.30
HTTP Data Received (KB),10.22,8.91,12.27,102.23,8.96,9.14,9.36,9.47,10.11,10.47,11.63,11.95,12.21,0.98
HTTP Data Sent (KB),0.37,0.24,0.59,3.75,0.24,0.24,0.25,0.31,0.34,0.41,0.54,0.57,0.59,0.11
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),867.98,745.42,1033.23,8679.80,748.65,761.59,777.75,797.94,853.49,939.33,977.32,1005.28,1027.64,88.64
HTTP Receiving (ms),760.12,653.62,932.08,7601.20,657.15,671.26,688.90,696.22,753.10,773.44,878.93,905.51,926.77,81.44
HTTP Sending (ms),0.34,0.11,2.22,3.43,0.12,0.12,0.12,0.12,0.13,0.14,0.38,1.30,2.03,0.63
HTTP Total Time (ms),868.16,745.42,1035.04,8681.61,748.65,761.59,777.75,797.94,853.49,939.33,977.51,1006.27,1029.29,88.97
HTTP Waiting (TTFB) (ms),107.52,70.16,278.18,1075.17,70.23,70.53,70.90,86.55,90.64,97.12,127.29,202.74,263.09,57.99
Input Sequence Length (tokens),64.00,28.00,113.00,640.00,28.81,32.05,36.10,45.50,60.50,69.75,106.70,109.85,112.37,26.12
Inter Chunk Latency (ms),19.85,13.94,28.75,7601.14,14.21,19.18,19.61,19.83,19.97,20.15,20.29,20.38,21.03,1.06
Inter Token Latency (ms),2.98,2.56,3.66,29.81,2.58,2.63,2.70,2.73,2.95,3.03,3.45,3.55,3.63,0.32
Output Sequence Length (tokens),256.00,256.00,256.00,2560.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),339.09,273.59,390.14,3390.87,275.26,281.91,290.24,329.70,338.60,366.27,370.27,380.21,388.15,33.90
Prefill Throughput Per User (tokens/sec/user),656.76,323.26,1489.17,6567.61,330.70,360.47,397.68,422.84,587.28,743.33,941.80,1215.48,1434.43,323.53
Reasoning Token Count (tokens),256.00,256.00,256.00,2560.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Request Latency (ms),868.06,745.49,1033.42,8680.57,748.72,761.65,777.81,798.01,853.57,939.39,977.39,1005.41,1027.82,88.66
Time to First Token (ms),107.94,70.38,278.36,1079.43,70.45,70.74,71.10,86.78,90.83,99.00,127.50,202.93,263.27,57.95
Time to Second Token (ms),14.69,13.94,17.64,146.90,13.95,13.98,14.01,14.03,14.32,14.67,15.50,16.57,17.43,1.06
Tokens In Flight (tokens),175.47,0.00,369.00,,,,,,173.57,,288.86,308.32,347.14,83.23

Metric,Value
Benchmark Duration (sec),8.70
Input Token Throughput (tokens/sec),73.58
Output Token Throughput (tokens/sec),294.34
Request Count,10.00
Request Throughput (requests/sec),1.15
Total Input Sequence Length (tokens),640.00
Total Output Sequence Length (tokens),2560.00
Total Reasoning Tokens (tokens),2560.00
Total Token Throughput (tokens/sec),367.92
