Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),3563.77,0.00,7239.99,,,,,,2638.67,,5886.13,6167.70,6544.78,1542.17
Active Decode Throughput Per User (tokens/sec/user),122.08,0.00,1173.26,,,,,,88.92,,192.31,197.66,211.12,58.42
Active Prefill Throughput (tokens/sec),977.14,149.35,8152.53,,,,,,875.49,,1599.95,1780.90,2400.46,708.76
Active Prefill Throughput Per User (tokens/sec/user),399.03,149.35,1015.41,,,,,,378.21,,564.68,648.36,847.52,127.91
Active Total Throughput (tokens/sec),4392.02,165.53,8152.53,,,,,,4355.08,,5102.37,5245.06,5697.97,612.05
Credit-to-Start Latency (ms),0.82,0.59,4.78,525.18,0.62,0.65,0.67,0.72,0.79,0.88,0.96,1.02,1.23,0.23
Decode Duration (ms),2109.02,885.00,4681.53,1349772.12,1054.68,1310.79,1437.04,1646.21,1965.29,2448.28,3055.43,3327.87,3950.57,642.57
E2E Output Token Throughput (tokens/sec/user),121.16,52.51,236.89,77542.88,62.35,73.32,79.62,98.36,119.80,142.90,160.76,173.81,212.73,31.79
Effective Concurrency,31.63,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,2.61
Effective Decode Concurrency,29.37,0.00,32.00,,,,,,30.00,,32.00,32.00,32.00,3.41
Effective Decode Throughput (tokens/sec),3550.43,0.00,7239.99,,,,,,2634.20,,5886.13,6167.70,6544.78,1554.59
Effective Decode Throughput Per User (tokens/sec/user),121.62,0.00,1173.26,,,,,,88.91,,192.31,197.66,211.12,58.79
Effective Latency (CO-aware) (ms),2272.60,1077.26,4875.71,1454464.46,1204.30,1473.64,1592.23,1792.33,2135.52,2603.36,3216.34,3492.14,4106.25,642.67
Effective Prefill Concurrency,2.27,0.00,32.00,,,,,,2.00,,4.00,5.00,6.00,2.53
Effective Prefill Throughput (tokens/sec),841.33,0.00,8152.53,,,,,,766.52,,1565.73,1747.87,2352.27,739.45
Effective Prefill Throughput Per User (tokens/sec/user),343.57,0.00,1015.41,,,,,,357.08,,554.67,626.08,847.52,182.05
Effective Total Throughput (tokens/sec),4391.76,0.00,8152.53,,,,,,4355.08,,5102.37,5245.06,5697.97,612.97
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,47.02,24.00,95.00,30094.00,28.00,31.00,33.00,37.00,43.00,55.00,67.00,74.00,85.00,13.32
HTTP Chunks Sent,1.00,1.00,1.00,640.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,640.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),11.96,6.76,23.06,7656.20,7.54,8.25,8.71,9.62,11.07,13.74,16.57,18.21,20.82,3.10
HTTP Data Sent (KB),0.33,0.17,0.70,210.24,0.18,0.21,0.23,0.26,0.31,0.38,0.45,0.49,0.62,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),2271.70,1076.38,4874.87,1453890.28,1203.32,1472.77,1591.28,1791.41,2134.70,2602.60,3215.24,3491.25,4105.49,642.68
