Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),614.25,0.00,4055.88,,,,,,604.16,,820.61,924.02,1044.26,171.02
Active Decode Throughput Per User (tokens/sec/user),614.25,0.00,4055.88,,,,,,604.16,,820.61,924.02,1044.26,171.02
Active Prefill Throughput (tokens/sec),1347.59,544.54,2790.92,,,,,,1226.18,,2005.39,2166.11,2312.97,462.00
Active Prefill Throughput Per User (tokens/sec/user),1347.59,544.54,2790.92,,,,,,1226.18,,2005.39,2166.11,2312.97,462.00
Active Total Throughput (tokens/sec),684.89,339.24,2790.92,,,,,,620.06,,1002.93,1222.22,2005.39,301.23
Credit-to-Start Latency (ms),0.69,0.52,0.99,68.80,0.54,0.57,0.59,0.62,0.66,0.76,0.79,0.82,0.95,0.09
Decode Duration (ms),415.14,216.55,751.67,41513.73,248.35,263.85,286.67,340.73,397.65,473.90,570.08,651.26,694.56,110.52
E2E Output Token Throughput (tokens/sec/user),588.54,321.36,990.41,58853.93,347.07,367.93,416.47,497.58,578.41,666.93,772.72,834.01,882.14,135.18
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.06
Effective Decode Concurrency,0.90,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.30
Effective Decode Throughput (tokens/sec),553.33,0.00,4055.88,,,,,,581.63,,808.75,906.64,1041.68,245.06
Effective Decode Throughput Per User (tokens/sec/user),553.33,0.00,4055.88,,,,,,581.63,,808.75,906.64,1041.68,245.06
Effective Latency (CO-aware) (ms),460.07,259.09,797.28,46007.47,291.03,307.61,331.94,384.50,443.22,515.53,615.32,696.46,738.24,111.13
Effective Prefill Concurrency,0.10,0.00,1.00,,,,,,0.00,,0.00,1.00,1.00,0.29
Effective Prefill Throughput (tokens/sec),129.39,0.00,2790.92,,,,,,0.00,,0.00,1222.22,2005.39,422.04
Effective Prefill Throughput Per User (tokens/sec/user),129.39,0.00,2790.92,,,,,,0.00,,0.00,1222.22,2005.39,422.04
Effective Total Throughput (tokens/sec),682.73,0.00,2790.92,,,,,,620.06,,1002.93,1222.22,2005.39,303.20
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,46.87,25.00,82.00,4687.00,28.96,30.00,33.00,39.00,45.00,53.00,64.10,73.05,78.04,12.09
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),11.92,6.97,20.07,1191.59,7.76,8.07,8.67,10.04,11.50,13.36,15.95,17.90,19.20,2.81
HTTP Data Sent (KB),0.33,0.18,0.63,32.64,0.20,0.22,0.23,0.25,0.31,0.39,0.46,0.49,0.56,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),459.33,258.42,796.56,45933.15,290.18,306.92,331.25,383.79,442.54,514.87,614.67,695.74,737.58,111.14
HTTP Receiving (ms),415.14,216.55,751.68,41514.09,248.36,263.85,286.68,340.73,397.65,473.90,570.08,651.27,694.56,110.52
HTTP Sending (ms),0.12,0.09,0.16,12.02,0.09,0.10,0.10,0.11,0.12,0.12,0.14,0.14,0.16,0.01
HTTP Total Time (ms),459.33,258.42,796.56,45933.15,290.18,306.92,331.25,383.79,442.54,514.87,614.67,695.74,737.58,111.14
HTTP Waiting (TTFB) (ms),44.07,39.61,56.90,4407.04,39.83,41.02,41.69,42.70,43.74,44.31,46.45,48.90,56.54,2.74
