Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1267.38,0.00,7020.64,,,,,,458.82,,2346.10,2727.53,5009.78,1069.45
Active Decode Throughput Per User (tokens/sec/user),175.70,0.00,1043.94,,,,,,67.96,,296.68,341.68,724.32,143.87
Active Prefill Throughput (tokens/sec),479.83,100.56,1674.38,,,,,,429.91,,778.55,854.28,1674.38,236.33
Active Prefill Throughput Per User (tokens/sec/user),343.58,96.64,939.17,,,,,,316.68,,531.15,571.51,832.37,150.73
Active Total Throughput (tokens/sec),1559.04,196.64,2419.11,,,,,,1545.95,,1824.74,1885.48,2114.88,239.86
Credit-to-Start Latency (ms),0.87,0.66,1.33,139.89,0.70,0.74,0.76,0.80,0.85,0.93,1.03,1.07,1.22,0.11
Decode Duration (ms),1393.42,797.12,2502.35,222947.55,815.86,965.08,1008.96,1187.88,1350.10,1537.57,1833.33,2010.51,2332.18,319.20
E2E Output Token Throughput (tokens/sec/user),166.85,95.95,255.46,26696.65,101.62,117.64,126.95,147.60,166.57,185.43,207.80,218.85,245.63,31.05
Effective Concurrency,7.85,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,0.82
Effective Decode Concurrency,6.88,0.00,8.00,,,,,,7.00,,8.00,8.00,8.00,1.25
Effective Decode Throughput (tokens/sec),1258.16,0.00,7020.64,,,,,,456.20,,2345.31,2723.83,5009.78,1070.98
Effective Decode Throughput Per User (tokens/sec/user),174.42,0.00,1043.94,,,,,,67.74,,295.84,341.68,724.32,144.12
Effective Latency (CO-aware) (ms),1592.10,1002.93,2668.73,254736.19,1043.30,1170.58,1233.12,1381.35,1537.87,1735.26,2017.47,2177.38,2522.46,317.12
Effective Prefill Concurrency,0.98,0.00,8.00,,,,,,1.00,,2.00,3.00,4.00,1.09
Effective Prefill Throughput (tokens/sec),300.76,0.00,1674.38,,,,,,288.73,,733.07,800.65,988.89,298.11
Effective Prefill Throughput Per User (tokens/sec/user),215.35,0.00,939.17,,,,,,214.94,,494.44,553.30,806.04,204.58
Effective Total Throughput (tokens/sec),1558.92,0.00,2419.11,,,,,,1545.95,,1824.74,1885.48,2114.88,240.24
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,36.21,23.00,62.00,5794.00,24.18,27.00,28.00,31.00,34.50,40.00,45.10,52.05,56.82,7.42
HTTP Chunks Sent,1.00,1.00,1.00,160.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,160.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),9.48,6.35,15.45,1517.06,6.67,7.28,7.53,8.29,9.09,10.44,11.61,13.25,14.32,1.74
HTTP Data Sent (KB),0.33,0.18,0.70,53.20,0.19,0.21,0.22,0.25,0.31,0.39,0.46,0.52,0.60,0.10
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
