Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),381.28,0.00,1344.43,,,,,,385.30,,483.54,530.03,587.76,81.88
Active Decode Throughput Per User (tokens/sec/user),381.28,0.00,1344.43,,,,,,385.30,,483.54,530.03,587.76,81.88
Active Prefill Throughput (tokens/sec),732.45,289.88,1404.32,,,,,,673.84,,1116.35,1220.11,1356.34,262.31
Active Prefill Throughput Per User (tokens/sec/user),732.45,289.88,1404.32,,,,,,673.84,,1116.35,1220.11,1356.34,262.31
Active Total Throughput (tokens/sec),419.39,194.54,1404.32,,,,,,396.28,,540.43,682.80,1116.35,157.00
Credit-to-Start Latency (ms),0.86,0.63,1.24,85.61,0.64,0.66,0.67,0.79,0.86,0.94,0.99,1.05,1.20,0.12
Decode Duration (ms),668.80,456.16,1310.79,66880.19,470.81,472.51,511.07,586.64,625.11,744.88,834.90,931.68,1066.56,144.16
E2E Output Token Throughput (tokens/sec/user),352.40,183.70,481.34,35239.80,222.86,256.98,276.78,309.46,362.62,381.77,435.78,461.07,473.28,60.08
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.05
Effective Decode Concurrency,0.89,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.31
Effective Decode Throughput (tokens/sec),339.13,0.00,1344.43,,,,,,372.13,,465.33,527.38,579.23,142.32
Effective Decode Throughput Per User (tokens/sec/user),339.13,0.00,1344.43,,,,,,372.13,,465.33,527.38,579.23,142.32
Effective Latency (CO-aware) (ms),751.07,532.64,1394.44,75106.98,541.64,555.94,588.47,671.47,706.77,828.17,925.88,997.30,1150.04,144.65
Effective Prefill Concurrency,0.11,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.31
Effective Prefill Throughput (tokens/sec),79.30,0.00,1404.32,,,,,,0.00,,398.89,682.80,1116.35,243.41
Effective Prefill Throughput Per User (tokens/sec/user),79.30,0.00,1404.32,,,,,,0.00,,398.89,682.80,1116.35,243.41
Effective Total Throughput (tokens/sec),418.44,0.00,1404.32,,,,,,396.28,,540.43,682.80,1116.35,158.08
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,36.30,25.00,70.00,3630.00,25.99,26.00,28.00,32.00,34.00,40.25,45.00,50.10,57.13,7.57
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),9.49,6.87,17.31,949.38,7.03,7.11,7.57,8.36,9.02,10.46,11.54,12.75,14.47,1.77
HTTP Data Sent (KB),0.33,0.18,0.63,32.64,0.20,0.22,0.23,0.25,0.31,0.39,0.46,0.49,0.56,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),750.14,531.78,1393.50,75013.73,540.84,555.16,587.39,670.49,705.90,827.22,924.87,996.23,1149.04,144.65
HTTP Receiving (ms),668.81,456.16,1310.80,66881.01,470.82,472.51,511.07,586.64,625.11,744.89,834.91,931.68,1066.57,144.16
HTTP Sending (ms),0.16,0.12,0.23,16.09,0.13,0.13,0.14,0.15,0.16,0.17,0.19,0.20,0.22,0.02
HTTP Total Time (ms),750.14,531.78,1393.50,75013.73,540.84,555.16,587.39,670.49,705.90,827.22,924.87,996.23,1149.04,144.65
HTTP Waiting (TTFB) (ms),81.17,62.69,114.04,8116.63,63.49,67.49,69.91,76.83,81.39,84.43,91.91,95.61,107.78,9.01
Input Sequence Length (tokens),59.63,24.00,127.00,5963.00,28.95,31.95,36.90,44.00,54.50,70.00,88.50,95.05,123.04,21.34
Inter Chunk Latency (ms),18.95,9.47,27.06,66880.19,13.03,18.41,18.67,18.89,19.09,19.30,19.52,19.68,20.62,1.15
Inter Token Latency (ms),2.62,1.79,5.14,262.28,1.85,1.85,2.00,2.30,2.45,2.92,3.27,3.65,4.18,0.57
Output Sequence Length (tokens),256.00,256.00,256.00,25600.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),396.73,194.54,559.02,39672.76,239.19,273.72,305.43,342.39,407.93,434.68,498.96,539.68,541.62,74.89
Prefill Throughput Per User (tokens/sec/user),738.38,289.88,1404.32,73838.00,341.61,385.26,434.13,540.32,674.63,936.02,1110.52,1221.25,1356.82,263.61
Reasoning Token Count (tokens),256.00,256.00,256.00,25600.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Request Latency (ms),750.21,531.85,1393.58,75021.37,540.91,555.23,587.47,670.57,705.97,827.30,924.94,996.32,1149.13,144.65
Time to First Token (ms),81.41,62.92,114.27,8141.17,63.77,67.73,70.13,77.04,81.65,84.64,92.14,95.87,108.12,9.01
Time to Second Token (ms),13.20,9.85,19.17,1320.10,10.85,12.24,12.50,12.94,13.23,13.49,13.76,13.98,14.27,0.86
Tokens In Flight (tokens),172.00,0.00,383.00,,,,,,170.50,,284.21,302.00,332.75,82.61

Metric,Value
Benchmark Duration (sec),75.19
Input Token Throughput (tokens/sec),79.30
Output Token Throughput (tokens/sec),340.46
Request Count,100.00
Request Throughput (requests/sec),1.33
Total Input Sequence Length (tokens),5963.00
Total Output Sequence Length (tokens),25600.00
Total Reasoning Tokens (tokens),25600.00
Total Token Throughput (tokens/sec),419.77


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
