Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1642.31,0.00,6911.52,,,,,,1043.07,,2657.34,2743.55,2879.99,803.20
Active Decode Throughput Per User (tokens/sec/user),125.40,0.00,919.27,,,,,,81.79,,193.93,199.05,210.26,58.30
Active Prefill Throughput (tokens/sec),391.83,21.91,3360.48,,,,,,384.06,,441.81,463.42,508.59,161.41
Active Prefill Throughput Per User (tokens/sec/user),20.74,15.44,256.83,,,,,,20.42,,23.05,24.98,28.08,4.87
Active Total Throughput (tokens/sec),2026.84,256.83,3360.48,,,,,,2021.36,,2211.14,2282.13,2863.05,192.70
Credit-to-Start Latency (ms),0.78,0.53,1.53,500.39,0.59,0.62,0.63,0.69,0.77,0.84,0.93,0.99,1.22,0.13
Decode Duration (ms),2005.48,907.07,3946.52,1283505.68,1198.66,1422.07,1539.67,1729.96,1941.56,2204.82,2545.76,2823.45,3454.72,441.39
E2E Output Token Throughput (tokens/sec/user),54.01,37.51,211.53,34567.73,40.14,43.58,45.40,48.91,52.14,55.31,58.89,62.93,133.90,15.09
Effective Concurrency,31.51,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,2.90
Effective Decode Concurrency,12.89,0.00,14.00,,,,,,13.00,,14.00,14.00,14.00,1.26
Effective Decode Throughput (tokens/sec),1638.55,0.00,6911.52,,,,,,1041.64,,2657.34,2742.76,2879.99,806.11
Effective Decode Throughput Per User (tokens/sec/user),125.11,0.00,919.27,,,,,,81.72,,193.90,199.05,210.26,58.54
Effective Latency (CO-aware) (ms),4905.24,1211.13,6825.60,3139350.96,1914.00,4068.84,4347.77,4629.52,4910.65,5234.30,5639.70,5875.18,6378.35,681.61
Effective Prefill Concurrency,18.63,0.00,32.00,,,,,,19.00,,20.00,21.00,21.00,2.72
Effective Prefill Throughput (tokens/sec),388.25,0.00,3360.48,,,,,,383.58,,441.52,463.42,508.59,164.94
Effective Prefill Throughput Per User (tokens/sec/user),20.55,0.00,256.83,,,,,,20.40,,22.96,24.86,28.08,5.23
Effective Total Throughput (tokens/sec),2026.80,0.00,3360.48,,,,,,2021.36,,2211.14,2282.13,2863.05,192.92
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,35.00,23.00,70.00,22397.00,24.00,26.00,28.00,30.00,33.00,38.00,44.00,48.05,59.44,7.10
HTTP Chunks Sent,1.00,1.00,1.00,640.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,640.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),9.20,6.37,17.40,5885.42,6.69,7.12,7.48,8.06,8.80,9.91,11.29,12.30,14.93,1.66
HTTP Data Sent (KB),0.33,0.17,0.70,210.24,0.18,0.21,0.23,0.26,0.31,0.38,0.45,0.49,0.62,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),4904.39,1210.18,6824.72,3138806.40,1913.08,4067.89,4347.01,4628.78,4909.76,5233.51,5638.87,5874.34,6377.50,681.63
HTTP Receiving (ms),2005.49,907.08,3946.53,1283511.47,1198.67,1422.07,1539.68,1729.97,1941.57,2204.84,2545.77,2823.47,3454.73,441.39
