Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),3328.38,0.00,6476.66,,,,,,2588.36,,5246.84,5405.74,5797.01,1297.97
Active Decode Throughput Per User (tokens/sec/user),113.30,0.00,578.06,,,,,,87.11,,169.26,174.08,189.44,43.34
Active Prefill Throughput (tokens/sec),918.52,83.45,6333.35,,,,,,825.94,,1496.93,1675.48,2542.30,621.26
Active Prefill Throughput Per User (tokens/sec/user),377.91,83.45,955.72,,,,,,354.03,,524.36,617.37,836.91,125.42
Active Total Throughput (tokens/sec),4096.50,88.49,6333.35,,,,,,4096.17,,4691.17,4843.12,5208.33,544.50
Credit-to-Start Latency (ms),0.85,0.59,4.01,544.78,0.65,0.68,0.70,0.75,0.83,0.92,1.01,1.09,1.28,0.18
Decode Duration (ms),2256.25,998.83,4766.03,1444002.13,1200.83,1391.95,1534.92,1759.56,2109.71,2594.17,3303.52,3665.42,4422.33,686.47
E2E Output Token Throughput (tokens/sec/user),112.97,51.89,198.96,72301.19,56.12,66.79,73.54,92.14,111.95,132.78,150.37,162.17,183.77,28.73
Effective Concurrency,31.58,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,2.79
Effective Decode Concurrency,29.30,0.00,32.00,,,,,,30.00,,32.00,32.00,32.00,3.64
Effective Decode Throughput (tokens/sec),3311.53,0.00,6476.66,,,,,,2585.05,,5246.84,5405.74,5791.43,1316.04
Effective Decode Throughput Per User (tokens/sec/user),112.73,0.00,578.06,,,,,,87.11,,169.24,174.08,189.44,43.97
Effective Latency (CO-aware) (ms),2432.17,1287.90,4933.93,1556586.85,1393.93,1579.40,1703.22,1928.66,2287.55,2779.01,3482.07,3833.80,4562.31,686.39
Effective Prefill Concurrency,2.27,0.00,32.00,,,,,,2.00,,4.00,5.00,7.00,2.70
Effective Prefill Throughput (tokens/sec),784.71,0.00,6333.35,,,,,,735.55,,1434.25,1634.06,2279.30,659.35
Effective Prefill Throughput Per User (tokens/sec/user),322.86,0.00,955.72,,,,,,334.27,,504.32,609.44,832.98,176.67
Effective Total Throughput (tokens/sec),4096.25,0.00,6333.35,,,,,,4096.17,,4691.17,4843.12,5208.33,545.46
