Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),785.62,0.00,2393.61,,,,,,786.99,,993.77,1017.89,1229.62,183.36
Active Decode Throughput Per User (tokens/sec/user),785.62,0.00,2393.61,,,,,,786.99,,993.77,1017.89,1229.62,183.36
Active Prefill Throughput (tokens/sec),1340.82,587.12,2448.90,,,,,,1223.09,,2298.18,2448.90,2448.90,575.22
Active Prefill Throughput Per User (tokens/sec/user),1340.82,587.12,2448.90,,,,,,1223.09,,2298.18,2448.90,2448.90,575.22
Active Total Throughput (tokens/sec),856.82,494.03,2448.90,,,,,,809.99,,1021.92,1323.17,2448.90,319.45
Credit-to-Start Latency (ms),0.93,0.68,1.44,9.34,0.68,0.69,0.70,0.81,0.91,1.00,1.11,1.28,1.40,0.21
Decode Duration (ms),324.46,249.53,516.16,3244.59,250.13,252.52,255.51,270.11,305.42,338.39,409.47,462.82,505.49,77.13
E2E Output Token Throughput (tokens/sec/user),712.26,455.28,877.33,7122.58,465.85,508.09,560.90,665.76,729.06,796.75,859.87,868.60,875.59,122.69
Effective Concurrency,0.99,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.07
Effective Decode Concurrency,0.87,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.34
Effective Decode Throughput (tokens/sec),681.34,0.00,2393.61,,,,,,758.16,,990.59,1012.70,1212.54,316.55
Effective Decode Throughput Per User (tokens/sec/user),681.34,0.00,2393.61,,,,,,758.16,,990.59,1012.70,1212.54,316.55
Effective Latency (CO-aware) (ms),373.12,292.80,563.10,3731.24,293.38,295.70,298.61,322.79,352.21,385.27,458.06,510.58,552.59,76.70
Effective Prefill Concurrency,0.13,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.33
Effective Prefill Throughput (tokens/sec),171.07,0.00,2448.90,,,,,,0.00,,935.20,1323.17,2448.90,492.27
Effective Prefill Throughput Per User (tokens/sec/user),171.07,0.00,2448.90,,,,,,0.00,,935.20,1323.17,2448.90,492.27
Effective Total Throughput (tokens/sec),852.41,0.00,2448.90,,,,,,809.99,,1021.92,1323.17,2448.90,324.47
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,52.60,41.00,83.00,526.00,41.09,41.45,41.90,44.00,49.50,54.75,65.90,74.45,81.29,12.17
