Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),349.23,0.00,950.81,,,,,,347.42,,393.54,404.34,495.16,42.67
Active Decode Throughput Per User (tokens/sec/user),349.23,0.00,950.81,,,,,,347.42,,393.54,404.34,495.16,42.67
Active Prefill Throughput (tokens/sec),725.79,381.19,1627.43,,,,,,589.31,,1046.78,1627.43,1627.43,330.94
Active Prefill Throughput Per User (tokens/sec/user),725.79,381.19,1627.43,,,,,,589.31,,1046.78,1627.43,1627.43,330.94
Active Total Throughput (tokens/sec),389.80,284.79,1627.43,,,,,,352.70,,406.37,769.01,1046.78,163.16
Credit-to-Start Latency (ms),0.94,0.79,1.02,9.39,0.80,0.83,0.86,0.90,0.96,0.99,1.02,1.02,1.02,0.07
Decode Duration (ms),730.18,627.50,895.38,7301.85,631.08,645.41,663.33,667.70,724.20,744.20,845.18,870.28,890.36,78.75
E2E Output Token Throughput (tokens/sec/user),316.05,260.90,366.36,3160.52,262.69,269.85,278.79,289.75,320.28,340.28,348.04,357.20,364.53,31.43
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.05
Effective Decode Concurrency,0.89,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.31
Effective Decode Throughput (tokens/sec),310.80,0.00,950.81,,,,,,344.78,,389.43,404.17,476.31,116.46
Effective Decode Throughput Per User (tokens/sec/user),310.80,0.00,950.81,,,,,,344.78,,389.43,404.17,476.31,116.46
Effective Latency (CO-aware) (ms),819.30,699.79,982.18,8193.04,703.47,718.18,736.57,753.73,800.32,886.40,919.67,950.93,975.93,84.60
Effective Prefill Concurrency,0.11,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.31
Effective Prefill Throughput (tokens/sec),78.00,0.00,1627.43,,,,,,0.00,,381.19,769.01,1046.78,249.60
Effective Prefill Throughput Per User (tokens/sec/user),78.00,0.00,1627.43,,,,,,0.00,,381.19,769.01,1046.78,249.60
Effective Total Throughput (tokens/sec),388.81,0.00,1627.43,,,,,,352.70,,406.37,769.01,1046.78,164.14
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,39.30,34.00,48.00,393.00,34.18,34.90,35.80,36.00,39.00,40.00,45.30,46.65,47.73,4.12
HTTP Chunks Sent,1.00,1.00,1.00,10.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.14,0.00,1.43,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.78,1.30,0.43
HTTP Connection Overhead (ms),0.14,0.00,1.43,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.78,1.30,0.43
HTTP Connection Reused (ratio),0.90,0.00,1.00,9.00,0.09,0.45,0.90,1.00,1.00,1.00,1.00,1.00,1.00,0.30
HTTP Data Received (KB),10.22,8.91,12.27,102.23,8.96,9.14,9.36,9.47,10.11,10.47,11.63,11.95,12.21,0.98
HTTP Data Sent (KB),0.37,0.24,0.59,3.75,0.24,0.24,0.25,0.31,0.34,0.41,0.54,0.57,0.59,0.11
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),818.28,698.70,981.02,8182.76,702.39,717.19,735.68,752.78,799.23,885.38,918.61,949.81,974.78,84.56
HTTP Receiving (ms),730.19,627.51,895.42,7301.92,631.09,645.42,663.34,667.70,724.21,744.20,845.18,870.30,890.40,78.75
HTTP Sending (ms),0.34,0.17,1.82,3.45,0.17,0.17,0.17,0.17,0.18,0.19,0.36,1.09,1.67,0.49
HTTP Total Time (ms),818.42,698.70,982.44,8184.18,702.39,717.19,735.68,752.78,799.23,885.38,918.75,950.60,976.07,84.83
HTTP Waiting (TTFB) (ms),87.74,58.97,244.15,877.39,59.50,61.63,64.30,69.20,70.90,72.82,99.82,171.99,229.72,52.48
Input Sequence Length (tokens),64.00,28.00,113.00,640.00,28.81,32.05,36.10,45.50,60.50,69.75,106.70,109.85,112.37,26.12
Inter Chunk Latency (ms),19.06,11.19,21.66,7301.85,13.58,18.63,18.88,19.01,19.22,19.38,19.57,19.67,20.14,1.02
Inter Token Latency (ms),2.86,2.46,3.51,28.63,2.47,2.53,2.60,2.62,2.84,2.92,3.31,3.41,3.49,0.31
Output Sequence Length (tokens),256.00,256.00,256.00,2560.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),353.04,284.79,406.37,3530.41,286.50,293.31,301.82,342.65,352.11,381.91,384.56,395.47,404.19,35.58
Prefill Throughput Per User (tokens/sec/user),804.11,381.18,1627.42,8041.06,388.48,417.67,454.16,537.93,773.54,979.44,1104.84,1366.13,1575.17,348.03
Reasoning Token Count (tokens),256.00,256.00,256.00,2560.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Request Latency (ms),818.36,698.77,981.21,8183.64,702.47,717.26,735.76,752.85,799.31,885.46,918.70,949.95,974.96,84.58
Time to First Token (ms),88.18,59.23,244.45,881.79,59.76,61.89,64.54,69.46,71.16,73.08,101.69,173.07,230.17,52.47
Time to Second Token (ms),13.33,11.19,14.14,133.35,11.28,11.65,12.11,13.38,13.66,13.83,14.03,14.08,14.13,0.88
Tokens In Flight (tokens),177.32,0.00,369.00,,,,,,174.36,,289.45,308.32,347.14,82.59

Metric,Value
Benchmark Duration (sec),8.20
Input Token Throughput (tokens/sec),78.00
Output Token Throughput (tokens/sec),312.02
Request Count,10.00
Request Throughput (requests/sec),1.22
Total Input Sequence Length (tokens),640.00
Total Output Sequence Length (tokens),2560.00
Total Reasoning Tokens (tokens),2560.00
Total Token Throughput (tokens/sec),390.02
