Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),981.75,0.00,167413.02,,,,,,970.56,,1340.65,1439.67,1875.35,675.87
Active Decode Throughput Per User (tokens/sec/user),981.75,0.00,167413.02,,,,,,970.56,,1340.65,1439.67,1875.35,675.87
Active Prefill Throughput (tokens/sec),2007.01,701.09,4048.42,,,,,,1828.75,,3100.93,3261.53,4048.42,709.74
Active Prefill Throughput Per User (tokens/sec/user),2007.01,701.09,4048.42,,,,,,1828.75,,3100.93,3261.53,4048.42,709.74
Active Total Throughput (tokens/sec),1087.00,518.97,4048.42,,,,,,1007.81,,1475.94,1923.43,3100.93,464.30
Credit-to-Start Latency (ms),0.71,0.45,1.01,70.86,0.48,0.54,0.56,0.64,0.71,0.78,0.86,0.92,0.98,0.12
Decode Duration (ms),259.71,132.58,491.36,25970.87,150.16,172.83,184.32,205.78,244.34,299.70,372.48,406.29,469.76,75.61
E2E Output Token Throughput (tokens/sec/user),939.30,491.25,1566.80,93929.92,511.15,588.37,637.46,777.52,939.37,1086.26,1198.01,1268.64,1428.08,218.98
Effective Concurrency,0.99,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.07
Effective Decode Concurrency,0.89,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.31
Effective Decode Throughput (tokens/sec),876.41,0.00,167413.02,,,,,,933.93,,1324.23,1411.30,1868.45,707.19
Effective Decode Throughput Per User (tokens/sec/user),876.41,0.00,167413.02,,,,,,933.93,,1324.23,1411.30,1868.45,707.19
Effective Latency (CO-aware) (ms),290.13,163.96,522.07,29012.82,180.05,202.50,214.36,236.40,273.24,329.90,402.21,435.89,501.47,75.63
Effective Prefill Concurrency,0.10,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.30
Effective Prefill Throughput (tokens/sec),204.97,0.00,4048.42,,,,,,0.00,,914.38,1845.22,3100.93,648.69
Effective Prefill Throughput Per User (tokens/sec/user),204.97,0.00,4048.42,,,,,,0.00,,914.38,1845.22,3100.93,648.69
Effective Total Throughput (tokens/sec),1081.38,0.00,4048.42,,,,,,1007.81,,1475.94,1923.43,3100.93,469.62
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,47.10,25.00,88.00,4710.00,27.97,32.00,34.00,37.75,44.50,54.25,67.00,73.00,84.04,13.27
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),12.73,7.36,22.74,1273.30,8.00,8.96,9.46,10.38,12.05,14.53,17.50,19.02,21.74,3.25
HTTP Data Sent (KB),0.33,0.18,0.63,32.64,0.20,0.22,0.23,0.25,0.31,0.39,0.46,0.49,0.56,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),289.37,163.34,521.02,28936.58,179.22,201.74,213.64,235.62,272.49,329.22,401.54,435.05,500.79,75.61
HTTP Receiving (ms),259.71,132.58,491.36,25971.08,150.16,172.84,184.33,205.78,244.34,299.70,372.48,406.29,469.76,75.61
HTTP Sending (ms),0.12,0.08,0.21,12.29,0.09,0.10,0.10,0.11,0.12,0.13,0.15,0.18,0.18,0.02
HTTP Total Time (ms),289.37,163.34,521.02,28936.58,179.22,201.74,213.64,235.62,272.49,329.22,401.54,435.05,500.79,75.61
HTTP Waiting (TTFB) (ms),29.53,27.55,37.56,2953.21,27.84,28.02,28.25,28.62,29.11,30.04,31.15,31.84,35.82,1.54
Input Sequence Length (tokens),59.63,24.00,127.00,5963.00,28.95,31.95,36.90,44.00,54.50,70.00,88.50,95.05,123.04,21.34
Inter Chunk Latency (ms),5.62,0.00,14.28,25970.87,0.98,4.65,5.59,5.66,5.69,5.72,5.76,5.90,10.13,1.03
Inter Token Latency (ms),1.02,0.52,1.93,101.86,0.59,0.68,0.72,0.81,0.96,1.18,1.46,1.59,1.84,0.30
Output Sequence Length (tokens),255.97,254.00,256.00,25597.00,254.99,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.22
Output Token Count (tokens),255.97,254.00,256.00,25597.00,254.99,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.22
Output Token Throughput Per User (tokens/sec/user),1057.83,518.97,1923.43,105782.81,542.85,627.64,684.60,850.92,1043.75,1239.34,1383.43,1475.40,1698.45,275.54
Prefill Throughput Per User (tokens/sec/user),2007.83,701.09,4048.41,200782.75,912.24,1092.25,1246.56,1482.27,1836.98,2379.72,3066.62,3212.51,3935.93,705.99
Request Latency (ms),289.42,163.39,521.12,28941.96,179.28,201.79,213.69,235.67,272.54,329.26,401.60,435.10,500.84,75.62
Time to First Output Token (ms),29.71,27.78,37.71,2971.09,28.02,28.18,28.40,28.78,29.28,30.23,31.30,32.03,36.00,1.54
Time to First Token (ms),29.71,27.78,37.71,2971.09,28.02,28.18,28.40,28.78,29.28,30.23,31.30,32.03,36.00,1.54
Time to Second Token (ms),3.09,0.00,8.46,309.11,2.34,2.61,2.67,2.80,2.93,3.18,3.57,3.95,7.86,0.86
Tokens In Flight (tokens),174.75,0.00,381.00,,,,,,173.58,,286.92,304.20,334.56,82.89

Metric,Value
Benchmark Duration (sec),29.09
Input Token Throughput (tokens/sec),204.97
Output Token Throughput (tokens/sec),879.85
Request Count,100.00
Request Throughput (requests/sec),3.44
