Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1720.20,264.28,3482.11,,,,,,2095.55,,2457.27,2520.96,2618.35,718.46
Active Decode Throughput Per User (tokens/sec/user),232.06,65.80,1741.06,,,,,,273.52,,313.74,322.58,371.68,85.94
Active Prefill Throughput (tokens/sec),920.98,188.95,4043.25,,,,,,797.52,,1655.83,2008.24,2790.81,583.23
Active Prefill Throughput Per User (tokens/sec/user),631.03,188.95,1399.61,,,,,,599.49,,994.44,1075.39,1306.82,233.69
Active Total Throughput (tokens/sec),2122.71,310.75,4043.25,,,,,,1999.56,,2725.16,2911.96,3522.19,428.91
Credit-to-Start Latency (ms),0.73,0.53,1.11,117.50,0.54,0.59,0.60,0.64,0.72,0.80,0.90,0.98,1.07,0.12
Decode Duration (ms),1075.78,656.88,2184.78,172124.50,694.26,794.34,821.51,914.79,1027.96,1227.62,1377.65,1468.94,1669.01,223.37
E2E Output Token Throughput (tokens/sec/user),225.25,112.62,334.98,36039.44,145.12,164.00,173.58,193.36,226.00,254.24,275.03,284.88,321.60,39.59
Effective Concurrency,7.89,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,0.68
Effective Decode Concurrency,7.23,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.13
Effective Decode Throughput (tokens/sec),1712.98,0.00,3482.11,,,,,,2095.08,,2457.27,2520.96,2618.35,725.52
Effective Decode Throughput Per User (tokens/sec/user),231.09,0.00,1741.06,,,,,,273.41,,313.74,322.58,371.68,87.06
Effective Latency (CO-aware) (ms),1175.28,765.30,2273.88,188045.58,796.88,899.31,931.58,1007.67,1133.50,1324.65,1475.61,1561.70,1765.00,224.20
Effective Prefill Concurrency,0.66,0.00,8.00,,,,,,0.00,,2.00,2.00,3.00,0.97
Effective Prefill Throughput (tokens/sec),409.49,0.00,4043.25,,,,,,0.00,,1199.86,1579.79,2303.92,600.57
Effective Prefill Throughput Per User (tokens/sec/user),280.57,0.00,1399.61,,,,,,0.00,,787.07,985.71,1160.75,350.16
Effective Total Throughput (tokens/sec),2122.46,0.00,4043.25,,,,,,1999.56,,2725.16,2911.96,3522.19,429.49
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,34.87,24.00,66.00,5579.00,24.59,26.00,27.00,30.00,34.00,39.00,43.00,46.10,52.41,6.65
HTTP Chunks Sent,1.00,1.00,1.00,160.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,160.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),9.74,7.05,17.44,1559.10,7.20,7.59,7.83,8.53,9.44,10.77,11.73,12.56,14.09,1.63
HTTP Data Sent (KB),0.33,0.18,0.70,53.20,0.19,0.21,0.22,0.25,0.31,0.39,0.46,0.52,0.60,0.10
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1174.48,764.17,2273.06,187917.58,796.16,898.58,930.74,1006.87,1132.67,1323.87,1474.77,1560.93,1764.18,224.20
HTTP Receiving (ms),1075.78,656.88,2184.78,172124.31,694.26,794.34,821.51,914.79,1027.96,1227.62,1377.65,1468.94,1669.01,223.37
HTTP Sending (ms),0.14,0.11,0.19,22.32,0.11,0.12,0.12,0.13,0.14,0.15,0.16,0.17,0.19,0.02
HTTP Total Time (ms),1174.48,764.17,2273.06,187917.58,796.16,898.58,930.74,1006.87,1132.67,1323.87,1474.77,1560.93,1764.18,224.20
HTTP Waiting (TTFB) (ms),98.57,64.47,137.82,15770.95,64.97,82.08,87.77,89.11,91.25,105.29,126.41,129.38,134.78,16.05
Input Sequence Length (tokens),60.96,24.00,133.00,9753.00,27.59,30.00,35.00,44.00,56.50,74.25,93.00,103.00,125.82,22.99
Inter Chunk Latency (ms),31.76,4.26,107.67,172124.50,19.79,23.77,25.24,25.73,26.07,27.10,61.83,63.17,67.49,13.81
Inter Token Latency (ms),4.22,2.58,8.57,675.01,2.72,3.12,3.22,3.60,4.03,4.81,5.40,5.76,6.55,0.88
Output Sequence Length (tokens),255.99,255.00,256.00,40959.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.08
Output Token Count (tokens),255.99,255.00,256.00,40959.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.08
Output Token Throughput Per User (tokens/sec/user),246.44,116.72,388.20,39430.49,152.79,173.60,185.10,207.72,248.06,278.13,310.40,321.02,367.84,47.28
Prefill Throughput Per User (tokens/sec/user),627.61,188.95,1399.61,100417.09,249.31,311.67,347.26,450.57,586.53,768.31,980.61,1059.60,1313.98,239.82
Request Latency (ms),1174.55,764.24,2273.13,187928.08,796.22,898.64,930.81,1006.94,1132.73,1323.93,1474.84,1560.99,1764.24,224.20
Time to First Output Token (ms),98.77,64.71,138.05,15803.59,65.18,82.26,88.02,89.31,91.44,105.50,126.62,129.59,134.99,16.06
Time to First Token (ms),98.77,64.71,138.05,15803.59,65.18,82.26,88.02,89.31,91.44,105.50,126.62,129.59,134.99,16.06
Time to Second Token (ms),26.85,16.61,68.80,4296.05,19.39,22.16,23.00,23.33,23.66,27.61,28.46,58.34,63.36,9.51
Tokens In Flight (tokens),1400.24,0.00,2106.26,,,,,,1419.98,,1746.71,1807.37,1918.95,279.99

Metric,Value
Benchmark Duration (sec),23.81
Input Token Throughput (tokens/sec),409.49
Output Token Throughput (tokens/sec),1719.70
Request Count,160.00
Request Throughput (requests/sec),6.72
Total Input Sequence Length (tokens),9753.00
Total Output Sequence Length (tokens),40959.00
Total Output Tokens (tokens),40959.00
Total Token Throughput (tokens/sec),2129.18
