Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),515.57,0.00,1400.77,,,,,,520.22,,654.64,674.46,715.64,113.00
Active Decode Throughput Per User (tokens/sec/user),515.57,0.00,1400.77,,,,,,520.22,,654.64,674.46,715.64,113.00
Active Prefill Throughput (tokens/sec),527.48,108.52,2358.66,,,,,,108.52,,1321.15,1561.43,2358.66,564.41
Active Prefill Throughput Per User (tokens/sec/user),527.48,108.52,2358.66,,,,,,108.52,,1321.15,1561.43,2358.66,564.41
Active Total Throughput (tokens/sec),517.92,108.52,2358.66,,,,,,504.53,,654.91,789.06,1561.43,268.22
Credit-to-Start Latency (ms),0.78,0.58,1.16,7.75,0.59,0.62,0.66,0.68,0.72,0.82,0.95,1.05,1.14,0.16
Decode Duration (ms),494.40,389.37,774.33,4944.01,389.54,390.23,391.09,413.09,468.72,513.48,616.75,695.54,758.58,112.35
E2E Output Token Throughput (tokens/sec/user),445.65,249.33,585.08,4456.50,255.01,277.74,306.16,382.38,458.73,538.60,584.29,584.68,585.00,107.90
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.05
Effective Decode Concurrency,0.80,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.40
Effective Decode Throughput (tokens/sec),412.84,0.00,1400.77,,,,,,494.65,,645.67,669.03,711.79,229.43
Effective Decode Throughput Per User (tokens/sec/user),412.84,0.00,1400.77,,,,,,494.65,,645.67,669.03,711.79,229.43
Effective Latency (CO-aware) (ms),616.51,438.13,1027.92,6165.08,438.20,438.47,438.80,478.22,558.79,669.72,840.84,934.38,1009.22,177.98
Effective Prefill Concurrency,0.20,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.40
Effective Prefill Throughput (tokens/sec),103.65,0.00,2358.66,,,,,,0.00,,108.52,789.06,1561.43,326.39
Effective Prefill Throughput Per User (tokens/sec/user),103.65,0.00,2358.66,,,,,,0.00,,108.52,789.06,1561.43,326.39
Effective Total Throughput (tokens/sec),516.49,0.00,2358.66,,,,,,504.53,,654.91,789.06,1561.43,269.23
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,52.60,41.00,83.00,526.00,41.09,41.45,41.90,44.00,49.50,54.75,65.90,74.45,81.29,12.17
HTTP Chunks Sent,1.00,1.00,1.00,10.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.18,0.00,1.77,1.77,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.97,1.61,0.53
HTTP Connection Overhead (ms),0.18,0.00,1.77,1.77,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.97,1.61,0.53
HTTP Connection Reused (ratio),0.90,0.00,1.00,9.00,0.09,0.45,0.90,1.00,1.00,1.00,1.00,1.00,1.00,0.30
HTTP Data Received (KB),13.27,10.62,20.30,132.67,10.64,10.71,10.79,11.29,12.52,13.78,16.34,18.32,19.91,2.81
HTTP Data Sent (KB),0.37,0.24,0.59,3.75,0.24,0.24,0.25,0.31,0.34,0.41,0.54,0.57,0.59,0.11
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),615.66,437.49,1026.58,6156.61,437.55,437.79,438.08,477.42,558.02,668.92,839.95,933.27,1007.92,177.83
HTTP Receiving (ms),494.41,389.37,774.34,4944.11,389.55,390.23,391.09,413.10,468.72,513.49,616.75,695.55,758.58,112.35
HTTP Sending (ms),0.34,0.11,2.17,3.36,0.11,0.11,0.11,0.12,0.13,0.14,0.38,1.27,1.99,0.61
HTTP Total Time (ms),615.84,437.49,1028.35,6158.38,437.55,437.79,438.08,477.42,558.02,668.92,840.13,934.24,1009.53,178.24
HTTP Waiting (TTFB) (ms),120.91,44.73,605.79,1209.15,44.79,44.99,45.25,46.69,47.98,50.63,261.98,433.89,571.41,169.97
Input Sequence Length (tokens),64.00,28.00,113.00,640.00,28.81,32.05,36.10,45.50,60.50,69.75,106.70,109.85,112.37,26.12
Inter Chunk Latency (ms),9.58,3.53,12.76,4944.01,7.51,8.86,9.05,9.29,9.57,9.85,10.19,10.50,11.64,0.66
Inter Token Latency (ms),1.94,1.53,3.04,19.40,1.53,1.53,1.53,1.62,1.84,2.01,2.43,2.73,2.98,0.44
Output Sequence Length (tokens),255.90,255.00,256.00,2559.00,255.09,255.45,255.90,256.00,256.00,256.00,256.00,256.00,256.00,0.30
Output Token Throughput Per User (tokens/sec/user),537.63,329.32,654.91,5376.28,337.83,371.87,414.41,496.64,544.81,617.34,652.03,653.47,654.62,99.51
Prefill Throughput Per User (tokens/sec/user),1042.40,108.52,2358.66,10423.96,144.16,286.72,464.93,605.73,1005.34,1297.20,1641.15,1999.91,2286.91,602.08
Reasoning Token Count (tokens),255.90,255.00,256.00,2559.00,255.09,255.45,255.90,256.00,256.00,256.00,256.00,256.00,256.00,0.30
Request Latency (ms),615.73,437.55,1026.77,6157.33,437.61,437.85,438.14,477.48,558.08,668.98,840.02,933.39,1008.09,177.86
Time to First Token (ms),121.33,44.94,608.20,1213.31,44.99,45.18,45.42,46.90,48.17,50.85,262.39,435.30,573.62,170.60
Time to Second Token (ms),9.55,8.57,10.33,95.46,8.59,8.65,8.73,9.44,9.59,9.90,10.00,10.17,10.30,0.51
Tokens In Flight (tokens),167.90,0.00,369.00,,,,,,161.04,,287.37,310.14,349.56,86.11

Metric,Value
Benchmark Duration (sec),6.17
Input Token Throughput (tokens/sec),103.65
Output Token Throughput (tokens/sec),414.46
Request Count,10.00
Request Throughput (requests/sec),1.62
Total Input Sequence Length (tokens),640.00
Total Output Sequence Length (tokens),2559.00
Total Reasoning Tokens (tokens),2559.00
Total Token Throughput (tokens/sec),518.11
