Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),3032.40,260.40,7561.82,,,,,,3866.18,,5268.47,5553.85,6743.94,1900.51
Active Decode Throughput Per User (tokens/sec/user),460.95,84.66,1097.82,,,,,,534.95,,778.89,801.55,896.60,247.51
Active Prefill Throughput (tokens/sec),1753.22,451.95,3657.67,,,,,,1347.11,,3657.67,3657.67,3657.67,1025.32
Active Prefill Throughput Per User (tokens/sec/user),875.98,377.56,1512.68,,,,,,922.06,,1512.68,1512.68,1512.68,363.07
Active Total Throughput (tokens/sec),3516.97,451.72,5126.75,,,,,,3750.79,,4236.99,4236.99,5126.75,873.56
Credit-to-Start Latency (ms),0.97,0.76,1.16,15.49,0.76,0.77,0.79,0.85,0.99,1.10,1.13,1.14,1.15,0.13
Decode Duration (ms),552.67,284.51,845.35,8842.72,296.52,344.57,384.90,451.45,545.97,642.74,728.62,788.57,834.00,147.96
E2E Output Token Throughput (tokens/sec/user),414.28,262.32,617.46,6628.54,265.65,278.99,302.59,338.36,389.51,494.32,573.25,608.18,615.60,105.50
Effective Concurrency,7.20,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.77
Effective Decode Concurrency,6.06,0.00,8.00,,,,,,7.00,,8.00,8.00,8.00,2.51
Effective Decode Throughput (tokens/sec),2794.86,0.00,7561.82,,,,,,2911.76,,5245.15,5553.85,6662.25,1998.22
Effective Decode Throughput Per User (tokens/sec/user),424.85,0.00,1097.82,,,,,,516.07,,776.79,800.69,879.62,267.96
Effective Latency (CO-aware) (ms),657.98,415.74,976.89,10527.65,416.95,421.81,448.72,518.86,658.21,756.99,850.12,919.75,965.46,159.06
Effective Prefill Concurrency,1.14,0.00,8.00,,,,,,0.00,,3.00,8.00,8.00,2.23
Effective Prefill Throughput (tokens/sec),716.70,0.00,3657.67,,,,,,0.00,,1848.21,3657.67,3657.67,1082.88
Effective Prefill Throughput Per User (tokens/sec/user),358.09,0.00,1512.68,,,,,,0.00,,1073.08,1347.11,1512.68,489.22
Effective Total Throughput (tokens/sec),3511.57,0.00,5126.75,,,,,,3750.79,,4236.99,4236.99,5126.75,883.69
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,46.88,31.00,64.00,750.00,31.30,32.50,33.00,42.25,46.50,54.25,57.00,60.25,63.25,9.65
HTTP Chunks Sent,1.00,1.00,1.00,16.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.77,0.00,1.64,12.29,0.00,0.00,0.00,0.00,0.70,1.53,1.60,1.63,1.64,0.77
HTTP Connection Overhead (ms),0.77,0.00,1.64,12.29,0.00,0.00,0.00,0.00,0.70,1.53,1.60,1.63,1.64,0.77
HTTP Connection Reused (ratio),0.50,0.00,1.00,8.00,0.00,0.00,0.00,0.00,0.50,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),11.95,8.30,15.89,191.13,8.35,8.53,8.68,10.81,11.93,13.68,14.29,15.04,15.72,2.24
HTTP Data Sent (KB),0.38,0.24,0.59,6.13,0.24,0.25,0.28,0.33,0.37,0.41,0.53,0.55,0.58,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),656.88,414.42,975.73,10510.14,415.71,420.87,447.89,517.98,657.10,755.75,848.87,918.58,964.30,158.98
HTTP Receiving (ms),552.69,284.54,845.39,8843.01,296.55,344.58,384.90,451.45,545.99,642.75,728.63,788.60,834.03,147.96
HTTP Sending (ms),1.05,0.16,2.00,16.75,0.16,0.16,0.17,0.18,0.99,1.91,1.98,1.99,2.00,0.87
HTTP Total Time (ms),657.65,415.95,977.35,10522.43,417.01,421.25,447.89,517.98,657.89,756.98,850.34,920.04,965.89,159.34
HTTP Waiting (TTFB) (ms),103.15,57.53,130.03,1650.38,57.64,58.08,60.74,75.57,118.96,128.06,128.42,128.87,129.80,28.41
Input Sequence Length (tokens),65.38,28.00,113.00,1046.00,29.35,34.75,39.50,55.50,62.00,69.50,101.00,107.75,111.95,22.32
Inter Chunk Latency (ms),12.05,6.47,50.04,8842.72,6.66,7.00,7.27,8.06,9.63,9.94,16.33,43.12,49.91,9.70
Inter Token Latency (ms),2.17,1.12,3.32,34.69,1.16,1.35,1.51,1.77,2.14,2.52,2.86,3.09,3.27,0.58
Output Sequence Length (tokens),255.94,255.00,256.00,4095.00,255.15,255.75,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.24
Output Token Throughput Per User (tokens/sec/user),499.41,301.65,896.28,7990.49,306.10,323.90,350.36,396.94,467.59,566.60,664.36,748.63,866.75,150.31
Prefill Throughput Per User (tokens/sec/user),705.25,249.85,1512.68,11284.03,254.98,275.49,303.44,446.55,592.77,922.35,1210.10,1388.50,1487.84,361.60
