Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),352.21,0.00,1198.66,,,,,,356.06,,448.79,490.68,528.92,75.36
Active Decode Throughput Per User (tokens/sec/user),352.21,0.00,1198.66,,,,,,356.06,,448.79,490.68,528.92,75.36
Active Prefill Throughput (tokens/sec),661.11,287.96,1213.07,,,,,,598.82,,975.43,1161.46,1213.07,232.03
Active Prefill Throughput Per User (tokens/sec/user),661.11,287.96,1213.07,,,,,,598.82,,975.43,1161.46,1213.07,232.03
Active Total Throughput (tokens/sec),386.43,180.39,1213.07,,,,,,367.66,,500.62,680.93,975.43,140.97
Credit-to-Start Latency (ms),0.80,0.63,1.54,80.14,0.64,0.67,0.68,0.71,0.78,0.83,0.95,1.00,1.38,0.14
Decode Duration (ms),723.99,486.71,1413.59,72399.36,508.36,509.90,555.90,631.67,674.45,836.44,900.76,1004.08,1151.93,156.48
E2E Output Token Throughput (tokens/sec/user),324.63,171.02,441.13,32463.07,205.86,231.65,258.38,277.23,332.65,355.98,394.60,425.40,437.50,55.17
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.04
Effective Decode Concurrency,0.89,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.32
Effective Decode Throughput (tokens/sec),312.57,0.00,1198.66,,,,,,343.38,,429.28,486.57,525.22,132.03
Effective Decode Throughput Per User (tokens/sec/user),312.57,0.00,1198.66,,,,,,343.38,,429.28,486.57,525.22,132.03
Effective Latency (CO-aware) (ms),814.99,581.07,1497.68,81499.17,586.08,602.64,649.50,719.96,770.43,924.15,991.52,1106.17,1244.73,156.13
Effective Prefill Concurrency,0.11,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.31
Effective Prefill Throughput (tokens/sec),73.09,0.00,1213.07,,,,,,0.00,,381.41,680.93,975.43,221.21
Effective Prefill Throughput Per User (tokens/sec/user),73.09,0.00,1213.07,,,,,,0.00,,381.41,680.93,975.43,221.21
Effective Total Throughput (tokens/sec),385.66,0.00,1213.07,,,,,,367.66,,500.62,680.93,975.43,141.88
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,36.30,25.00,70.00,3630.00,25.99,26.00,28.00,32.00,34.00,40.25,45.00,50.10,57.13,7.57
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),9.48,6.86,17.30,948.41,7.02,7.10,7.56,8.35,9.01,10.45,11.53,12.74,14.46,1.77
HTTP Data Sent (KB),0.33,0.18,0.63,32.64,0.20,0.22,0.23,0.25,0.31,0.39,0.46,0.49,0.56,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),814.12,580.24,1496.85,81411.83,585.08,601.73,648.70,719.08,769.50,923.33,990.72,1105.10,1243.95,156.13
HTTP Receiving (ms),724.00,486.72,1413.59,72400.11,508.37,509.91,555.91,631.67,674.46,836.45,900.76,1004.08,1151.94,156.48
HTTP Sending (ms),0.15,0.12,0.21,15.16,0.12,0.13,0.13,0.13,0.14,0.17,0.18,0.19,0.20,0.02
HTTP Total Time (ms),814.12,580.24,1496.85,81411.83,585.08,601.73,648.70,719.08,769.50,923.33,990.72,1105.10,1243.95,156.13
HTTP Waiting (TTFB) (ms),89.97,74.23,152.82,8996.56,74.66,76.82,82.86,85.01,88.24,92.34,97.55,103.15,131.34,10.30
Input Sequence Length (tokens),59.63,24.00,127.00,5963.00,28.95,31.95,36.90,44.00,54.50,70.00,88.50,95.05,123.04,21.34
Inter Chunk Latency (ms),20.51,12.23,46.30,72399.36,14.92,18.29,20.13,20.42,20.61,20.80,21.02,21.23,25.01,1.44
Inter Token Latency (ms),2.84,1.91,5.54,283.92,1.99,2.00,2.18,2.48,2.64,3.28,3.53,3.94,4.52,0.61
Output Sequence Length (tokens),256.00,256.00,256.00,25600.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),366.61,180.39,523.92,36661.13,221.46,253.99,283.10,304.86,378.09,403.70,458.72,500.10,501.62,69.60
Prefill Throughput Per User (tokens/sec/user),663.75,287.96,1213.07,66375.41,326.28,358.47,383.55,492.00,607.33,833.19,962.21,1130.47,1203.46,230.53
Reasoning Token Count (tokens),256.00,256.00,256.00,25600.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Request Latency (ms),814.19,580.32,1496.93,81419.03,585.15,601.79,648.77,719.15,769.57,923.41,990.78,1105.18,1244.02,156.13
Time to First Token (ms),90.20,74.42,153.03,9019.66,74.87,77.02,83.11,85.21,88.44,92.58,97.76,103.40,131.55,10.30
Time to Second Token (ms),15.93,13.96,23.67,1592.94,14.13,14.42,14.55,14.85,15.53,16.55,17.02,18.02,23.16,1.78
Tokens In Flight (tokens),171.99,0.00,383.00,,,,,,170.50,,284.22,302.00,332.75,82.74

Metric,Value
Benchmark Duration (sec),81.58
Input Token Throughput (tokens/sec),73.09
Output Token Throughput (tokens/sec),313.80
Request Count,100.00
Request Throughput (requests/sec),1.23
Total Input Sequence Length (tokens),5963.00
Total Output Sequence Length (tokens),25600.00
Total Reasoning Tokens (tokens),25600.00
Total Token Throughput (tokens/sec),386.89


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
