Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),312.38,0.00,8565.12,,,,,,313.91,,323.88,330.24,358.78,47.11
Active Decode Throughput Per User (tokens/sec/user),312.38,0.00,8565.12,,,,,,313.91,,323.88,330.24,358.78,47.11
Active Prefill Throughput (tokens/sec),1971.39,814.62,3647.03,,,,,,1869.00,,2989.35,3111.28,3647.03,652.34
Active Prefill Throughput Per User (tokens/sec/user),1971.39,814.62,3647.03,,,,,,1869.00,,2989.35,3111.28,3647.03,652.34
Active Total Throughput (tokens/sec),371.66,302.18,3647.03,,,,,,317.43,,317.68,318.08,2320.94,331.78
Credit-to-Start Latency (ms),0.95,0.63,2.09,95.20,0.64,0.68,0.75,0.83,0.92,1.04,1.16,1.29,1.47,0.20
Decode Duration (ms),816.30,799.43,843.87,81630.19,801.66,802.67,802.79,803.01,803.34,842.45,842.81,842.96,843.24,18.37
E2E Output Token Throughput (tokens/sec/user),302.54,289.09,308.02,30254.30,292.61,292.99,293.27,293.93,306.74,307.54,307.68,307.75,308.02,6.43
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.05
Effective Decode Concurrency,0.96,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.19
Effective Decode Throughput (tokens/sec),300.41,0.00,8565.12,,,,,,313.35,,323.61,329.92,356.25,75.70
Effective Decode Throughput Per User (tokens/sec/user),300.41,0.00,8565.12,,,,,,313.35,,323.61,329.92,356.25,75.70
Effective Latency (CO-aware) (ms),847.50,831.77,886.81,84750.16,831.80,832.77,832.83,833.32,835.46,871.86,873.95,874.95,876.42,18.37
Effective Prefill Concurrency,0.04,0.00,1.00,,,,,,0.00,,0.00,0.00,1.00,0.19
Effective Prefill Throughput (tokens/sec),70.25,0.00,3647.03,,,,,,0.00,,0.00,0.00,2320.94,385.64
Effective Prefill Throughput Per User (tokens/sec/user),70.25,0.00,3647.03,,,,,,0.00,,0.00,0.00,2320.94,385.64
Effective Total Throughput (tokens/sec),370.66,0.00,3647.03,,,,,,317.43,,317.68,318.08,2320.94,331.89
