Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),875.00,0.00,35534.76,,,,,,1007.89,,1230.83,1295.99,1439.59,391.31
Active Decode Throughput Per User (tokens/sec/user),310.51,0.00,11844.92,,,,,,345.06,,413.57,437.52,494.67,116.22
Active Prefill Throughput (tokens/sec),211.66,49.57,1368.29,,,,,,204.13,,265.21,283.27,333.42,74.49
Active Prefill Throughput Per User (tokens/sec/user),40.27,23.59,452.71,,,,,,38.88,,51.89,53.17,57.96,10.21
Active Total Throughput (tokens/sec),1079.42,259.47,1500.35,,,,,,1097.15,,1330.44,1372.57,1419.50,200.15
Credit-to-Start Latency (ms),0.81,0.58,1.12,129.95,0.60,0.64,0.66,0.71,0.81,0.90,0.96,1.01,1.06,0.12
Decode Duration (ms),784.75,471.36,1543.58,125560.45,506.09,558.91,591.50,668.73,748.32,881.99,1014.24,1098.61,1332.29,176.46
E2E Output Token Throughput (tokens/sec/user),115.73,74.08,355.71,18516.11,81.14,93.31,95.50,101.65,110.88,120.04,135.58,144.58,276.83,31.64
Effective Concurrency,7.85,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,0.83
Effective Decode Concurrency,2.68,0.00,3.00,,,,,,3.00,,3.00,3.00,3.00,0.53
Effective Decode Throughput (tokens/sec),871.12,0.00,35534.76,,,,,,1006.03,,1230.51,1295.73,1439.59,394.74
Effective Decode Throughput Per User (tokens/sec/user),309.14,0.00,11844.92,,,,,,344.76,,413.50,437.52,494.67,117.78
Effective Latency (CO-aware) (ms),2298.10,720.54,3456.43,367696.38,964.63,1771.45,1889.17,2133.49,2309.59,2519.34,2681.47,2744.44,3161.78,360.00
Effective Prefill Concurrency,5.17,0.00,8.00,,,,,,5.00,,6.00,6.00,7.00,0.92
Effective Prefill Throughput (tokens/sec),208.24,0.00,1368.29,,,,,,202.24,,265.21,280.97,333.42,78.57
Effective Prefill Throughput Per User (tokens/sec/user),39.62,0.00,452.71,,,,,,38.88,,51.87,53.17,57.96,11.33
Effective Total Throughput (tokens/sec),1079.36,0.00,1500.35,,,,,,1097.15,,1330.44,1372.57,1419.50,200.30
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,35.49,23.00,67.00,5679.00,24.59,26.00,27.90,30.00,34.00,39.00,45.00,50.05,58.69,7.44
HTTP Chunks Sent,1.00,1.00,1.00,160.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,160.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),9.89,6.80,17.68,1582.67,7.22,7.57,8.02,8.55,9.52,10.80,12.24,13.52,15.65,1.83
HTTP Data Sent (KB),0.33,0.18,0.70,53.20,0.19,0.21,0.22,0.25,0.31,0.39,0.46,0.52,0.60,0.10
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),2297.22,719.61,3455.52,367554.55,963.62,1770.63,1888.11,2132.51,2308.66,2518.36,2680.49,2743.54,3160.87,360.00
HTTP Receiving (ms),784.75,471.37,1543.58,125560.64,506.09,558.91,591.50,668.73,748.32,881.99,1014.25,1098.61,1332.29,176.46
HTTP Sending (ms),0.16,0.12,0.23,24.95,0.12,0.13,0.13,0.14,0.15,0.17,0.19,0.19,0.21,0.02
HTTP Total Time (ms),2297.22,719.61,3455.52,367554.55,963.62,1770.63,1888.11,2132.51,2308.66,2518.36,2680.49,2743.54,3160.87,360.00
HTTP Waiting (TTFB) (ms),1512.31,119.45,2084.27,241968.96,125.07,1172.20,1208.56,1388.80,1540.72,1704.30,1793.59,1868.69,2023.68,295.48
Input Sequence Length (tokens),60.96,24.00,133.00,9753.00,27.59,30.00,35.00,44.00,56.50,74.25,93.00,103.00,125.82,22.99
Inter Chunk Latency (ms),22.75,0.43,86.64,125560.45,14.21,17.83,19.84,20.29,20.60,20.96,22.02,55.32,65.74,9.70
Inter Token Latency (ms),3.08,1.85,6.05,492.39,1.98,2.19,2.32,2.62,2.93,3.46,3.98,4.31,5.22,0.69
Output Sequence Length (tokens),256.00,256.00,256.00,40960.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Count (tokens),256.00,256.00,256.00,40960.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),339.89,165.20,540.98,54381.60,192.67,232.12,251.42,289.12,340.77,381.33,431.13,456.24,504.67,69.68
Prefill Throughput Per User (tokens/sec/user),46.87,15.58,462.56,7499.12,17.09,20.47,22.54,27.75,36.63,51.87,66.43,77.08,318.20,50.66
Request Latency (ms),2297.29,719.69,3455.60,367566.42,963.70,1770.71,1888.20,2132.59,2308.73,2518.44,2680.57,2743.60,3160.94,360.00
Time to First Output Token (ms),1512.54,119.68,2084.47,242005.97,125.32,1172.45,1208.88,1389.04,1540.97,1704.55,1793.84,1868.92,2023.90,295.48
Time to First Token (ms),1512.54,119.68,2084.47,242005.97,125.32,1172.45,1208.88,1389.04,1540.97,1704.55,1793.84,1868.92,2023.90,295.48
Time to Second Token (ms),20.93,8.79,60.81,3348.87,8.89,15.25,16.20,16.75,17.07,17.59,30.51,55.64,60.01,12.13
Tokens In Flight (tokens),821.81,0.00,1350.79,,,,,,814.35,,1038.14,1105.49,1216.96,165.53

Metric,Value
Benchmark Duration (sec),46.83
Input Token Throughput (tokens/sec),208.24
Output Token Throughput (tokens/sec),874.54
Request Count,160.00
Request Throughput (requests/sec),3.42
Total Input Sequence Length (tokens),9753.00
Total Output Sequence Length (tokens),40960.00
Total Output Tokens (tokens),40960.00
Total Token Throughput (tokens/sec),1082.78
