Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),357.88,0.00,829.42,,,,,,357.31,,403.26,412.97,468.64,41.11
Active Decode Throughput Per User (tokens/sec/user),357.88,0.00,829.42,,,,,,357.31,,403.26,412.97,468.64,41.11
Active Prefill Throughput (tokens/sec),807.08,417.72,2122.53,,,,,,676.21,,1224.67,2122.53,2122.53,423.98
Active Prefill Throughput Per User (tokens/sec/user),807.08,417.72,2122.53,,,,,,676.21,,1224.67,2122.53,2122.53,423.98
Active Total Throughput (tokens/sec),402.86,291.93,2122.53,,,,,,360.86,,417.72,676.21,1224.67,193.48
Credit-to-Start Latency (ms),0.72,0.56,1.13,7.19,0.56,0.57,0.59,0.63,0.67,0.71,0.89,1.01,1.11,0.16
Decode Duration (ms),712.53,615.13,873.48,7125.31,618.31,631.07,647.01,650.93,707.02,725.36,824.80,849.14,868.62,76.56
E2E Output Token Throughput (tokens/sec/user),326.79,266.40,378.01,3267.85,268.60,277.43,288.47,299.58,331.72,352.06,359.87,368.94,376.19,32.99
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.05
Effective Decode Concurrency,0.90,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.30
Effective Decode Throughput (tokens/sec),321.38,0.00,829.42,,,,,,353.84,,400.97,411.64,468.64,115.10
Effective Decode Throughput Per User (tokens/sec/user),321.38,0.00,829.42,,,,,,353.84,,400.97,411.64,468.64,115.10
Effective Latency (CO-aware) (ms),792.55,677.83,962.10,7925.48,681.26,694.97,712.11,728.34,772.45,857.20,888.80,925.45,954.77,84.15
Effective Prefill Concurrency,0.10,0.00,1.00,,,,,,0.00,,0.00,1.00,1.00,0.30
Effective Prefill Throughput (tokens/sec),80.66,0.00,2122.53,,,,,,0.00,,0.00,676.21,1224.67,276.69
Effective Prefill Throughput Per User (tokens/sec/user),80.66,0.00,2122.53,,,,,,0.00,,0.00,676.21,1224.67,276.69
Effective Total Throughput (tokens/sec),402.04,0.00,2122.53,,,,,,360.86,,414.55,676.21,1224.67,194.13
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,39.30,34.00,48.00,393.00,34.18,34.90,35.80,36.00,39.00,40.00,45.30,46.65,47.73,4.12
HTTP Chunks Sent,1.00,1.00,1.00,10.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.14,0.00,1.41,1.41,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.77,1.28,0.42
HTTP Connection Overhead (ms),0.14,0.00,1.41,1.41,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.77,1.28,0.42
HTTP Connection Reused (ratio),0.90,0.00,1.00,9.00,0.09,0.45,0.90,1.00,1.00,1.00,1.00,1.00,1.00,0.30
HTTP Data Received (KB),10.22,8.91,12.27,102.23,8.96,9.14,9.36,9.47,10.11,10.47,11.63,11.95,12.21,0.98
HTTP Data Sent (KB),0.37,0.24,0.59,3.75,0.24,0.24,0.25,0.31,0.34,0.41,0.54,0.57,0.59,0.11
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),791.75,677.18,960.77,7917.53,680.61,694.34,711.49,727.46,771.71,856.44,887.99,924.38,953.49,84.02
HTTP Receiving (ms),712.54,615.13,873.51,7125.37,618.32,631.07,647.01,650.93,707.03,725.36,824.80,849.16,868.64,76.56
HTTP Sending (ms),0.31,0.12,1.79,3.08,0.12,0.13,0.13,0.14,0.14,0.14,0.37,1.08,1.65,0.50
HTTP Total Time (ms),791.89,677.18,962.18,7918.94,680.61,694.34,711.49,727.46,771.71,856.44,888.13,925.16,954.78,84.30
HTTP Waiting (TTFB) (ms),78.91,49.74,229.21,789.08,49.80,50.05,50.35,59.95,61.81,66.04,99.84,164.52,216.27,50.96
Input Sequence Length (tokens),64.00,28.00,113.00,640.00,28.81,32.05,36.10,45.50,60.50,69.75,106.70,109.85,112.37,26.12
Inter Chunk Latency (ms),18.60,13.47,20.16,7125.31,13.95,18.18,18.33,18.54,18.70,18.89,19.08,19.19,19.36,0.79
Inter Token Latency (ms),2.79,2.41,3.43,27.94,2.42,2.47,2.54,2.55,2.77,2.84,3.23,3.33,3.41,0.30
Output Sequence Length (tokens),256.00,256.00,256.00,2560.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),361.75,291.93,414.55,3617.51,293.67,300.61,309.28,351.55,360.67,391.75,394.23,404.39,412.52,36.24
Prefill Throughput Per User (tokens/sec/user),931.93,417.72,2122.53,9319.35,424.46,451.39,485.06,617.43,813.90,1129.37,1314.46,1718.50,2041.72,472.86
Reasoning Token Count (tokens),256.00,256.00,256.00,2560.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Request Latency (ms),791.83,677.24,960.97,7918.29,680.67,694.39,711.55,727.53,771.77,856.51,888.07,924.52,953.68,84.05
Time to First Token (ms),79.30,49.94,229.42,792.98,50.00,50.25,50.56,60.15,62.00,66.30,101.68,165.55,216.65,50.99
Time to Second Token (ms),14.09,13.47,14.60,140.91,13.47,13.49,13.51,13.93,14.10,14.39,14.57,14.58,14.60,0.38
Tokens In Flight (tokens),178.12,0.00,369.00,,,,,,174.71,,289.45,308.32,347.14,82.28

Metric,Value
Benchmark Duration (sec),7.93
Input Token Throughput (tokens/sec),80.66
Output Token Throughput (tokens/sec),322.64
Request Count,10.00
Request Throughput (requests/sec),1.26
Total Input Sequence Length (tokens),640.00
Total Output Sequence Length (tokens),2560.00
Total Reasoning Tokens (tokens),2560.00
Total Token Throughput (tokens/sec),403.30
