Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),862.12,0.00,48383.21,,,,,,849.77,,1180.41,1275.38,1564.70,545.80
Active Decode Throughput Per User (tokens/sec/user),862.12,0.00,48383.21,,,,,,849.77,,1180.41,1275.38,1564.70,545.80
Active Prefill Throughput (tokens/sec),1592.38,512.86,3578.88,,,,,,1366.78,,3501.86,3578.88,3578.88,1042.30
Active Prefill Throughput Per User (tokens/sec/user),1592.38,512.86,3578.88,,,,,,1366.78,,3501.86,3578.88,3578.88,1042.30
Active Total Throughput (tokens/sec),949.48,512.86,3578.88,,,,,,876.75,,1266.59,1846.23,3501.86,471.35
Credit-to-Start Latency (ms),0.77,0.64,1.14,7.68,0.64,0.64,0.64,0.65,0.72,0.82,0.94,1.04,1.12,0.15
Decode Duration (ms),295.78,201.33,434.92,2957.82,202.35,206.46,211.59,264.14,280.07,310.93,409.48,422.20,432.38,71.11
E2E Output Token Throughput (tokens/sec/user),800.99,551.08,1103.18,8009.88,554.28,567.07,583.05,643.46,815.86,869.86,1050.72,1076.95,1097.93,176.53
Effective Concurrency,0.99,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.07
Effective Decode Concurrency,0.88,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.33
Effective Decode Throughput (tokens/sec),755.19,0.00,48383.21,,,,,,841.77,,1177.33,1274.14,1564.70,584.55
Effective Decode Throughput Per User (tokens/sec/user),755.19,0.00,48383.21,,,,,,841.77,,1177.33,1274.14,1564.70,584.55
Effective Latency (CO-aware) (ms),336.74,232.70,465.18,3367.41,233.87,238.52,244.34,295.12,315.29,401.78,439.87,452.53,462.65,75.88
Effective Prefill Concurrency,0.12,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.32
Effective Prefill Throughput (tokens/sec),189.54,0.00,3578.88,,,,,,0.00,,512.86,1846.23,3501.86,628.65
Effective Prefill Throughput Per User (tokens/sec/user),189.54,0.00,3578.88,,,,,,0.00,,512.86,1846.23,3501.86,628.65
Effective Total Throughput (tokens/sec),944.73,0.00,3578.88,,,,,,876.75,,1266.59,1846.23,3501.86,474.91
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,53.50,36.00,78.00,535.00,36.27,37.35,38.70,48.00,51.00,56.25,73.50,75.75,77.55,12.61
HTTP Chunks Sent,1.00,1.00,1.00,10.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.15,0.00,1.55,1.55,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.85,1.41,0.46
HTTP Connection Overhead (ms),0.15,0.00,1.55,1.55,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.85,1.41,0.46
HTTP Connection Reused (ratio),0.90,0.00,1.00,9.00,0.09,0.45,0.90,1.00,1.00,1.00,1.00,1.00,1.00,0.30
HTTP Data Received (KB),14.34,10.29,20.33,143.42,10.33,10.52,10.76,12.83,13.80,14.95,19.21,19.77,20.21,3.06
HTTP Data Sent (KB),0.37,0.24,0.59,3.75,0.24,0.24,0.25,0.31,0.34,0.41,0.54,0.57,0.59,0.11
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
