Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),384.95,0.00,1335.27,,,,,,387.74,,483.40,532.02,579.36,80.79
Active Decode Throughput Per User (tokens/sec/user),384.95,0.00,1335.27,,,,,,387.74,,483.40,532.02,579.36,80.79
Active Prefill Throughput (tokens/sec),853.11,335.51,1676.84,,,,,,793.05,,1331.19,1378.08,1661.90,304.33
Active Prefill Throughput Per User (tokens/sec/user),853.11,335.51,1676.84,,,,,,793.05,,1331.19,1378.08,1661.90,304.33
Active Total Throughput (tokens/sec),429.63,199.07,1676.84,,,,,,404.82,,551.26,775.57,1291.24,182.02
Credit-to-Start Latency (ms),0.88,0.69,1.13,88.01,0.69,0.75,0.76,0.81,0.86,0.94,0.99,1.05,1.12,0.10
Decode Duration (ms),662.43,442.30,1280.95,66243.12,459.86,475.12,512.47,572.49,620.02,748.35,840.16,935.86,1042.92,141.14
E2E Output Token Throughput (tokens/sec/user),361.10,189.28,497.82,36110.21,230.28,257.10,281.21,311.94,370.88,397.88,444.39,476.39,493.41,62.07
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.05
Effective Decode Concurrency,0.90,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.30
Effective Decode Throughput (tokens/sec),347.35,0.00,1335.27,,,,,,376.76,,471.40,526.58,578.27,137.65
Effective Decode Throughput Per User (tokens/sec/user),347.35,0.00,1335.27,,,,,,376.76,,471.40,526.58,578.27,137.65
Effective Latency (CO-aware) (ms),733.21,515.06,1353.39,73320.82,519.62,538.20,576.84,644.37,691.08,821.65,911.18,996.75,1112.83,141.07
Effective Prefill Concurrency,0.10,0.00,1.00,,,,,,0.00,,0.00,1.00,1.00,0.29
Effective Prefill Throughput (tokens/sec),81.23,0.00,1676.84,,,,,,0.00,,0.00,775.57,1291.24,267.42
Effective Prefill Throughput Per User (tokens/sec/user),81.23,0.00,1676.84,,,,,,0.00,,0.00,775.57,1291.24,267.42
Effective Total Throughput (tokens/sec),428.58,0.00,1676.84,,,,,,395.11,,551.26,775.57,1291.24,183.03
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,36.30,25.00,70.00,3630.00,25.99,26.00,28.00,32.00,34.00,40.25,45.00,50.10,57.13,7.57
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),9.48,6.86,17.30,948.41,7.02,7.10,7.56,8.35,9.01,10.45,11.53,12.74,14.46,1.77
HTTP Data Sent (KB),0.33,0.18,0.63,32.64,0.20,0.22,0.23,0.25,0.31,0.39,0.46,0.49,0.56,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),732.25,514.17,1352.41,73225.12,518.76,537.30,575.99,643.34,690.18,820.62,910.29,995.66,1112.06,141.08
HTTP Receiving (ms),662.43,442.30,1280.96,66243.50,459.86,475.13,512.48,572.50,620.02,748.35,840.16,935.86,1042.92,141.14
HTTP Sending (ms),0.17,0.12,0.21,16.90,0.13,0.14,0.15,0.16,0.17,0.18,0.18,0.19,0.20,0.01
HTTP Total Time (ms),732.25,514.17,1352.41,73225.12,518.76,537.30,575.99,643.34,690.18,820.62,910.29,995.66,1112.06,141.08
HTTP Waiting (TTFB) (ms),69.65,56.40,89.00,6964.72,57.21,57.81,58.93,68.99,70.34,72.22,74.09,75.36,88.73,5.56
Input Sequence Length (tokens),59.63,24.00,127.00,5963.00,28.95,31.95,36.90,44.00,54.50,70.00,88.50,95.05,123.04,21.34
Inter Chunk Latency (ms),18.77,10.84,22.87,66243.12,13.33,18.17,18.35,18.60,18.91,19.20,19.42,19.56,19.88,1.02
Inter Token Latency (ms),2.60,1.73,5.02,259.78,1.80,1.86,2.01,2.25,2.43,2.93,3.29,3.67,4.09,0.55
Output Sequence Length (tokens),256.00,256.00,256.00,25600.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),400.36,199.07,576.53,40036.01,244.61,272.48,303.51,340.77,411.35,445.42,497.62,536.72,554.53,75.52
