Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),3142.43,0.00,13157.55,,,,,,3998.74,,4430.11,4530.40,6397.10,1647.55
Active Decode Throughput Per User (tokens/sec/user),483.81,0.00,1680.46,,,,,,538.75,,591.30,619.04,1165.48,197.86
Active Prefill Throughput (tokens/sec),2576.75,431.97,3990.11,,,,,,3098.53,,3263.01,3263.01,3263.01,743.84
Active Prefill Throughput Per User (tokens/sec/user),1022.39,309.71,2167.79,,,,,,1087.67,,2167.79,2167.79,2167.79,574.26
Active Total Throughput (tokens/sec),3540.64,386.63,6315.43,,,,,,4012.85,,5284.33,5404.15,5523.54,1236.93
Credit-to-Start Latency (ms),0.97,0.75,1.25,15.58,0.75,0.76,0.77,0.83,1.00,1.07,1.15,1.19,1.24,0.15
Decode Duration (ms),527.51,388.06,755.20,8440.20,390.25,399.00,402.66,435.60,507.43,608.15,645.17,683.46,740.85,106.43
E2E Output Token Throughput (tokens/sec/user),420.20,282.06,592.12,6723.23,288.77,315.63,337.24,357.60,418.10,461.08,517.95,545.44,582.78,79.22
Effective Concurrency,6.96,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,2.06
Effective Decode Concurrency,5.82,0.00,8.00,,,,,,7.00,,8.00,8.00,8.00,2.82
Effective Decode Throughput (tokens/sec),2811.96,0.00,13157.55,,,,,,3228.28,,4422.11,4493.42,6397.10,1832.55
Effective Decode Throughput Per User (tokens/sec/user),432.93,0.00,1680.46,,,,,,535.09,,583.60,618.33,1165.48,238.87
Effective Latency (CO-aware) (ms),632.32,433.18,908.68,10117.10,440.83,471.44,495.43,556.30,614.18,717.03,760.99,815.46,890.03,120.30
Effective Prefill Concurrency,1.14,0.00,8.00,,,,,,0.00,,8.00,8.00,8.00,2.46
Effective Prefill Throughput (tokens/sec),720.91,0.00,3990.11,,,,,,0.00,,3098.53,3098.53,3263.01,1221.76
Effective Prefill Throughput Per User (tokens/sec/user),286.04,0.00,2167.79,,,,,,0.00,,1277.38,1435.35,2167.79,550.36
Effective Total Throughput (tokens/sec),3532.87,0.00,6315.43,,,,,,4012.85,,5284.33,5404.15,5523.54,1246.64
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,51.25,40.00,74.00,820.00,40.15,40.75,42.00,44.00,46.50,54.50,67.00,69.50,73.10,9.96
HTTP Chunks Sent,1.00,1.00,1.00,16.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.77,0.00,1.64,12.32,0.00,0.00,0.00,0.00,0.72,1.54,1.59,1.62,1.63,0.77
HTTP Connection Overhead (ms),0.77,0.00,1.64,12.32,0.00,0.00,0.00,0.00,0.72,1.54,1.59,1.62,1.63,0.77
HTTP Connection Reused (ratio),0.50,0.00,1.00,8.00,0.00,0.00,0.00,0.00,0.50,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),13.74,11.02,19.35,219.92,11.06,11.19,11.52,11.90,12.62,14.55,17.63,18.19,19.12,2.45
HTTP Data Sent (KB),0.38,0.24,0.59,6.13,0.24,0.25,0.28,0.33,0.37,0.41,0.53,0.55,0.58,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),631.21,432.28,907.41,10099.34,439.89,470.34,494.43,555.02,613.16,715.96,759.62,814.20,888.77,120.24
HTTP Receiving (ms),527.52,388.06,755.22,8440.36,390.25,399.02,402.68,435.60,507.43,608.15,645.19,683.46,740.87,106.43
HTTP Sending (ms),1.07,0.17,2.06,17.08,0.17,0.17,0.18,0.19,1.02,1.95,2.00,2.04,2.05,0.88
HTTP Total Time (ms),631.98,432.28,908.99,10111.66,439.89,470.34,494.43,556.53,613.93,716.32,761.25,815.80,890.35,120.59
HTTP Waiting (TTFB) (ms),102.62,37.35,150.49,1641.91,38.35,42.37,46.82,49.95,110.17,150.35,150.42,150.47,150.48,48.17
Input Sequence Length (tokens),65.38,28.00,113.00,1046.00,29.35,34.75,39.50,55.50,62.00,69.50,101.00,107.75,111.95,22.32
Inter Chunk Latency (ms),10.50,2.83,37.89,8440.20,3.07,6.06,6.92,9.24,9.58,9.89,12.03,20.52,36.63,5.44
Inter Token Latency (ms),2.07,1.52,2.96,33.10,1.53,1.56,1.58,1.71,1.99,2.38,2.53,2.68,2.91,0.42
Output Sequence Length (tokens),256.00,256.00,256.00,4096.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Count (tokens),256.00,256.00,256.00,4096.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),503.05,337.66,657.11,8048.83,345.01,374.39,395.44,419.39,502.80,586.35,633.28,639.25,653.54,98.98
Prefill Throughput Per User (tokens/sec/user),865.08,187.45,2167.79,13841.26,195.75,228.93,259.09,381.83,792.55,1334.43,1480.43,1686.08,2071.45,562.32
Request Latency (ms),631.34,432.35,907.61,10101.51,439.96,470.43,494.52,555.21,613.29,716.06,759.82,814.38,888.97,120.26
Time to First Output Token (ms),103.83,37.62,152.79,1661.31,38.62,42.62,47.09,50.20,111.41,152.43,152.57,152.66,152.76,49.09
Time to First Token (ms),103.83,37.62,152.79,1661.31,38.62,42.62,47.09,50.20,111.41,152.43,152.57,152.66,152.76,49.09
Time to Second Token (ms),8.59,2.83,30.84,137.38,2.84,2.85,2.86,2.91,6.33,7.99,21.05,30.79,30.83,8.83
Tokens In Flight (tokens),1192.55,0.00,2247.80,,,,,,1231.04,,1808.52,1960.72,2182.17,485.82

Metric,Value
Benchmark Duration (sec),1.45
Input Token Throughput (tokens/sec),720.91
Output Token Throughput (tokens/sec),2822.99
Request Count,16.00
Request Throughput (requests/sec),11.03
Total Input Sequence Length (tokens),1046.00
Total Output Sequence Length (tokens),4096.00
Total Output Tokens (tokens),4096.00
Total Token Throughput (tokens/sec),3543.90
