Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),6407.98,91.91,29906.81,,,,,,7110.46,,8742.42,8821.09,11075.09,2833.63
Active Decode Throughput Per User (tokens/sec/user),268.88,91.91,1516.88,,,,,,263.58,,414.47,571.25,757.22,139.56
Active Prefill Throughput (tokens/sec),3124.02,133.19,18791.84,,,,,,1758.35,,5314.72,18791.84,18791.84,4622.24
Active Prefill Throughput Per User (tokens/sec/user),474.66,133.19,998.54,,,,,,459.22,,761.54,934.65,971.10,218.76
Active Total Throughput (tokens/sec),7749.62,325.77,18791.84,,,,,,8030.23,,9827.26,10418.59,18791.84,2988.06
Credit-to-Start Latency (ms),0.96,0.65,1.44,61.69,0.67,0.68,0.69,0.81,1.00,1.06,1.20,1.24,1.37,0.18
Decode Duration (ms),1042.89,598.35,1662.66,66744.72,617.17,670.03,711.12,843.14,1051.16,1246.22,1368.00,1439.83,1619.97,254.47
E2E Output Token Throughput (tokens/sec/user),232.60,143.32,369.73,14886.16,148.50,167.56,173.84,187.46,222.87,269.74,309.95,322.77,351.47,51.78
Effective Concurrency,28.23,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,8.04
Effective Decode Concurrency,25.51,0.00,32.00,,,,,,29.00,,32.00,32.00,32.00,9.00
Effective Decode Throughput (tokens/sec),6236.17,0.00,29906.81,,,,,,7028.49,,8742.42,8821.09,11075.09,2980.86
Effective Decode Throughput Per User (tokens/sec/user),261.67,0.00,1516.88,,,,,,263.37,,414.47,571.25,757.22,144.36
Effective Latency (CO-aware) (ms),1155.36,693.42,1787.49,73943.06,730.62,794.21,826.94,949.87,1149.62,1366.39,1469.75,1528.76,1726.32,249.09
Effective Prefill Concurrency,2.73,0.00,32.00,,,,,,0.00,,5.00,6.00,32.00,6.03
Effective Prefill Throughput (tokens/sec),1504.49,0.00,18791.84,,,,,,0.00,,3807.68,4855.49,18791.84,3567.32
Effective Prefill Throughput Per User (tokens/sec/user),228.59,0.00,998.54,,,,,,0.00,,709.24,761.54,971.10,281.60
Effective Total Throughput (tokens/sec),7740.67,0.00,18791.84,,,,,,8030.23,,9827.26,10418.59,18791.84,2997.91
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,50.73,30.00,79.00,3247.00,31.26,33.30,38.30,42.00,50.00,59.25,62.70,70.25,77.11,11.06
HTTP Chunks Sent,1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),1.04,0.00,21.24,66.76,0.00,0.00,0.00,0.00,0.67,1.43,1.57,1.69,8.95,2.65
HTTP Connection Overhead (ms),1.04,0.00,21.24,66.76,0.00,0.00,0.00,0.00,0.67,1.43,1.57,1.69,8.95,2.65
HTTP Connection Reused (ratio),0.50,0.00,1.00,32.00,0.00,0.00,0.00,0.00,0.50,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),13.61,8.54,20.54,870.98,8.77,9.27,10.52,11.45,13.47,15.71,16.55,18.41,20.08,2.73
HTTP Data Sent (KB),0.36,0.24,0.67,23.10,0.24,0.25,0.26,0.29,0.35,0.40,0.49,0.56,0.62,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1154.26,692.17,1785.98,73872.57,729.27,792.95,825.90,949.00,1148.74,1365.55,1468.40,1527.61,1724.99,249.04
HTTP Receiving (ms),1042.89,598.32,1662.68,66745.21,617.17,670.04,711.13,843.15,1051.18,1246.23,1368.01,1439.83,1619.99,254.47
HTTP Sending (ms),1.33,0.13,21.60,85.44,0.14,0.17,0.17,0.18,0.98,1.82,1.98,2.13,9.39,2.69
HTTP Total Time (ms),1155.30,693.54,1787.73,73939.32,730.34,794.35,826.31,949.00,1148.74,1365.55,1469.93,1528.80,1726.51,249.47
HTTP Waiting (TTFB) (ms),110.03,60.67,299.98,7041.92,60.78,61.23,63.39,92.26,92.89,121.25,147.11,188.01,260.99,41.68
Input Sequence Length (tokens),61.52,28.00,129.00,3937.00,29.26,34.45,38.60,45.75,59.00,70.00,91.60,101.10,118.92,20.70
Inter Chunk Latency (ms),20.97,2.97,60.31,66744.72,4.36,10.43,15.89,19.32,19.89,20.48,33.25,40.45,44.33,7.54
Inter Token Latency (ms),4.09,2.35,6.52,261.77,2.42,2.63,2.79,3.31,4.12,4.89,5.37,5.65,6.35,1.00
Output Sequence Length (tokens),255.98,255.00,256.00,16383.00,255.63,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.12
Output Token Count (tokens),255.98,255.00,256.00,16383.00,255.63,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.12
Output Token Throughput Per User (tokens/sec/user),260.13,153.37,426.18,16648.20,157.47,177.10,186.40,204.62,242.61,302.44,358.59,380.58,413.41,66.34
Prefill Throughput Per User (tokens/sec/user),635.76,133.19,2098.99,40688.89,192.28,286.70,300.04,410.43,530.14,700.75,1178.75,1363.08,1758.97,370.22
Request Latency (ms),1154.40,692.40,1786.21,73881.37,729.49,793.15,826.00,949.07,1148.81,1365.62,1468.62,1527.78,1725.20,249.05
Time to First Output Token (ms),111.51,60.93,300.32,7136.65,61.05,61.53,63.87,94.21,95.03,123.46,147.39,188.28,261.27,41.56
Time to First Token (ms),111.51,60.93,300.32,7136.65,61.05,61.53,63.87,94.21,95.03,123.46,147.39,188.28,261.27,41.56
Time to Second Token (ms),19.17,3.15,60.31,1226.86,3.22,3.32,3.34,8.83,18.29,32.16,32.29,32.56,43.02,11.54
Tokens In Flight (tokens),4945.13,0.00,7260.09,,,,,,5362.95,,6714.99,6866.10,6977.61,1718.88

Metric,Value
Benchmark Duration (sec),2.61
Input Token Throughput (tokens/sec),1504.49
Output Token Throughput (tokens/sec),6260.63
Request Count,64.00
Request Throughput (requests/sec),24.46
Total Input Sequence Length (tokens),3937.00
Total Output Sequence Length (tokens),16383.00
Total Output Tokens (tokens),16383.00
Total Token Throughput (tokens/sec),7765.13
