Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1173.80,0.00,3833.26,,,,,,540.17,,2259.82,2676.85,2958.78,847.11
Active Decode Throughput Per User (tokens/sec/user),162.52,0.00,547.61,,,,,,124.90,,304.17,352.44,415.37,108.56
Active Prefill Throughput (tokens/sec),424.02,108.59,1949.20,,,,,,384.70,,649.84,718.30,1141.47,224.76
Active Prefill Throughput Per User (tokens/sec/user),319.33,108.59,709.30,,,,,,278.50,,496.22,615.22,696.86,137.75
Active Total Throughput (tokens/sec),1446.33,204.53,2131.68,,,,,,1433.76,,1771.05,1830.56,1949.20,230.31
Credit-to-Start Latency (ms),0.86,0.65,1.18,137.45,0.66,0.70,0.72,0.79,0.85,0.92,0.99,1.06,1.14,0.10
Decode Duration (ms),1513.37,854.72,3221.93,242139.00,911.86,1036.28,1115.30,1276.37,1451.82,1650.43,1979.50,2182.99,2664.41,374.28
E2E Output Token Throughput (tokens/sec/user),154.93,75.44,233.30,24789.20,86.99,108.93,117.03,138.54,154.81,174.23,191.60,201.99,227.62,29.49
Effective Concurrency,7.87,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,0.76
Effective Decode Concurrency,6.93,0.00,8.00,,,,,,7.00,,8.00,8.00,8.00,1.16
Effective Decode Throughput (tokens/sec),1167.21,0.00,3833.26,,,,,,529.56,,2259.26,2676.85,2958.78,849.27
Effective Decode Throughput Per User (tokens/sec/user),161.60,0.00,547.61,,,,,,85.98,,303.44,351.89,415.37,108.93
Effective Latency (CO-aware) (ms),1721.16,1098.09,3394.33,275386.02,1125.68,1268.19,1337.00,1470.52,1654.49,1848.64,2188.54,2351.72,2944.30,374.39
Effective Prefill Concurrency,0.95,0.00,8.00,,,,,,1.00,,2.00,2.00,4.00,1.00
Effective Prefill Throughput (tokens/sec),279.02,0.00,1949.20,,,,,,264.48,,606.23,693.17,954.45,271.48
Effective Prefill Throughput Per User (tokens/sec/user),210.12,0.00,709.30,,,,,,216.96,,474.23,577.55,693.17,188.24
Effective Total Throughput (tokens/sec),1446.23,0.00,2131.68,,,,,,1433.76,,1771.05,1830.56,1949.20,230.62
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,35.61,24.00,66.00,5698.00,25.00,26.00,28.00,31.00,34.00,38.00,45.10,52.00,60.00,7.43
HTTP Chunks Sent,1.00,1.00,1.00,160.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,160.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),9.33,6.57,16.40,1493.16,6.85,7.11,7.55,8.26,9.02,9.94,11.54,13.06,14.99,1.73
HTTP Data Sent (KB),0.33,0.18,0.70,53.20,0.19,0.21,0.22,0.25,0.31,0.39,0.46,0.52,0.60,0.10
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1720.22,1097.20,3393.40,275235.60,1124.63,1267.31,1336.05,1469.25,1653.60,1847.81,2187.39,2350.81,2943.21,374.38
HTTP Receiving (ms),1513.38,854.73,3221.95,242140.44,911.86,1036.28,1115.31,1276.37,1451.83,1650.43,1979.53,2183.00,2664.43,374.28
HTTP Sending (ms),0.16,0.12,0.26,26.34,0.12,0.13,0.13,0.15,0.17,0.18,0.19,0.20,0.24,0.02
HTTP Total Time (ms),1720.22,1097.20,3393.40,275235.60,1124.63,1267.31,1336.05,1469.25,1653.60,1847.81,2187.39,2350.81,2943.21,374.38
HTTP Waiting (TTFB) (ms),206.68,140.37,391.10,33068.83,147.20,152.66,157.40,166.35,177.30,245.86,275.68,309.86,372.85,54.49
Input Sequence Length (tokens),60.96,24.00,133.00,9753.00,27.59,30.00,35.00,44.00,56.50,74.25,93.00,103.00,125.82,22.99
Inter Chunk Latency (ms),43.72,16.41,218.56,242139.00,17.86,19.37,20.66,26.36,29.76,36.41,115.39,119.54,135.84,35.21
Inter Token Latency (ms),5.93,3.35,12.64,949.56,3.58,4.06,4.37,5.01,5.69,6.47,7.76,8.56,10.45,1.47
Output Sequence Length (tokens),256.00,256.00,256.00,40960.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),177.67,79.15,298.34,28427.19,95.72,116.83,128.82,154.51,175.64,199.80,228.64,246.07,279.65,39.45
Prefill Throughput Per User (tokens/sec/user),311.65,108.59,709.30,49864.09,120.22,135.82,158.74,214.42,276.94,372.01,497.77,606.68,694.68,138.90
Reasoning Token Count (tokens),256.00,256.00,256.00,40960.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Request Latency (ms),1720.30,1097.29,3393.49,275248.57,1124.70,1267.39,1336.14,1469.36,1653.68,1847.88,2187.48,2350.90,2943.32,374.38
Time to First Token (ms),206.93,140.57,391.34,33109.57,147.47,152.93,157.62,166.62,177.58,246.08,275.94,310.12,373.12,54.48
Time to Second Token (ms),44.00,16.41,151.41,7039.46,17.37,18.73,19.80,21.28,22.13,30.29,114.81,117.47,124.89,38.85
Tokens In Flight (tokens),1355.67,0.00,2218.45,,,,,,1356.62,,1707.67,1786.51,1981.31,273.27

Metric,Value
Benchmark Duration (sec),34.95
Input Token Throughput (tokens/sec),279.02
Output Token Throughput (tokens/sec),1171.79
Request Count,160.00
Request Throughput (requests/sec),4.58
Total Input Sequence Length (tokens),9753.00
Total Output Sequence Length (tokens),40960.00
Total Reasoning Tokens (tokens),40960.00
Total Token Throughput (tokens/sec),1450.80
