Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),578.72,0.00,3397.73,,,,,,567.02,,780.46,865.90,976.09,162.23
Active Decode Throughput Per User (tokens/sec/user),578.72,0.00,3397.73,,,,,,567.02,,780.46,865.90,976.09,162.23
Active Prefill Throughput (tokens/sec),1279.04,520.30,2438.95,,,,,,1186.66,,1911.59,2097.91,2438.95,431.51
Active Prefill Throughput Per User (tokens/sec/user),1279.04,520.30,2438.95,,,,,,1186.66,,1911.59,2097.91,2438.95,431.51
Active Total Throughput (tokens/sec),645.73,324.73,2438.95,,,,,,590.60,,929.38,1154.88,1911.59,284.54
Credit-to-Start Latency (ms),0.81,0.63,1.21,81.46,0.63,0.65,0.68,0.76,0.82,0.86,0.94,1.05,1.10,0.11
Decode Duration (ms),440.62,221.10,785.26,44062.40,265.66,286.11,310.21,363.02,425.72,499.42,602.54,675.85,745.54,116.86
E2E Output Token Throughput (tokens/sec/user),554.64,306.94,950.01,55463.71,324.22,353.96,392.40,467.87,542.19,628.90,716.65,769.58,825.25,126.77
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.06
Effective Decode Concurrency,0.90,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.30
Effective Decode Throughput (tokens/sec),521.59,0.00,3397.73,,,,,,543.56,,766.42,853.91,963.65,231.34
Effective Decode Throughput Per User (tokens/sec/user),521.59,0.00,3397.73,,,,,,543.56,,766.42,853.91,963.65,231.34
Effective Latency (CO-aware) (ms),488.06,270.35,834.88,48805.93,311.05,333.49,358.09,407.82,472.89,546.47,653.31,724.01,790.44,117.33
Effective Prefill Concurrency,0.10,0.00,1.00,,,,,,0.00,,0.00,1.00,1.00,0.29
Effective Prefill Throughput (tokens/sec),121.97,0.00,2438.95,,,,,,0.00,,0.00,1154.88,1911.59,398.60
Effective Prefill Throughput Per User (tokens/sec/user),121.97,0.00,2438.95,,,,,,0.00,,0.00,1154.88,1911.59,398.60
Effective Total Throughput (tokens/sec),643.56,0.00,2438.95,,,,,,590.60,,929.38,1154.88,1911.59,286.51
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,46.87,25.00,82.00,4687.00,28.96,30.00,33.00,39.00,45.00,53.00,64.10,73.05,78.04,12.09
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),11.92,6.97,20.07,1191.59,7.76,8.07,8.67,10.04,11.50,13.36,15.95,17.90,19.20,2.81
HTTP Data Sent (KB),0.33,0.18,0.63,32.64,0.20,0.22,0.23,0.25,0.31,0.39,0.46,0.49,0.56,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),487.17,269.37,833.94,48717.07,310.20,332.60,357.14,407.00,472.09,545.64,652.37,723.05,789.53,117.33
HTTP Receiving (ms),440.63,221.11,785.27,44063.04,265.66,286.11,310.22,363.03,425.72,499.43,602.54,675.85,745.54,116.86
HTTP Sending (ms),0.16,0.12,0.21,15.83,0.12,0.12,0.13,0.14,0.16,0.17,0.18,0.18,0.21,0.02
HTTP Total Time (ms),487.17,269.37,833.94,48717.07,310.20,332.60,357.14,407.00,472.09,545.64,652.37,723.05,789.53,117.33
HTTP Waiting (TTFB) (ms),46.38,43.03,60.76,4638.20,43.41,43.72,44.22,44.83,45.83,47.16,48.21,50.63,56.50,2.59
Input Sequence Length (tokens),59.63,24.00,127.00,5963.00,28.95,31.95,36.90,44.00,54.50,70.00,88.50,95.05,123.04,21.34
Inter Chunk Latency (ms),9.61,2.48,24.26,44062.40,7.71,8.89,9.00,9.22,9.58,9.88,10.26,10.52,12.83,0.83
Inter Token Latency (ms),1.73,0.87,3.08,172.80,1.04,1.12,1.22,1.42,1.67,1.96,2.36,2.65,2.92,0.46
Output Sequence Length (tokens),256.00,255.00,257.00,25600.00,255.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,257.00,0.20
Output Token Throughput Per User (tokens/sec/user),618.29,324.73,1153.33,61829.35,342.05,377.26,423.25,509.12,598.99,702.46,822.01,891.34,960.20,157.57
Prefill Throughput Per User (tokens/sec/user),1274.96,520.30,2438.97,127495.96,636.53,690.57,753.60,947.53,1177.43,1575.19,1860.41,2083.57,2171.65,426.94
Reasoning Token Count (tokens),256.00,255.00,257.00,25600.00,255.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,257.00,0.20
Request Latency (ms),487.24,269.47,834.03,48724.47,310.27,332.67,357.22,407.07,472.16,545.70,652.44,723.13,789.60,117.33
Time to First Token (ms),46.62,43.24,60.98,4662.07,43.69,43.94,44.42,45.07,46.08,47.43,48.46,50.93,56.75,2.59
Time to Second Token (ms),9.40,8.52,11.47,940.47,8.53,8.65,8.77,9.01,9.31,9.72,10.14,10.40,11.21,0.57
Tokens In Flight (tokens),173.92,0.00,383.00,,,,,,172.50,,285.67,303.59,334.60,82.62

Metric,Value
Benchmark Duration (sec),48.89
Input Token Throughput (tokens/sec),121.97
Output Token Throughput (tokens/sec),523.64
Request Count,100.00
Request Throughput (requests/sec),2.05
Total Input Sequence Length (tokens),5963.00
Total Output Sequence Length (tokens),25600.00
Total Reasoning Tokens (tokens),25600.00
Total Token Throughput (tokens/sec),645.61


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
