Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1449.34,122.29,5248.54,,,,,,919.92,,2382.31,2485.03,2639.47,724.96
Active Decode Throughput Per User (tokens/sec/user),112.30,45.37,957.55,,,,,,71.78,,174.39,181.35,201.18,54.70
Active Prefill Throughput (tokens/sec),350.52,64.02,3189.30,,,,,,311.30,,570.78,673.61,878.22,265.39
Active Prefill Throughput Per User (tokens/sec/user),107.59,32.01,312.03,,,,,,105.16,,156.35,168.40,200.79,36.96
Active Total Throughput (tokens/sec),1786.68,169.05,3189.30,,,,,,1762.35,,2000.54,2059.20,2224.77,216.60
Credit-to-Start Latency (ms),0.81,0.58,1.47,260.64,0.60,0.63,0.65,0.71,0.78,0.89,0.99,1.08,1.36,0.15
Decode Duration (ms),2259.30,947.66,4556.90,722974.52,1290.62,1583.33,1681.20,1906.29,2144.75,2566.89,2967.05,3197.71,3864.98,527.57
E2E Output Token Throughput (tokens/sec/user),95.52,52.38,176.93,30566.04,55.71,66.48,71.76,81.85,95.46,106.45,117.49,125.52,150.12,19.29
Effective Concurrency,15.80,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,1.41
Effective Decode Concurrency,12.79,0.00,14.00,,,,,,13.00,,14.00,14.00,14.00,1.62
Effective Decode Throughput (tokens/sec),1443.35,0.00,5248.54,,,,,,917.24,,2382.31,2485.03,2639.47,729.41
Effective Decode Throughput Per User (tokens/sec/user),111.84,0.00,957.55,,,,,,71.68,,174.39,181.35,201.18,55.06
Effective Latency (CO-aware) (ms),2792.99,1448.20,4888.46,893758.05,1706.26,2040.21,2179.73,2405.55,2682.41,3128.46,3568.36,3851.53,4596.95,581.01
Effective Prefill Concurrency,3.02,0.00,16.00,,,,,,3.00,,4.00,5.00,6.00,1.33
Effective Prefill Throughput (tokens/sec),343.25,0.00,3189.30,,,,,,307.33,,568.80,666.66,878.22,267.33
Effective Prefill Throughput Per User (tokens/sec/user),105.36,0.00,312.03,,,,,,104.77,,155.25,168.34,200.79,39.66
Effective Total Throughput (tokens/sec),1786.60,0.00,3189.30,,,,,,1762.35,,2000.54,2059.20,2224.77,216.93
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,35.02,23.00,67.00,11205.00,24.00,26.00,27.00,30.00,33.00,39.00,45.10,49.00,56.81,7.26
HTTP Chunks Sent,1.00,1.00,1.00,320.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,320.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),9.20,6.34,16.69,2945.06,6.66,7.11,7.38,8.03,8.75,10.13,11.57,12.50,14.34,1.70
HTTP Data Sent (KB),0.33,0.17,0.70,105.68,0.19,0.21,0.23,0.26,0.31,0.39,0.45,0.50,0.62,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),2792.10,1446.78,4887.71,893472.28,1705.24,2039.47,2178.84,2404.73,2681.59,3127.60,3567.50,3850.70,4595.91,581.00
HTTP Receiving (ms),2259.30,947.67,4556.91,722976.85,1290.63,1583.34,1681.22,1906.30,2144.76,2566.90,2967.06,3197.72,3864.98,527.57
HTTP Sending (ms),0.16,0.12,0.23,50.79,0.12,0.13,0.13,0.14,0.16,0.17,0.19,0.20,0.22,0.02
HTTP Total Time (ms),2792.10,1446.78,4887.71,893472.28,1705.24,2039.47,2178.84,2404.73,2681.59,3127.60,3567.50,3850.70,4595.91,581.00
HTTP Waiting (TTFB) (ms),532.64,230.92,1729.17,170444.64,263.89,281.55,293.74,400.14,501.45,616.57,775.64,869.33,1104.83,200.06
Input Sequence Length (tokens),60.64,24.00,134.00,19406.00,27.19,32.00,36.90,43.75,56.00,75.25,92.00,101.00,124.62,22.18
Inter Chunk Latency (ms),66.42,8.24,151.55,722974.52,40.45,42.33,43.33,44.78,46.59,109.77,115.81,118.61,128.75,32.13
Inter Token Latency (ms),8.86,3.72,17.87,2835.19,5.06,6.21,6.59,7.48,8.41,10.07,11.64,12.54,15.16,2.07
Output Sequence Length (tokens),256.00,256.00,256.00,81920.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
