Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1442.70,0.00,2759.62,,,,,,1651.96,,2076.73,2100.10,2364.91,611.76
Active Decode Throughput Per User (tokens/sec/user),131.28,0.00,543.24,,,,,,140.32,,159.39,256.12,393.13,65.66
Active Prefill Throughput (tokens/sec),404.46,70.00,3165.53,,,,,,151.32,,664.02,3165.53,3165.53,725.64
Active Prefill Throughput Per User (tokens/sec/user),82.48,35.00,229.64,,,,,,75.66,,134.70,197.85,197.85,46.32
Active Total Throughput (tokens/sec),1709.41,149.49,3165.53,,,,,,1742.69,,1879.96,3077.30,3165.53,480.64
Credit-to-Start Latency (ms),0.98,0.75,1.41,31.33,0.76,0.78,0.81,0.87,0.97,1.06,1.14,1.20,1.36,0.15
Decode Duration (ms),2076.13,1125.17,3203.26,66436.09,1170.88,1279.42,1375.29,1741.31,2047.82,2399.08,2648.78,2958.93,3158.40,520.15
E2E Output Token Throughput (tokens/sec/user),104.57,59.48,154.15,3346.35,60.69,69.09,75.96,87.73,99.00,120.69,143.45,150.16,152.94,25.25
Effective Concurrency,14.06,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,3.85
Effective Decode Concurrency,11.25,0.00,14.00,,,,,,13.00,,14.00,14.00,14.00,3.93
Effective Decode Throughput (tokens/sec),1381.42,0.00,2759.62,,,,,,1615.84,,2076.73,2100.10,2364.91,665.59
Effective Decode Throughput Per User (tokens/sec/user),125.71,0.00,543.24,,,,,,139.56,,159.39,256.12,393.13,69.49
Effective Latency (CO-aware) (ms),2597.13,1661.69,4304.88,83108.18,1675.09,1705.72,1785.62,2122.15,2586.90,2919.39,3372.32,3727.47,4222.97,639.74
Effective Prefill Concurrency,2.82,0.00,16.00,,,,,,2.00,,5.00,15.00,16.00,3.33
Effective Prefill Throughput (tokens/sec),327.24,0.00,3165.53,,,,,,96.26,,622.56,2927.95,3165.53,671.78
Effective Prefill Throughput Per User (tokens/sec/user),66.73,0.00,229.64,,,,,,48.13,,132.80,195.20,197.85,52.79
Effective Total Throughput (tokens/sec),1708.66,0.00,3165.53,,,,,,1742.69,,1879.96,3077.30,3165.53,481.86
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,38.03,29.00,60.00,1217.00,29.31,30.00,30.00,32.50,36.00,43.25,45.90,48.90,56.90,7.23
HTTP Chunks Sent,1.00,1.00,1.00,32.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.78,0.00,1.81,24.84,0.00,0.00,0.00,0.00,0.68,1.49,1.73,1.74,1.79,0.78
HTTP Connection Overhead (ms),0.78,0.00,1.81,24.84,0.00,0.00,0.00,0.00,0.68,1.49,1.73,1.74,1.79,0.78
HTTP Connection Reused (ratio),0.50,0.00,1.00,16.00,0.00,0.00,0.00,0.00,0.50,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),9.92,7.88,15.12,317.39,7.91,8.03,8.08,8.58,9.38,11.15,11.78,12.45,14.39,1.70
HTTP Data Sent (KB),0.36,0.24,0.59,11.43,0.24,0.25,0.25,0.31,0.35,0.38,0.44,0.53,0.57,0.08
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),2596.02,1660.50,4303.52,83072.50,1674.00,1704.83,1784.35,2120.94,2585.68,2917.92,3371.40,3726.28,4221.59,639.70
HTTP Receiving (ms),2076.15,1125.18,3203.27,66436.84,1170.89,1279.42,1375.33,1741.32,2047.84,2399.12,2648.79,2958.96,3158.40,520.15
HTTP Sending (ms),1.07,0.17,2.25,34.16,0.17,0.17,0.18,0.18,0.97,1.88,2.18,2.21,2.24,0.89
HTTP Total Time (ms),2596.79,1661.91,4305.25,83097.34,1674.97,1704.83,1785.81,2122.59,2587.10,2919.24,3371.58,3727.06,4223.32,639.76
HTTP Waiting (TTFB) (ms),518.80,246.21,1952.53,16601.50,251.79,265.62,273.78,295.86,296.17,542.86,1180.22,1563.34,1936.71,439.17
Input Sequence Length (tokens),60.41,28.00,113.00,1933.00,28.62,33.85,41.00,50.75,59.00,67.50,70.90,100.50,110.83,18.55
Inter Chunk Latency (ms),56.06,15.44,123.95,66436.09,17.78,25.76,45.74,47.83,48.95,51.10,108.55,113.58,123.56,24.00
Inter Token Latency (ms),8.14,4.41,12.56,260.53,4.59,5.02,5.39,6.83,8.03,9.41,10.39,11.60,12.39,2.04
Output Sequence Length (tokens),256.00,256.00,256.00,8192.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),131.41,79.61,226.63,4205.15,80.77,86.26,96.27,106.29,124.56,146.46,185.54,199.31,218.49,35.82
Prefill Throughput Per User (tokens/sec/user),163.55,33.76,379.04,5233.69,34.53,38.53,54.16,91.08,169.48,210.87,242.88,337.18,371.74,88.05
Reasoning Token Count (tokens),256.00,256.00,256.00,8192.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Request Latency (ms),2596.15,1660.69,4303.74,83076.84,1674.15,1704.90,1784.55,2121.12,2585.86,2918.08,3371.49,3726.42,4221.82,639.70
Time to First Token (ms),520.02,248.33,1955.01,16640.76,253.33,265.87,274.06,298.04,298.38,543.13,1180.52,1564.60,1939.19,439.19
Time to Second Token (ms),57.76,45.75,113.71,1848.31,45.78,45.83,45.85,45.89,48.06,50.21,108.68,113.57,113.70,23.11
Tokens In Flight (tokens),2258.03,0.00,3845.46,,,,,,2286.73,,3166.00,3458.98,3658.23,760.13

Metric,Value
Benchmark Duration (sec),5.90
Input Token Throughput (tokens/sec),327.24
Output Token Throughput (tokens/sec),1386.84
Request Count,32.00
Request Throughput (requests/sec),5.42
