Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1956.89,0.00,3554.11,,,,,,2261.50,,2939.58,3025.41,3096.73,915.35
Active Decode Throughput Per User (tokens/sec/user),163.87,0.00,1315.66,,,,,,164.40,,194.97,446.54,654.64,116.02
Active Prefill Throughput (tokens/sec),995.55,174.32,2855.97,,,,,,606.35,,2691.70,2855.97,2855.97,899.34
Active Prefill Throughput Per User (tokens/sec/user),337.06,148.02,552.30,,,,,,332.21,,514.47,532.85,552.30,118.69
Active Total Throughput (tokens/sec),2325.40,174.32,3041.00,,,,,,2367.19,,2805.86,2855.97,3016.55,531.03
Credit-to-Start Latency (ms),1.16,0.78,1.78,37.07,0.81,0.90,0.95,1.01,1.19,1.26,1.29,1.34,1.66,0.18
Decode Duration (ms),1730.79,645.90,3187.20,55385.29,750.79,998.15,1066.87,1386.12,1715.95,2071.11,2364.02,2606.39,3011.71,544.07
E2E Output Token Throughput (tokens/sec/user),142.08,71.81,331.50,4546.52,76.24,88.82,93.38,106.51,133.33,165.20,184.69,206.57,300.81,49.55
Effective Concurrency,14.64,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,3.62
Effective Decode Concurrency,12.75,0.00,16.00,,,,,,15.00,,16.00,16.00,16.00,5.12
Effective Decode Throughput (tokens/sec),1878.90,0.00,3554.11,,,,,,2144.70,,2925.52,3009.02,3096.73,975.20
Effective Decode Throughput Per User (tokens/sec/user),157.34,0.00,1315.66,,,,,,162.82,,194.97,446.54,654.64,118.12
Effective Latency (CO-aware) (ms),1988.15,773.24,3566.43,63620.68,875.22,1256.18,1387.29,1550.74,1921.74,2404.79,2743.35,2885.84,3382.69,592.25
Effective Prefill Concurrency,1.89,0.00,16.00,,,,,,0.00,,2.00,15.00,16.00,4.26
Effective Prefill Throughput (tokens/sec),445.09,0.00,2855.97,,,,,,0.00,,928.32,2691.70,2855.97,778.85
Effective Prefill Throughput Per User (tokens/sec/user),150.69,0.00,552.30,,,,,,0.00,,438.97,514.47,552.30,185.42
Effective Total Throughput (tokens/sec),2323.98,0.00,3041.00,,,,,,2367.19,,2805.86,2855.97,3016.55,533.96
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,48.34,32.00,83.00,1547.00,32.31,34.10,36.20,40.00,47.00,53.00,57.90,70.75,81.76,11.39
HTTP Chunks Sent,1.00,1.00,1.00,32.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.80,0.00,1.99,25.71,0.00,0.00,0.00,0.00,0.75,1.58,1.63,1.65,1.89,0.81
HTTP Connection Overhead (ms),0.80,0.00,1.99,25.71,0.00,0.00,0.00,0.00,0.75,1.58,1.63,1.65,1.89,0.81
HTTP Connection Reused (ratio),0.50,0.00,1.00,16.00,0.00,0.00,0.00,0.00,0.50,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),12.27,8.54,20.32,392.77,8.60,8.98,9.42,10.37,11.96,13.33,14.48,17.48,20.06,2.65
HTTP Data Sent (KB),0.36,0.24,0.59,11.43,0.24,0.25,0.25,0.31,0.35,0.38,0.44,0.53,0.57,0.08
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1986.82,772.16,3564.89,63578.31,874.09,1255.07,1386.01,1549.70,1920.23,2403.38,2741.86,2884.34,3381.16,592.14
HTTP Receiving (ms),1730.82,645.91,3187.26,55386.29,750.80,998.18,1066.92,1386.13,1715.95,2071.13,2364.07,2606.42,3011.76,544.08
HTTP Sending (ms),1.16,0.19,2.38,36.98,0.19,0.21,0.22,0.24,1.27,2.02,2.08,2.12,2.30,0.90
HTTP Total Time (ms),1987.63,772.16,3566.46,63604.02,874.09,1255.07,1386.16,1549.70,1920.23,2404.93,2743.42,2885.08,3382.75,592.53
HTTP Waiting (TTFB) (ms),254.85,116.45,376.47,8155.05,119.42,126.25,126.80,148.77,187.83,375.75,376.03,376.27,376.46,114.70
Input Sequence Length (tokens),60.41,28.00,113.00,1933.00,28.62,33.85,41.00,50.75,59.00,67.50,70.90,100.50,110.83,18.55
Inter Chunk Latency (ms),36.56,9.33,208.34,55385.29,10.21,12.20,28.49,29.65,31.28,34.61,64.17,74.53,95.73,16.38
Inter Token Latency (ms),6.79,2.53,12.50,217.20,2.94,3.91,4.18,5.44,6.73,8.12,9.27,10.22,11.81,2.13
Output Sequence Length (tokens),256.00,256.00,256.00,8192.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),164.50,80.01,394.80,5264.07,85.36,97.84,107.90,123.15,148.65,183.99,239.41,255.51,352.72,61.18
Prefill Throughput Per User (tokens/sec/user),281.63,97.78,552.30,9012.25,101.90,128.57,148.68,164.21,277.80,357.28,507.50,537.38,549.39,132.24
Reasoning Token Count (tokens),256.00,256.00,256.00,8192.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Request Latency (ms),1986.99,772.25,3565.14,63583.61,874.18,1255.15,1386.12,1549.78,1920.41,2403.61,2742.09,2884.50,3381.41,592.18
