Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1515.77,0.00,5367.99,,,,,,1537.62,,2385.34,2508.79,2714.78,753.84
Active Decode Throughput Per User (tokens/sec/user),127.67,0.00,832.50,,,,,,153.76,,175.79,193.91,280.53,65.33
Active Prefill Throughput (tokens/sec),412.60,21.76,3443.90,,,,,,369.99,,434.78,459.98,3443.90,534.45
Active Prefill Throughput Per User (tokens/sec/user),22.81,17.14,223.57,,,,,,20.42,,23.89,23.89,107.62,14.84
Active Total Throughput (tokens/sec),1840.51,131.43,3443.90,,,,,,1807.31,,2454.34,2454.34,3443.90,490.71
Credit-to-Start Latency (ms),1.03,0.70,1.60,66.20,0.73,0.76,0.88,0.96,1.02,1.10,1.19,1.33,1.53,0.16
Decode Duration (ms),2048.09,1217.85,3580.56,131077.94,1258.24,1399.40,1564.62,1741.91,1964.32,2275.30,2603.21,2854.41,3487.97,474.17
E2E Output Token Throughput (tokens/sec/user),67.15,37.67,163.74,4297.90,38.06,40.89,43.06,46.25,52.85,67.69,123.28,133.62,156.71,32.62
Effective Concurrency,25.96,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,9.00
Effective Decode Concurrency,11.91,0.00,14.00,,,,,,13.00,,14.00,14.00,14.00,3.16
Effective Decode Throughput (tokens/sec),1482.46,0.00,5367.99,,,,,,1462.41,,2385.28,2508.79,2714.78,777.93
Effective Decode Throughput Per User (tokens/sec/user),124.87,0.00,832.50,,,,,,152.26,,175.73,191.24,280.53,67.27
Effective Latency (CO-aware) (ms),4467.24,1564.44,6796.90,285903.63,1636.54,1916.81,2079.88,3783.70,4844.59,5535.84,5946.40,6263.03,6727.72,1419.63
Effective Prefill Concurrency,14.06,0.00,32.00,,,,,,18.00,,20.00,22.00,32.00,7.83
Effective Prefill Throughput (tokens/sec),357.63,0.00,3443.90,,,,,,358.96,,429.98,450.44,3443.90,516.95
Effective Prefill Throughput Per User (tokens/sec/user),19.77,0.00,223.57,,,,,,19.75,,23.89,23.89,107.62,15.85
Effective Total Throughput (tokens/sec),1840.08,0.00,3443.90,,,,,,1807.31,,2454.34,2454.34,3443.90,491.46
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,38.45,26.00,61.00,2461.00,26.00,29.00,30.30,33.00,37.50,42.00,47.00,49.85,57.22,6.94
HTTP Chunks Sent,1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),1.11,0.00,24.08,70.85,0.00,0.00,0.00,0.00,0.68,1.48,1.57,1.82,10.12,2.99
HTTP Connection Overhead (ms),1.11,0.00,24.08,70.85,0.00,0.00,0.00,0.00,0.68,1.48,1.57,1.82,10.12,2.99
HTTP Connection Reused (ratio),0.50,0.00,1.00,32.00,0.00,0.00,0.00,0.00,0.50,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),10.02,7.07,15.36,641.22,7.10,7.86,8.09,8.82,9.83,10.85,12.00,12.69,14.46,1.64
HTTP Data Sent (KB),0.36,0.24,0.67,23.10,0.24,0.25,0.26,0.29,0.35,0.40,0.49,0.56,0.62,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),4466.07,1563.22,6795.65,285828.46,1635.29,1915.62,2078.54,3782.17,4843.49,5534.88,5945.31,6261.43,6726.64,1419.71
HTTP Receiving (ms),2048.12,1217.86,3580.56,131079.60,1258.26,1399.43,1564.65,1741.93,1964.32,2275.30,2603.26,2854.42,3488.00,474.16
HTTP Sending (ms),1.40,0.16,24.44,89.50,0.17,0.17,0.18,0.19,0.99,1.85,1.97,2.19,10.50,3.02
HTTP Total Time (ms),4467.18,1564.76,6819.73,285899.31,1636.75,1917.01,2080.06,3783.72,4844.20,5534.88,5946.65,6263.01,6735.55,1419.85
HTTP Waiting (TTFB) (ms),2416.55,237.13,4156.02,154659.36,263.36,279.00,279.12,1831.85,2822.74,3289.49,3694.71,3883.43,4028.93,1247.26
Input Sequence Length (tokens),61.52,28.00,129.00,3937.00,29.26,34.45,38.60,45.75,59.00,70.00,91.60,101.10,118.92,20.70
Inter Chunk Latency (ms),54.68,7.12,119.54,131077.94,16.54,39.28,39.77,40.58,41.92,45.19,104.84,108.67,117.50,27.14
Inter Token Latency (ms),8.03,4.78,14.04,514.03,4.93,5.49,6.14,6.83,7.70,8.92,10.21,11.19,13.68,1.86
Output Sequence Length (tokens),256.00,256.00,256.00,16384.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),130.82,71.22,209.38,8372.39,73.14,89.34,97.96,112.08,129.82,146.39,162.98,182.22,202.79,28.59
Prefill Throughput Per User (tokens/sec/user),63.50,9.41,401.48,4064.11,10.22,12.00,13.38,16.39,22.93,36.20,210.04,235.73,322.28,86.71
Reasoning Token Count (tokens),256.00,256.00,256.00,16384.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Request Latency (ms),4466.21,1563.42,6795.87,285837.42,1635.49,1915.81,2078.76,3782.40,4843.62,5534.95,5945.46,6261.65,6726.77,1419.66
