Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),2408.65,0.00,3607.75,,,,,,2760.62,,2998.70,3147.12,3221.15,714.36
Active Decode Throughput Per User (tokens/sec/user),185.23,0.00,472.17,,,,,,190.61,,214.22,281.61,359.39,52.03
Active Prefill Throughput (tokens/sec),657.49,38.28,6763.78,,,,,,556.62,,679.35,730.51,6763.78,1006.31
Active Prefill Throughput Per User (tokens/sec/user),38.22,27.92,442.77,,,,,,33.29,,37.74,38.28,211.37,28.46
Active Total Throughput (tokens/sec),2925.35,215.08,6763.78,,,,,,2976.11,,3436.32,3477.02,6763.78,838.88
Credit-to-Start Latency (ms),1.01,0.68,1.52,64.71,0.68,0.72,0.74,0.89,1.02,1.13,1.22,1.26,1.41,0.17
Decode Duration (ms),1412.45,863.24,2316.95,90396.82,921.03,1040.48,1110.92,1212.76,1369.45,1554.76,1733.51,1902.12,2248.84,285.72
E2E Output Token Throughput (tokens/sec/user),100.76,60.33,208.11,6448.66,63.00,66.72,72.24,76.91,83.97,98.42,171.10,196.92,204.49,39.73
Effective Concurrency,26.16,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,8.81
Effective Decode Concurrency,13.05,0.00,16.00,,,,,,14.00,,16.00,16.00,16.00,3.46
Effective Decode Throughput (tokens/sec),2355.92,0.00,3607.75,,,,,,2741.46,,2998.70,3096.50,3221.15,789.54
Effective Decode Throughput Per User (tokens/sec/user),181.17,0.00,472.17,,,,,,189.61,,214.22,281.61,359.39,58.16
Effective Latency (CO-aware) (ms),2832.52,1231.10,4244.23,181281.09,1253.15,1301.19,1497.97,2604.72,3049.68,3329.66,3544.74,3838.72,4068.91,768.23
Effective Prefill Concurrency,13.11,0.00,32.00,,,,,,16.00,,19.00,20.00,32.00,7.55
Effective Prefill Throughput (tokens/sec),568.34,0.00,6763.78,,,,,,556.62,,679.35,723.13,6763.78,962.29
Effective Prefill Throughput Per User (tokens/sec/user),33.04,0.00,442.77,,,,,,33.16,,37.14,38.28,211.37,29.52
Effective Total Throughput (tokens/sec),2924.26,0.00,6763.78,,,,,,2976.11,,3436.32,3477.02,6763.78,840.63
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,38.28,27.00,61.00,2450.00,27.63,30.15,31.00,33.00,37.50,42.00,45.00,49.00,58.48,6.76
HTTP Chunks Sent,1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),1.09,0.00,23.75,69.93,0.00,0.00,0.00,0.00,0.67,1.49,1.55,1.63,9.96,2.95
HTTP Connection Overhead (ms),1.09,0.00,23.75,69.93,0.00,0.00,0.00,0.00,0.67,1.49,1.55,1.63,9.96,2.95
HTTP Connection Reused (ratio),0.50,0.00,1.00,32.00,0.00,0.00,0.00,0.00,0.50,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),10.59,7.91,16.20,677.57,7.95,8.46,8.77,9.31,10.37,11.49,12.27,13.28,15.59,1.67
HTTP Data Sent (KB),0.36,0.24,0.67,23.10,0.24,0.25,0.26,0.29,0.35,0.40,0.49,0.56,0.62,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),2831.36,1229.92,4242.94,181207.34,1251.95,1299.83,1496.66,2603.35,3048.55,3328.58,3543.73,3837.74,4067.85,768.31
HTTP Receiving (ms),1412.46,863.24,2316.97,90397.41,921.03,1040.48,1110.94,1212.76,1369.45,1554.77,1733.51,1902.12,2248.84,285.73
HTTP Sending (ms),1.40,0.15,24.11,89.45,0.16,0.17,0.18,0.19,0.99,1.89,2.01,2.10,10.39,2.99
HTTP Total Time (ms),2832.46,1231.27,4266.69,181277.27,1253.33,1301.30,1498.19,2604.85,3048.55,3328.58,3543.73,3837.95,4076.64,768.58
HTTP Waiting (TTFB) (ms),1417.51,146.71,2766.55,90720.48,149.89,151.78,152.08,1067.14,1735.13,1912.21,2095.11,2380.31,2534.54,769.43
Input Sequence Length (tokens),61.52,28.00,129.00,3937.00,29.26,34.45,38.60,45.75,59.00,70.00,91.60,101.10,118.92,20.70
Inter Chunk Latency (ms),37.89,17.75,79.26,90396.82,19.79,32.09,33.37,34.50,35.55,36.17,38.67,69.00,77.33,10.40
Inter Token Latency (ms),5.54,3.39,9.09,354.50,3.61,4.08,4.36,4.76,5.37,6.10,6.80,7.46,8.82,1.12
Output Sequence Length (tokens),256.00,256.00,256.00,16384.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Count (tokens),256.00,256.00,256.00,16384.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),187.46,110.06,295.40,11997.74,113.45,134.07,147.10,164.02,186.23,210.27,229.54,245.13,277.52,35.63
Prefill Throughput Per User (tokens/sec/user),122.80,15.05,730.82,7859.03,16.33,17.69,22.59,27.50,38.64,97.75,396.38,446.82,663.19,168.52
Request Latency (ms),2831.51,1230.11,4243.16,181216.38,1252.15,1300.04,1496.87,2603.55,3048.63,3328.66,3543.81,3837.83,4067.98,768.28
Time to First Output Token (ms),1419.06,149.06,2790.90,90819.57,152.01,153.89,154.08,1069.21,1736.48,1914.36,2095.36,2382.05,2544.82,769.55
Time to First Token (ms),1419.06,149.06,2790.90,90819.57,152.01,153.89,154.08,1069.21,1736.48,1914.36,2095.36,2382.05,2544.82,769.55
Time to Second Token (ms),32.67,29.36,37.49,2091.19,29.38,30.49,31.60,31.94,32.51,33.63,34.07,34.35,35.58,1.36
Tokens In Flight (tokens),3255.13,0.00,5154.22,,,,,,3346.06,,4160.68,4377.92,4940.53,848.44

Metric,Value
Benchmark Duration (sec),6.92
Input Token Throughput (tokens/sec),568.34
Output Token Throughput (tokens/sec),2365.16
Request Count,64.00
Request Throughput (requests/sec),9.24
Total Input Sequence Length (tokens),3937.00
Total Output Sequence Length (tokens),16384.00
Total Output Tokens (tokens),16384.00
Total Token Throughput (tokens/sec),2933.50
