Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),354.48,0.00,823.54,,,,,,353.52,,400.93,412.48,481.94,42.88
Active Decode Throughput Per User (tokens/sec/user),354.48,0.00,823.54,,,,,,353.52,,400.93,412.48,481.94,42.88
Active Prefill Throughput (tokens/sec),721.28,380.45,1783.41,,,,,,584.03,,1031.05,1783.41,1783.41,357.31
Active Prefill Throughput Per User (tokens/sec/user),721.28,380.45,1783.41,,,,,,584.03,,1031.05,1783.41,1783.41,357.31
Active Total Throughput (tokens/sec),394.76,288.98,1783.41,,,,,,357.61,,443.08,728.90,1031.05,168.49
Credit-to-Start Latency (ms),0.92,0.74,1.32,9.16,0.75,0.77,0.80,0.83,0.91,0.92,0.97,1.15,1.29,0.15
Decode Duration (ms),719.36,619.81,882.43,7193.59,623.11,636.31,652.81,657.14,713.72,733.00,832.48,857.45,877.43,77.55
E2E Output Token Throughput (tokens/sec/user),320.13,264.30,370.09,3201.34,265.79,271.75,279.20,294.00,325.52,344.53,351.97,361.03,368.28,32.04
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.05
Effective Decode Concurrency,0.89,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.32
Effective Decode Throughput (tokens/sec),314.83,0.00,823.54,,,,,,349.54,,397.44,411.32,481.94,118.81
Effective Decode Throughput Per User (tokens/sec/user),314.83,0.00,823.54,,,,,,349.54,,397.44,411.32,481.94,118.81
Effective Latency (CO-aware) (ms),809.01,692.65,969.92,8090.06,696.23,710.56,728.46,744.28,787.38,873.64,918.08,944.00,964.74,84.63
Effective Prefill Concurrency,0.11,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.31
Effective Prefill Throughput (tokens/sec),79.02,0.00,1783.41,,,,,,0.00,,443.08,728.90,1031.05,254.43
Effective Prefill Throughput Per User (tokens/sec/user),79.02,0.00,1783.41,,,,,,0.00,,443.08,728.90,1031.05,254.43
Effective Total Throughput (tokens/sec),393.85,0.00,1783.41,,,,,,357.61,,443.08,728.90,1031.05,169.36
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,39.30,34.00,48.00,393.00,34.18,34.90,35.80,36.00,39.00,40.00,45.30,46.65,47.73,4.12
HTTP Chunks Sent,1.00,1.00,1.00,10.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.18,0.00,1.79,1.79,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.99,1.63,0.54
HTTP Connection Overhead (ms),0.18,0.00,1.79,1.79,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.99,1.63,0.54
HTTP Connection Reused (ratio),0.90,0.00,1.00,9.00,0.09,0.45,0.90,1.00,1.00,1.00,1.00,1.00,1.00,0.30
HTTP Data Received (KB),10.22,8.91,12.27,102.23,8.96,9.14,9.36,9.47,10.11,10.47,11.63,11.95,12.21,0.98
HTTP Data Sent (KB),0.37,0.24,0.59,3.75,0.24,0.24,0.25,0.31,0.34,0.41,0.54,0.57,0.59,0.11
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),808.01,691.66,968.40,8080.11,695.24,709.57,727.48,743.34,786.41,872.69,917.14,942.77,963.27,84.53
HTTP Receiving (ms),719.37,619.81,882.46,7193.65,623.11,636.32,652.82,657.14,713.73,733.00,832.48,857.47,877.46,77.55
