Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),434.36,0.00,1510.57,,,,,,429.92,,539.79,576.98,641.07,83.93
Active Decode Throughput Per User (tokens/sec/user),434.36,0.00,1510.57,,,,,,429.92,,539.79,576.98,641.07,83.93
Active Prefill Throughput (tokens/sec),1035.37,425.88,2083.99,,,,,,940.64,,1564.53,1692.40,2083.99,372.22
Active Prefill Throughput Per User (tokens/sec/user),1035.37,425.88,2083.99,,,,,,940.64,,1564.53,1692.40,2083.99,372.22
Active Total Throughput (tokens/sec),488.05,268.01,2083.99,,,,,,447.36,,593.75,896.37,1517.18,217.23
Credit-to-Start Latency (ms),0.70,0.51,1.09,70.39,0.53,0.58,0.60,0.62,0.68,0.79,0.84,0.90,0.99,0.11
Decode Duration (ms),587.05,413.26,951.46,58704.94,413.68,445.57,465.42,501.23,569.47,638.18,726.15,778.79,916.63,108.84
E2E Output Token Throughput (tokens/sec/user),407.55,254.04,544.27,40755.07,262.24,306.52,326.97,368.49,407.64,456.96,489.65,510.78,541.73,63.29
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.05
Effective Decode Concurrency,0.91,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.29
Effective Decode Throughput (tokens/sec),394.64,0.00,1510.57,,,,,,418.07,,535.21,568.38,626.61,148.58
Effective Decode Throughput Per User (tokens/sec/user),394.64,0.00,1510.57,,,,,,418.07,,535.21,568.38,626.61,148.58
Effective Latency (CO-aware) (ms),645.35,470.98,1008.50,64534.65,471.57,502.05,523.47,560.92,628.66,695.42,783.58,836.07,976.88,109.07
Effective Prefill Concurrency,0.09,0.00,1.00,,,,,,0.00,,0.00,1.00,1.00,0.28
Effective Prefill Throughput (tokens/sec),92.29,0.00,2083.99,,,,,,0.00,,0.00,896.37,1517.18,315.25
Effective Prefill Throughput Per User (tokens/sec/user),92.29,0.00,2083.99,,,,,,0.00,,0.00,896.37,1517.18,315.25
Effective Total Throughput (tokens/sec),486.92,0.00,2083.99,,,,,,447.36,,593.75,896.37,1517.18,218.24
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,35.01,25.00,56.00,3501.00,25.00,26.95,28.00,30.00,34.00,38.00,43.10,46.15,54.02,6.28
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),9.77,7.25,14.96,977.02,7.33,7.75,8.02,8.60,9.52,10.44,11.74,12.48,14.59,1.55
HTTP Data Sent (KB),0.33,0.18,0.63,32.64,0.20,0.22,0.23,0.25,0.31,0.39,0.46,0.49,0.56,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),644.58,470.30,1007.64,64457.76,470.65,501.14,522.76,560.16,627.95,694.67,782.93,835.30,976.17,109.07
HTTP Receiving (ms),587.05,413.26,951.46,58704.94,413.68,445.58,465.42,501.22,569.47,638.18,726.15,778.79,916.63,108.84
HTTP Sending (ms),0.14,0.10,0.19,13.76,0.10,0.11,0.11,0.12,0.13,0.15,0.17,0.18,0.19,0.02
HTTP Total Time (ms),644.58,470.30,1007.64,64457.76,470.65,501.14,522.76,560.16,627.95,694.67,782.93,835.30,976.17,109.07
HTTP Waiting (TTFB) (ms),57.39,54.17,69.86,5739.06,54.67,55.01,55.29,55.90,56.64,57.69,59.80,61.82,69.27,2.68
Input Sequence Length (tokens),59.63,24.00,127.00,5963.00,28.95,31.95,36.90,44.00,54.50,70.00,88.50,95.05,123.04,21.34
Inter Chunk Latency (ms),17.26,7.34,27.19,58704.94,12.75,16.46,16.96,17.16,17.35,17.54,17.73,17.87,21.71,1.16
Inter Token Latency (ms),2.30,1.62,3.73,230.22,1.63,1.75,1.83,1.97,2.23,2.50,2.85,3.05,3.59,0.43
Output Sequence Length (tokens),255.99,255.00,256.00,25599.00,255.99,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.10
Output Token Count (tokens),255.99,255.00,256.00,25599.00,255.99,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.10
Output Token Throughput Per User (tokens/sec/user),448.07,268.01,616.41,44807.24,278.20,327.50,351.19,399.57,447.79,508.75,547.89,572.33,614.65,76.16
Prefill Throughput Per User (tokens/sec/user),1037.34,425.88,2083.99,103733.94,501.22,551.79,630.32,754.04,944.89,1262.31,1564.63,1687.91,2071.68,370.87
Request Latency (ms),644.64,470.35,1007.71,64464.25,470.73,501.21,522.82,560.23,628.01,694.74,782.98,835.36,976.23,109.07
Time to First Output Token (ms),57.59,54.36,70.06,5759.31,54.93,55.24,55.50,56.12,56.86,57.90,60.00,62.02,69.44,2.68
Time to First Token (ms),57.59,54.36,70.06,5759.31,54.93,55.24,55.50,56.12,56.86,57.90,60.00,62.02,69.44,2.68
Time to Second Token (ms),13.94,12.97,18.38,1393.77,13.00,13.26,13.43,13.68,13.92,14.10,14.35,14.47,15.48,0.58
Tokens In Flight (tokens),174.72,0.00,383.00,,,,,,174.00,,285.89,303.06,334.07,82.04

Metric,Value
Benchmark Duration (sec),64.61
Input Token Throughput (tokens/sec),92.29
Output Token Throughput (tokens/sec),396.18
Request Count,100.00
Request Throughput (requests/sec),1.55
Total Input Sequence Length (tokens),5963.00
Total Output Sequence Length (tokens),25599.00
Total Output Tokens (tokens),25599.00
Total Token Throughput (tokens/sec),488.47


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
