Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),813.61,0.00,4018.85,,,,,,851.92,,1189.04,1209.23,1230.06,358.36
Active Decode Throughput Per User (tokens/sec/user),316.19,0.00,1480.50,,,,,,339.00,,422.46,431.81,450.10,110.63
Active Prefill Throughput (tokens/sec),227.28,55.24,1002.53,,,,,,204.93,,270.58,351.54,1002.53,177.70
Active Prefill Throughput Per User (tokens/sec/user),49.41,38.16,302.00,,,,,,45.99,,55.24,55.24,125.32,17.01
Active Total Throughput (tokens/sec),985.92,300.33,1267.35,,,,,,1046.74,,1243.33,1250.35,1250.35,242.02
Credit-to-Start Latency (ms),1.02,0.77,1.27,16.34,0.78,0.81,0.82,0.91,1.01,1.13,1.23,1.26,1.27,0.15
Decode Duration (ms),795.14,533.86,1002.45,12722.26,543.33,581.21,629.38,684.31,772.74,915.23,962.66,987.52,999.46,136.47
E2E Output Token Throughput (tokens/sec/user),134.40,89.46,230.80,2150.35,89.96,91.99,96.35,103.38,117.13,138.19,220.14,230.78,230.79,45.59
Effective Concurrency,6.40,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,2.39
Effective Decode Concurrency,2.45,0.00,3.00,,,,,,3.00,,3.00,3.00,3.00,0.85
Effective Decode Throughput (tokens/sec),784.28,0.00,4018.85,,,,,,840.97,,1188.86,1207.09,1230.06,383.14
Effective Decode Throughput Per User (tokens/sec/user),304.80,0.00,1480.50,,,,,,337.03,,422.33,431.74,450.10,123.58
Effective Latency (CO-aware) (ms),2081.50,1110.16,2863.02,33304.06,1110.22,1110.45,1166.81,1855.65,2188.97,2477.27,2661.68,2784.76,2847.37,535.40
Effective Prefill Concurrency,3.95,0.00,8.00,,,,,,5.00,,6.00,7.00,8.00,2.18
Effective Prefill Throughput (tokens/sec),201.07,0.00,1002.53,,,,,,204.93,,268.88,351.54,1002.53,182.22
Effective Prefill Throughput Per User (tokens/sec/user),43.71,0.00,302.00,,,,,,45.65,,55.24,55.24,125.32,22.47
Effective Total Throughput (tokens/sec),985.35,0.00,1267.35,,,,,,1046.74,,1243.33,1250.35,1250.35,243.11
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,36.88,27.00,48.00,590.00,27.30,28.50,29.50,32.75,34.50,42.25,45.00,45.75,47.55,6.18
HTTP Chunks Sent,1.00,1.00,1.00,16.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.76,0.00,1.70,12.19,0.00,0.00,0.00,0.00,0.72,1.49,1.54,1.59,1.68,0.76
HTTP Connection Overhead (ms),0.76,0.00,1.70,12.19,0.00,0.00,0.00,0.00,0.72,1.49,1.54,1.59,1.68,0.76
HTTP Connection Reused (ratio),0.50,0.00,1.00,8.00,0.00,0.00,0.00,0.00,0.50,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),10.27,7.92,13.02,164.31,7.98,8.22,8.45,9.27,9.73,11.54,12.26,12.49,12.91,1.51
HTTP Data Sent (KB),0.38,0.24,0.59,6.13,0.24,0.25,0.28,0.33,0.37,0.41,0.53,0.55,0.58,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),2080.34,1109.00,2861.55,33285.43,1109.02,1109.09,1165.43,1854.43,2187.72,2476.37,2660.48,2783.26,2845.90,535.44
HTTP Receiving (ms),795.15,533.86,1002.47,12722.41,543.33,581.20,629.38,684.32,772.75,915.25,962.67,987.53,999.48,136.47
HTTP Sending (ms),1.06,0.19,2.15,17.02,0.19,0.19,0.19,0.20,1.03,1.88,1.95,2.03,2.12,0.86
HTTP Total Time (ms),2081.10,1110.44,2863.08,33297.63,1110.46,1110.56,1166.92,1855.55,2189.25,2476.37,2661.33,2784.92,2847.45,535.24
HTTP Waiting (TTFB) (ms),1284.13,182.38,2197.78,20546.00,187.64,208.65,217.52,1202.81,1312.62,1726.30,1855.13,2028.98,2164.02,589.32
Input Sequence Length (tokens),65.38,28.00,113.00,1046.00,29.35,34.75,39.50,55.50,62.00,69.50,101.00,107.75,111.95,22.32
Inter Chunk Latency (ms),22.16,2.86,71.02,12722.26,15.17,17.83,19.80,20.28,20.60,20.91,21.57,25.55,67.45,8.69
Inter Token Latency (ms),3.12,2.09,3.93,49.89,2.13,2.28,2.47,2.68,3.03,3.59,3.78,3.87,3.92,0.54
Output Sequence Length (tokens),256.00,256.00,256.00,4096.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Count (tokens),256.00,256.00,256.00,4096.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),331.10,254.38,477.65,5297.57,255.15,258.24,265.00,278.63,330.05,372.64,406.24,439.77,470.07,61.66
Prefill Throughput Per User (tokens/sec/user),87.06,14.18,303.67,1392.98,14.91,17.86,27.44,38.41,49.64,87.79,234.45,301.16,303.17,88.45
Request Latency (ms),2080.48,1109.19,2861.77,33287.73,1109.21,1109.29,1165.64,1854.61,2187.90,2476.45,2660.63,2783.49,2846.11,535.42
Time to First Output Token (ms),1285.34,184.41,2200.00,20565.46,189.67,210.73,219.63,1204.93,1313.80,1726.56,1856.50,2031.35,2166.27,589.02
Time to First Token (ms),1285.34,184.41,2200.00,20565.46,189.67,210.73,219.63,1204.93,1313.80,1726.56,1856.50,2031.35,2166.27,589.02
Time to Second Token (ms),19.59,2.86,59.75,313.38,2.87,2.92,9.60,16.76,16.93,17.57,30.61,43.55,56.51,12.76
Tokens In Flight (tokens),724.68,0.00,1217.93,,,,,,763.15,,1023.92,1091.95,1172.67,248.49

Metric,Value
Benchmark Duration (sec),5.20
Input Token Throughput (tokens/sec),201.07
Output Token Throughput (tokens/sec),787.36
Request Count,16.00
Request Throughput (requests/sec),3.08
Total Input Sequence Length (tokens),1046.00
Total Output Sequence Length (tokens),4096.00
Total Output Tokens (tokens),4096.00
Total Token Throughput (tokens/sec),988.43
