Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),369.58,0.00,1173.87,,,,,,372.98,,467.08,511.48,554.54,78.09
Active Decode Throughput Per User (tokens/sec/user),369.58,0.00,1173.87,,,,,,372.98,,467.08,511.48,554.54,78.09
Active Prefill Throughput (tokens/sec),713.46,280.73,1381.93,,,,,,647.23,,1110.00,1176.54,1345.29,252.98
Active Prefill Throughput Per User (tokens/sec/user),713.46,280.73,1381.93,,,,,,647.23,,1110.00,1176.54,1345.29,252.98
Active Total Throughput (tokens/sec),406.74,190.86,1381.93,,,,,,389.14,,530.33,675.29,1110.00,152.43
Credit-to-Start Latency (ms),0.70,0.53,1.01,70.46,0.53,0.55,0.56,0.59,0.67,0.80,0.87,0.91,1.00,0.13
Decode Duration (ms),689.97,461.84,1336.05,68996.94,480.34,493.59,532.68,596.34,645.17,788.89,874.02,973.93,1085.19,147.60
E2E Output Token Throughput (tokens/sec/user),341.69,180.09,467.40,34168.76,219.24,244.29,267.02,292.80,352.21,376.47,423.78,451.12,464.43,58.35
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.04
Effective Decode Concurrency,0.89,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.31
Effective Decode Throughput (tokens/sec),329.05,0.00,1173.87,,,,,,360.85,,453.93,506.51,552.31,136.99
Effective Decode Throughput Per User (tokens/sec/user),329.05,0.00,1173.87,,,,,,360.85,,453.93,506.51,552.31,136.99
Effective Latency (CO-aware) (ms),774.25,548.62,1422.27,77425.30,551.96,568.13,604.96,680.64,727.53,875.24,959.27,1048.66,1168.96,147.57
Effective Prefill Concurrency,0.11,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.31
Effective Prefill Throughput (tokens/sec),76.95,0.00,1381.93,,,,,,0.00,,390.89,675.29,1110.00,236.39
Effective Prefill Throughput Per User (tokens/sec/user),76.95,0.00,1381.93,,,,,,0.00,,390.89,675.29,1110.00,236.39
Effective Total Throughput (tokens/sec),406.00,0.00,1381.93,,,,,,389.14,,530.33,675.29,1110.00,153.27
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,36.30,25.00,70.00,3630.00,25.99,26.00,28.00,32.00,34.00,40.25,45.00,50.10,57.13,7.57
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),9.48,6.86,17.30,948.41,7.02,7.10,7.56,8.35,9.01,10.45,11.53,12.74,14.46,1.77
HTTP Data Sent (KB),0.33,0.18,0.63,32.64,0.20,0.22,0.23,0.25,0.31,0.39,0.46,0.49,0.56,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),773.49,547.63,1421.48,77348.88,551.16,567.40,604.03,679.93,726.81,874.25,958.68,1047.91,1168.06,147.56
