Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),535.28,14.70,5445.89,,,,,,17.67,,1915.94,2287.23,3232.05,890.25
Active Decode Throughput Per User (tokens/sec/user),78.19,2.10,812.49,,,,,,4.42,,282.29,289.68,622.89,132.23
Active Prefill Throughput (tokens/sec),237.32,34.48,2009.57,,,,,,34.48,,463.21,2009.57,2009.57,455.75
Active Prefill Throughput Per User (tokens/sec/user),140.87,34.48,681.87,,,,,,34.48,,411.37,463.21,681.87,173.93
Active Total Throughput (tokens/sec),653.44,98.28,2009.57,,,,,,442.01,,1326.08,1474.69,2009.57,405.77
Credit-to-Start Latency (ms),1.16,0.90,1.45,18.49,0.91,0.94,0.95,1.00,1.20,1.25,1.32,1.36,1.43,0.15
Decode Duration (ms),3008.77,829.00,4884.81,48140.39,868.18,1024.87,1248.32,1536.26,2910.60,4292.74,4649.20,4762.26,4860.30,1377.79
E2E Output Token Throughput (tokens/sec/user),97.54,50.12,240.13,1560.71,50.35,51.25,52.40,54.99,71.47,110.67,180.52,208.63,233.83,57.83
Effective Concurrency,6.91,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.81
Effective Decode Concurrency,6.13,0.00,8.00,,,,,,7.00,,8.00,8.00,8.00,1.86
Effective Decode Throughput (tokens/sec),519.90,0.00,5445.89,,,,,,17.67,,1914.47,2284.14,3232.05,881.90
Effective Decode Throughput Per User (tokens/sec/user),75.94,0.00,812.49,,,,,,4.42,,281.95,289.68,622.89,130.97
Effective Latency (CO-aware) (ms),3389.94,1067.30,5108.78,54239.09,1101.17,1236.64,1432.74,2444.19,3650.19,4656.39,4887.43,4997.05,5086.43,1385.76
Effective Prefill Concurrency,0.77,0.00,8.00,,,,,,1.00,,1.00,1.00,8.00,1.36
Effective Prefill Throughput (tokens/sec),133.29,0.00,2009.57,,,,,,34.48,,411.37,681.87,2009.57,361.28
Effective Prefill Throughput Per User (tokens/sec/user),79.12,0.00,681.87,,,,,,34.48,,341.14,415.22,681.87,147.91
Effective Total Throughput (tokens/sec),653.18,0.00,2009.57,,,,,,442.01,,1326.08,1474.69,2009.57,405.90
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,37.06,28.00,50.00,593.00,28.00,28.00,29.50,33.00,36.00,40.50,45.50,47.75,49.55,6.13
HTTP Chunks Sent,1.00,1.00,1.00,16.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.86,0.00,1.91,13.84,0.00,0.00,0.00,0.00,0.76,1.70,1.83,1.90,1.91,0.87
HTTP Connection Overhead (ms),0.86,0.00,1.91,13.84,0.00,0.00,0.00,0.00,0.76,1.70,1.83,1.90,1.91,0.87
HTTP Connection Reused (ratio),0.50,0.00,1.00,8.00,0.00,0.00,0.00,0.00,0.50,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),9.70,7.59,12.68,155.19,7.60,7.63,8.02,8.74,9.48,10.45,11.71,12.19,12.58,1.41
HTTP Data Sent (KB),0.38,0.24,0.59,6.13,0.24,0.25,0.28,0.33,0.37,0.41,0.53,0.55,0.58,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),3388.63,1065.87,5107.12,54218.01,1099.79,1235.48,1431.62,2443.15,3648.87,4655.01,4885.91,4995.51,5084.80,1385.60
HTTP Receiving (ms),3008.80,829.06,4884.86,48140.85,868.22,1024.89,1248.33,1536.27,2910.61,4292.79,4649.24,4762.32,4860.35,1377.80
HTTP Sending (ms),1.22,0.20,2.39,19.53,0.21,0.21,0.22,0.25,1.11,2.17,2.32,2.37,2.38,0.98
HTTP Total Time (ms),3389.49,1067.52,5109.02,54231.85,1101.20,1235.89,1431.62,2443.15,3649.75,4655.43,4887.63,4997.42,5086.70,1386.11
HTTP Waiting (TTFB) (ms),378.60,140.50,3073.74,6057.63,140.69,141.45,145.18,155.84,227.18,234.57,234.72,944.48,2647.89,696.91
Input Sequence Length (tokens),65.38,28.00,113.00,1046.00,29.35,34.75,39.50,55.50,62.00,69.50,101.00,107.75,111.95,22.32
Inter Chunk Latency (ms),83.43,9.27,3010.37,48140.39,9.63,11.23,12.16,27.42,27.84,28.13,120.84,127.82,3010.19,356.89
Inter Token Latency (ms),11.80,3.25,19.16,188.79,3.40,4.02,4.90,6.02,11.41,16.83,18.23,18.68,19.06,5.40
Output Sequence Length (tokens),256.00,256.00,256.00,4096.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),115.29,52.20,307.60,1844.66,52.47,53.56,54.86,59.42,87.70,166.32,207.61,252.33,296.55,73.63
Prefill Throughput Per User (tokens/sec/user),314.10,34.48,681.87,5025.53,47.01,97.12,137.04,221.47,313.35,412.33,470.02,528.09,651.11,153.40
Reasoning Token Count (tokens),256.00,256.00,256.00,4096.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Request Latency (ms),3388.79,1066.10,5107.33,54220.60,1100.00,1235.60,1431.70,2443.23,3649.03,4655.14,4886.15,4995.75,5085.02,1385.64
Time to First Token (ms),380.01,140.79,3074.09,6080.21,140.98,141.77,145.53,156.16,229.64,237.07,237.22,946.49,2648.57,696.69
Time to Second Token (ms),39.77,14.68,127.86,636.27,15.54,18.95,20.38,20.54,20.68,22.10,121.18,123.08,126.90,40.23
Tokens In Flight (tokens),1496.43,0.00,2150.32,,,,,,1566.26,,1919.84,1919.84,2014.85,440.92

Metric,Value
Benchmark Duration (sec),7.84
Input Token Throughput (tokens/sec),133.29
Output Token Throughput (tokens/sec),521.93
Request Count,16.00
Request Throughput (requests/sec),2.04
Total Input Sequence Length (tokens),1046.00
Total Output Sequence Length (tokens),4096.00
Total Reasoning Tokens (tokens),4096.00
Total Token Throughput (tokens/sec),655.22
