Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),2232.79,0.00,6546.19,,,,,,2599.96,,3259.06,3365.31,4116.71,1074.00
Active Decode Throughput Per User (tokens/sec/user),188.13,0.00,2032.28,,,,,,185.35,,227.53,346.94,1051.65,176.92
Active Prefill Throughput (tokens/sec),1052.37,75.27,3013.10,,,,,,595.98,,2663.83,3013.10,3013.10,912.65
Active Prefill Throughput Per User (tokens/sec/user),401.60,75.27,598.10,,,,,,417.06,,583.58,595.98,598.10,138.76
Active Total Throughput (tokens/sec),2645.58,75.27,3283.23,,,,,,2766.25,,3013.10,3050.21,3283.23,476.79
Credit-to-Start Latency (ms),0.98,0.68,1.32,31.39,0.71,0.76,0.78,0.84,0.96,1.07,1.28,1.29,1.32,0.17
Decode Duration (ms),1522.09,545.90,2783.92,48707.01,602.71,775.60,949.55,1169.19,1493.13,1824.08,2153.08,2397.70,2699.26,513.45
E2E Output Token Throughput (tokens/sec/user),161.93,81.13,389.27,5181.72,83.51,96.47,104.61,120.70,153.43,189.68,212.22,255.67,362.88,60.81
Effective Concurrency,14.78,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,3.29
Effective Decode Concurrency,12.76,0.00,16.00,,,,,,15.00,,16.00,16.00,16.00,5.09
Effective Decode Throughput (tokens/sec),2137.40,0.00,6546.19,,,,,,2474.98,,3256.61,3350.46,4116.71,1143.71
Effective Decode Throughput Per User (tokens/sec/user),180.09,0.00,2032.28,,,,,,181.85,,226.67,346.94,1051.65,177.23
Effective Latency (CO-aware) (ms),1764.51,658.49,3156.73,56464.17,715.59,1031.60,1207.68,1350.59,1669.27,2122.99,2449.34,2668.82,3072.14,549.47
Effective Prefill Concurrency,2.02,0.00,16.00,,,,,,0.00,,3.00,15.00,16.00,4.46
Effective Prefill Throughput (tokens/sec),506.32,0.00,3013.10,,,,,,0.00,,1258.76,2663.83,3013.10,822.93
Effective Prefill Throughput Per User (tokens/sec/user),193.22,0.00,598.10,,,,,,0.00,,518.96,583.58,598.10,222.54
