Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),4013.97,151.26,202943.61,,,,,,4559.61,,6054.14,6301.46,7693.70,3039.23
Active Decode Throughput Per User (tokens/sec/user),308.53,71.98,22549.29,,,,,,315.73,,429.20,572.86,1187.51,296.10
Active Prefill Throughput (tokens/sec),2168.00,400.22,6395.30,,,,,,1246.23,,6395.30,6395.30,6395.30,2026.11
Active Prefill Throughput Per User (tokens/sec/user),800.03,294.13,1308.23,,,,,,845.57,,1170.08,1246.23,1246.23,263.04
Active Total Throughput (tokens/sec),4661.75,356.58,6491.05,,,,,,4812.91,,6051.16,6395.30,6470.35,1102.73
Credit-to-Start Latency (ms),1.05,0.78,1.52,33.49,0.79,0.83,0.84,0.89,1.07,1.16,1.23,1.27,1.45,0.17
Decode Duration (ms),878.65,429.05,1407.80,28116.94,449.84,509.59,577.53,692.16,862.36,1076.86,1221.30,1298.40,1373.92,260.67
E2E Output Token Throughput (tokens/sec/user),279.86,162.84,464.07,8955.63,166.60,174.99,184.71,213.31,262.10,339.00,380.74,414.11,453.85,80.35
Effective Concurrency,14.65,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,3.29
Effective Decode Concurrency,12.97,0.00,16.00,,,,,,15.00,,16.00,16.00,16.00,4.82
Effective Decode Throughput (tokens/sec),3764.44,0.00,202943.61,,,,,,4277.54,,6012.90,6292.15,7124.66,3098.72
Effective Decode Throughput Per User (tokens/sec/user),289.35,0.00,22549.29,,,,,,306.51,,426.37,572.86,1187.51,296.26
Effective Latency (CO-aware) (ms),993.21,552.61,1573.32,31782.63,565.73,619.96,673.20,756.23,979.73,1201.19,1387.33,1464.27,1539.53,279.56
Effective Prefill Concurrency,1.68,0.00,16.00,,,,,,0.00,,2.00,16.00,16.00,4.11
Effective Prefill Throughput (tokens/sec),891.75,0.00,6395.30,,,,,,0.00,,1804.05,6395.30,6395.30,1681.26
Effective Prefill Throughput Per User (tokens/sec/user),329.07,0.00,1308.23,,,,,,0.00,,1004.69,1170.08,1246.23,428.30
Effective Total Throughput (tokens/sec),4656.19,0.00,6491.05,,,,,,4812.91,,6051.16,6395.30,6470.35,1113.76
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,48.44,30.00,70.00,1550.00,31.24,34.00,37.00,40.00,48.00,56.00,61.90,65.00,68.45,10.31
HTTP Chunks Sent,1.00,1.00,1.00,32.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.82,0.00,1.92,26.38,0.00,0.00,0.00,0.00,0.70,1.66,1.76,1.77,1.88,0.83
HTTP Connection Overhead (ms),0.82,0.00,1.92,26.38,0.00,0.00,0.00,0.00,0.70,1.66,1.76,1.77,1.88,0.83
HTTP Connection Reused (ratio),0.50,0.00,1.00,16.00,0.00,0.00,0.00,0.00,0.50,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),13.05,8.64,18.36,417.57,8.90,9.47,10.26,10.98,12.93,14.91,16.35,17.01,17.95,2.52
HTTP Data Sent (KB),0.36,0.24,0.59,11.43,0.24,0.25,0.25,0.31,0.35,0.38,0.44,0.53,0.57,0.08
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),992.02,551.57,1571.92,31744.71,564.61,618.91,672.29,755.02,978.43,1199.96,1385.96,1462.75,1538.16,279.46
HTTP Receiving (ms),878.67,429.09,1407.83,28117.31,449.86,509.59,577.53,692.16,862.37,1076.87,1221.32,1298.43,1373.95,260.67
HTTP Sending (ms),1.12,0.17,2.39,35.87,0.18,0.18,0.19,0.20,1.00,2.04,2.15,2.16,2.32,0.93
HTTP Total Time (ms),992.85,551.57,1573.50,31771.09,565.11,619.63,672.29,756.06,979.31,1201.20,1387.61,1464.56,1539.77,279.87
HTTP Waiting (TTFB) (ms),112.24,52.43,162.72,3591.53,52.47,53.71,55.28,62.68,106.09,162.47,162.60,162.64,162.71,48.96
Input Sequence Length (tokens),60.41,28.00,113.00,1933.00,28.62,33.85,41.00,50.75,59.00,67.50,70.90,100.50,110.83,18.55
Inter Chunk Latency (ms),18.52,0.16,67.92,28116.94,2.20,7.32,12.05,14.80,15.42,17.14,36.92,39.43,44.96,9.99
Inter Token Latency (ms),3.45,1.68,5.52,110.26,1.76,2.00,2.26,2.71,3.38,4.22,4.79,5.09,5.39,1.02
Output Sequence Length (tokens),256.00,256.00,256.00,8192.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Count (tokens),256.00,256.00,256.00,8192.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),319.00,181.13,594.33,10208.00,185.86,196.40,208.83,236.91,295.73,368.41,441.56,500.70,569.43,101.82
Prefill Throughput Per User (tokens/sec/user),642.10,211.86,1308.24,20547.32,215.75,241.18,329.63,376.67,585.26,885.34,1080.02,1204.35,1289.01,312.51
Request Latency (ms),992.16,551.64,1572.10,31749.14,564.72,619.03,672.38,755.18,978.58,1200.12,1386.17,1462.98,1538.34,279.49
Time to First Output Token (ms),113.51,52.74,164.91,3632.20,52.77,53.99,55.58,62.94,107.43,164.67,164.85,164.89,164.91,49.94
Time to First Token (ms),113.51,52.74,164.91,3632.20,52.77,53.99,55.58,62.94,107.43,164.67,164.85,164.89,164.91,49.94
Time to Second Token (ms),9.98,2.01,44.27,319.34,2.05,2.16,2.18,2.23,11.03,13.35,17.85,25.70,41.43,9.69
Tokens In Flight (tokens),2569.99,0.00,3677.46,,,,,,2762.17,,3423.47,3468.02,3585.07,809.97

Metric,Value
Benchmark Duration (sec),2.17
Input Token Throughput (tokens/sec),891.75
Output Token Throughput (tokens/sec),3779.21
Request Count,32.00
Request Throughput (requests/sec),14.76
Total Input Sequence Length (tokens),1933.00
Total Output Sequence Length (tokens),8192.00
Total Output Tokens (tokens),8192.00
Total Token Throughput (tokens/sec),4670.95
