Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),823.40,0.00,5384.93,,,,,,953.26,,1116.46,1187.43,1226.36,326.09
Active Decode Throughput Per User (tokens/sec/user),294.09,0.00,1794.98,,,,,,323.43,,378.55,399.36,497.53,97.39
Active Prefill Throughput (tokens/sec),201.80,15.55,1219.90,,,,,,176.35,,368.26,368.26,1219.90,194.97
Active Prefill Throughput Per User (tokens/sec/user),17.34,12.28,274.10,,,,,,13.61,,28.33,28.33,76.24,11.20
Active Total Throughput (tokens/sec),994.30,274.10,1339.70,,,,,,1016.37,,1219.90,1339.70,1339.70,203.95
Credit-to-Start Latency (ms),1.04,0.70,1.41,33.40,0.73,0.78,0.81,0.85,1.06,1.16,1.28,1.33,1.40,0.18
Decode Duration (ms),839.85,571.92,1386.88,26875.27,578.70,616.54,655.36,717.03,824.94,899.52,1038.92,1152.02,1324.86,172.53
E2E Output Token Throughput (tokens/sec/user),81.08,46.03,252.27,2594.45,46.19,46.72,47.55,49.60,53.38,86.91,140.99,228.82,252.25,56.55
Effective Concurrency,12.85,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,4.47
Effective Decode Concurrency,2.65,0.00,3.00,,,,,,3.00,,3.00,3.00,3.00,0.66
Effective Decode Throughput (tokens/sec),803.63,0.00,5384.93,,,,,,937.38,,1114.75,1187.43,1226.36,345.94
Effective Decode Throughput Per User (tokens/sec/user),287.02,0.00,1794.98,,,,,,322.77,,378.32,398.84,497.18,106.22
Effective Latency (CO-aware) (ms),4078.93,1015.90,5563.10,130525.77,1016.01,1129.36,1818.27,2947.17,4797.13,5162.45,5385.76,5480.68,5543.13,1448.92
Effective Prefill Concurrency,10.20,0.00,16.00,,,,,,13.00,,14.00,14.00,16.00,4.50
Effective Prefill Throughput (tokens/sec),190.37,0.00,1219.90,,,,,,172.78,,368.26,368.26,1219.90,195.03
Effective Prefill Throughput Per User (tokens/sec/user),16.36,0.00,274.10,,,,,,13.58,,28.33,28.33,76.24,11.59
Effective Total Throughput (tokens/sec),994.00,0.00,1339.70,,,,,,1016.37,,1219.90,1339.70,1339.70,204.64
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,38.62,28.00,63.00,1236.00,28.31,29.55,30.00,33.00,38.00,41.00,47.70,52.45,59.90,7.47
HTTP Chunks Sent,1.00,1.00,1.00,32.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.77,0.00,1.82,24.65,0.00,0.00,0.00,0.00,0.69,1.53,1.64,1.70,1.78,0.78
HTTP Connection Overhead (ms),0.77,0.00,1.82,24.65,0.00,0.00,0.00,0.00,0.69,1.53,1.64,1.70,1.78,0.78
HTTP Connection Reused (ratio),0.50,0.00,1.00,16.00,0.00,0.00,0.00,0.00,0.50,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),10.69,7.98,16.73,342.02,8.10,8.42,8.51,9.35,10.54,11.22,12.84,14.14,15.97,1.85
HTTP Data Sent (KB),0.36,0.24,0.59,11.43,0.24,0.25,0.25,0.31,0.35,0.38,0.44,0.53,0.57,0.08
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),4077.74,1014.54,5561.91,130487.75,1014.65,1128.01,1817.06,2945.85,4795.81,5161.42,5384.24,5479.74,5541.99,1449.04
HTTP Receiving (ms),839.86,571.93,1386.89,26875.65,578.70,616.54,655.38,717.05,824.94,899.53,1038.94,1152.04,1324.87,172.53
HTTP Sending (ms),1.08,0.17,2.23,34.49,0.17,0.19,0.19,0.20,1.01,1.91,2.07,2.13,2.21,0.87
HTTP Total Time (ms),4078.51,1016.10,5561.91,130512.40,1016.22,1129.58,1818.62,2947.32,4796.54,5161.42,5385.55,5479.74,5541.99,1448.47
HTTP Waiting (TTFB) (ms),3236.80,238.61,4676.21,103577.62,256.24,295.62,1099.97,2198.92,3966.77,4293.58,4564.66,4589.62,4649.66,1422.59
Input Sequence Length (tokens),60.41,28.00,113.00,1933.00,28.62,33.85,41.00,50.75,59.00,67.50,70.90,100.50,110.83,18.55
Inter Chunk Latency (ms),22.32,2.58,68.56,26875.27,16.46,19.49,20.01,20.32,20.61,20.87,21.62,31.06,62.20,8.34
Inter Token Latency (ms),3.29,2.24,5.44,105.39,2.27,2.42,2.57,2.81,3.24,3.53,4.07,4.52,5.20,0.68
